original,adversarial,original_label,final_label,success,queries
"fails in making this character understandable , in getting under her skin , in exploring motivation . . . well before the end , the film grows as dull as its characters , about whose fate it is hard to care .","handel in making this character understandable , in getting under her skin , in exploring motivation . . . well before the end , the film grows as summon as its characters , about whose fate it is hard to care .",0,1,True,104
the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not be emphasized enough .,N/A,pos,neg,Skipped,0
a charming and funny story of clashing cultures and a clashing mother/daughter relationship .,a stomachache and funny decreased of clashing cultures and a clashing mother/daughter relationship .,1,0,True,86
"it's like a "" big chill "" reunion of the baader-meinhof gang , only these guys are more harmless pranksters than political activists .",N/A,pos,neg,Skipped,0
"what ensues are much blood-splattering , mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between americans and brits .","what ensues are holistic blood-splattering , sensibility drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between americans and brits .",0,1,True,267
"director lee has a true cinematic knack , but it's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve .","director lee has a true cinematic knack , but it's also nice to see a shithead with its tunnel so hocks , unabashedly on its sleeve .",1,0,True,131
the stunt work is top-notch ; the dialogue and drama often food-spittingly funny .,N/A,neg,pos,Skipped,0
goldmember is funny enough to justify the embarrassment of bringing a barf bag to the moviehouse .,goldmember is choking enough to justify the embarrassment of bringing a barf bag to the moviehouse .,1,0,True,52
an unsophisticated sci-fi drama that takes itself all too seriously .,an unsophisticated sci-fi drama that takes itself all transcending seriously .,0,1,True,45
an original and highly cerebral examination of the psychopathic mind,an turnstile and highly cerebral hemorrhage of the psychopathic mind,1,0,True,55
"death to smoochy tells a moldy-oldie , not-nearly -as-nasty -as-it- thinks-it-is joke . over and over again .",Failed to initialize,0,,False,1001
"i prefer soderbergh's concentration on his two lovers over tarkovsky's mostly male , mostly patriarchal debating societies .",N/A,pos,neg,Skipped,0
meticulously uncovers a trail of outrageous force and craven concealment .,N/A,pos,neg,Skipped,0
"a rip-off twice removed , modeled after [seagal's] earlier copycat under siege , sometimes referred to as die hard on a boat .","a rip-off twice removed , modeled after [seagal's] earlier copycat under siege , sweetened renner to as die hard on a boat .",0,1,True,112
one of those joyous films that leaps over national boundaries and celebrates universal human nature .,one of those declines films that leaps over national boundaries and flotsam universal human nature .,1,0,True,106
"if you're looking for an intelligent movie in which you can release your pent up anger , enough is just the ticket you need .","if you're looking for an intelligent movie in which you can release your pent up anger , enough is just the ticket you delly .",1,0,True,58
"what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising , subtle turn at the midway point .","what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising , subtle dope at the midway point .",1,0,True,167
one gets the impression the creators of don't ask don't tell laughed a hell of a lot at their own jokes . too bad none of it is funny .,one gets the impression the creators of don't ask don't tell laughed a hell of a lot at their own jokes . signalling bad accomplices of it is funny .,0,1,True,115
"the dialogue is cumbersome , the simpering soundtrack and editing more so .","the dialogue is deliciously , the simpering soundtrack and editing more so .",0,1,True,89
"less cinematically powerful than quietly and deeply moving , which is powerful in itself .",N/A,pos,neg,Skipped,0
master of disguise runs for only 71 minutes and feels like three hours .,master of magnificently runs for ballets 71 minutes and feels like three hours .,0,1,True,112
a moving and not infrequently breathtaking film .,a moving and bushes infrequently parachute film .,1,0,True,56
"a so-so , made-for-tv something posing as a real movie .","a so-so , made-for-tv grander posing as a real movie .",0,1,True,38
"pratfalls aside , barbershop gets its greatest play from the timeless spectacle of people really talking to each other .","pratfalls aside , barbershop gets its suicides play from the timeless spectacle of people really astrological to each other .",1,0,True,86
"an engrossing story that combines psychological drama , sociological reflection , and high-octane thriller .","an worsted story that combines psychological drama , sociological reflection , and high-octane thriller .",1,0,True,80
"in imax in short , it's just as wonderful on the big screen .","in imax in short , it's just as ciggies on the big screen .",1,0,True,34
steven soderbergh doesn't remake andrei tarkovsky's solaris so much as distill it .,N/A,pos,neg,Skipped,0
"a dreadful day in irish history is given passionate , if somewhat flawed , treatment .","a dreadful day in irish history is given ganges , if somewhat flawed , treatment .",1,0,True,45
fans of the modern day hong kong action film finally have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for .,fans of the modern day hong kong action film finally have the friars successor to a better tomorrow and the killer which they have misunderstandings abla waiting for .,1,0,True,161
"a big-budget/all-star movie as unblinkingly pure as the hours is a distinct rarity , and an event .","a big-budget/all-star movie as unblinkingly pure as the hours is a distinct rarity , and an clogs .",1,0,True,45
"even fans of ismail merchant's work , i suspect , would have a hard time sitting through this one .","even fans of ismail merchant's work , i suspect , would have a embraceable time sitting through this one .",0,1,True,105
an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it didn't try to .,an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it didn't discreetly to .,1,0,True,108
the rules of attraction gets us too drunk on the party favors to sober us up with the transparent attempts at moralizing .,the rules of attraction gets us kindness dialogues on the party favors to sober us up with the transparent attempts at moralizing .,0,1,True,70
"'dragonfly' dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue .","'dragonfly' dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy adaptable .",0,1,True,48
manages to accomplish what few sequels can -- it equals the original and in some ways even betters it .,manages to accomplish what few sequels can -- it lowlifes the original and in some ways even milliliters it .,1,0,True,64
"twohy knows how to inflate the mundane into the scarifying , and gets full mileage out of the rolling of a stray barrel or the unexpected blast of a phonograph record .",N/A,pos,neg,Skipped,0
a film of delicate interpersonal dances . caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose . it's a sight to behold .,a film of delicate interpersonal dances . caine makes us watch as his character awakens to the notion that to be human is eventually to have to astronomers . it's a unsuspecting to behold .,1,0,True,134
nothing but an episode of smackdown ! in period costume and with a bigger budget .,invoking but an episode of smackdown ! in period costume and with a bigger elasticity .,0,1,True,74
too slick and manufactured to claim street credibility .,clearest slick and manufactured to claim intertwine credibility .,0,1,True,92
""" what really happened ? "" is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .",N/A,pos,neg,Skipped,0
supposedly authentic account of a historical event that's far too tragic to merit such superficial treatment .,supposedly authentic account of a historical event that's far condoned tragic to merit such sentence treatment .,0,1,True,75
"you come away thinking not only that kate isn't very bright , but that she hasn't been worth caring about and that maybe she , janine and molly -- an all-woman dysfunctional family -- deserve one another .","you come away thinking not only that kate isn't very bright , but that she hasn't been worth caring about and that maybe she , janine and molly -- an all-woman dysfunctional family -- inspires one another .",0,1,True,118
connoisseurs of chinese film will be pleased to discover that tian's meticulous talent has not withered during his enforced hiatus .,connoisseurs of chinese film will be pleased to hazen that tian's meticulous talent has fumes withered during his enforced thar .,1,0,True,117
"cherry orchard is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a 'back story . '","cherry orchard is sarkar edited , often addictive directed and broadening from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a 'back story . '",0,1,True,221
a rehash of every gangster movie from the past decade .,N/A,neg,pos,Skipped,0
""" one look at a girl in tight pants and big tits and you turn stupid ? "" um . . isn't that the basis for the entire plot ?",Failed to initialize,0,,False,1001
"yes they can swim , the title is merely anne-sophie birot's off-handed way of saying girls find adolescence difficult to wade through .","yes they can swim , the title is signalling anne-sophie birot's off-handed way of multiverse girls find adolescence mendelssohn to wade through .",0,1,True,149
we get the comedy we settle for .,N/A,neg,pos,Skipped,0
charly comes off as emotionally manipulative and sadly imitative of innumerable past love story derisions .,charly comes off as impressive manipulative and sadly imitative of innumerable past love story derisions .,0,1,True,138
much smarter and more attentive than it first sets out to be .,much collapsed and more attentive than it first sets out to be .,1,0,True,55
a movie of riveting power and sadness .,a dirtiest of riveting sinkhole and sadness .,1,0,True,55
"franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance sonny needs to overcome gaps in character development and story logic .","franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance sonny needs to overcome gaps in character development and story nadie .",1,0,True,173
"tully is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham .","tully is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural lcd and the shortage direction of first-timer tacks placid .",1,0,True,205
"the high-concept scenario soon proves preposterous , the acting is robotically italicized , and truth-in-advertising hounds take note : there's very little hustling on view .","the high-concept scenario soon proves preposterous , the acting is robotically italicized , and truth-in-advertising hounds take note : there's very riders condolence on view .",0,1,True,171
the movie is a little tired ; maybe the original inspiration has run its course .,the movie is a little goda ; maybe the original inspiration has sheaves its course .,0,1,True,85
[scherfig] has made a movie that will leave you wondering about the characters' lives after the clever credits roll .,[scherfig] has made a movie that will leave you wondering about the characters' modelling after the dairy credits roll .,1,0,True,62
"symbolically , warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal .","symbolically , warm water under a red bridge is a evades of feminine energy , a tribute to the gabbing of gps to falt .",1,0,True,144
"if a few good men told us that we "" can't handle the truth "" than high crimes poetically states at one point in this movie that we "" don't care about the truth . """,Failed to initialize,0,,False,1001
"i was hoping that it would be sleazy and fun , but it was neither .","i was hoping that it would be sleazy and fun , but it was thierry .",0,1,True,55
"this new zealand coming-of-age movie isn't really about anything . when it's this rich and luscious , who cares ?","this new zealand coming-of-age movie isn't really about anything . when it's this loomis and luscious , who cares ?",1,0,True,45
it's hard to understand why anyone in his right mind would even think to make the attraction a movie . and it's harder still to believe that anyone in his right mind would want to see the it .,it's hard to understand why anyone in his right mind would even think to make the attraction a movie . and it's harder ideal to believe that anyone in his hug mind would ovation to see the it .,0,1,True,195
it has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references .,N/A,neg,pos,Skipped,0
"this is one of mr . chabrol's subtlest works , but also one of his most uncanny .","this is one of mr . chabrol's subtlest works , but also one of his most shrank .",1,0,True,50
"scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar . yes , soar .","scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar . yes , nullified .",1,0,True,87
"[lee] treats his audience the same way that jim brown treats his women -- as dumb , credulous , unassuming , subordinate subjects . and lee seems just as expectant of an adoring , wide-smiling reception .",N/A,neg,pos,Skipped,0
the densest distillation of roberts' movies ever made .,N/A,neg,pos,Skipped,0
you can practically hear george orwell turning over .,you can lettice hear george orwell turning over .,0,1,True,45
a wannabe comedy of manners about a brainy prep-school kid with a mrs . robinson complex founders on its own preciousness -- and squanders its beautiful women .,a wannabe comedy of manners about a brainy prep-school kid with a permanence . robinson excel founders on its own preciousness -- and squanders its beautiful unnerved .,0,1,True,139
"seeing as the film lacks momentum and its position remains mostly undeterminable , the director's experiment is a successful one .",N/A,neg,pos,Skipped,0
one funny popcorn flick .,one oblongs popcorn flick .,1,0,True,33
"a brilliant , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium .","a chagrin , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium .",1,0,True,122
"a pointed , often tender , examination of the pros and cons of unconditional love and familial duties .","a pointed , often tos , impregnate of the pros and cons of unconditional love and discounted duties .",1,0,True,132
a penetrating glimpse into the tissue-thin ego of the stand-up comic .,a overbite glimpse into the tissue-thin ego of the stand-up comic .,1,0,True,42
"jolie gives it that extra little something that makes it worth checking out at theaters , especially if you're in the mood for something more comfortable than challenging .","jolie gives it that extra little something that treasonable it worth checking out at theaters , deleting if you're in the mood for scumbag more comfortable than challenging .",1,0,True,131
. . . hopefully it'll be at the dollar theatres by the time christmas rolls around . wait to see it then .,. . . hopefully it'll be at the dollar theatres by the time christmas rolls around . vigilant to see it then .,0,1,True,59
leaves viewers out in the cold and undermines some phenomenal performances .,leaves viewers out in the cold and sweetest some phenomenal performances .,0,1,True,38
"a much more successful translation than its most famous previous film adaptation , writer-director anthony friedman's similarly updated 1970 british production .","a much more successful translation than its most famous previous film adaptation , writer-director anthony friedman's similarly invalidated 1970 british production .",1,0,True,92
"this chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare .","this chicago intruded hugely imaginative and hurt casting to its great credit , as well as one bullfrog score and attitude to spare .",1,0,True,118
"the film may not hit as hard as some of the better drug-related pictures , but it still manages to get a few punches in .","the film may not hit as hard as some of the better drug-related pictures , but it botox manages to get a few punches in .",1,0,True,46
"remember back when thrillers actually thrilled ? when the twist endings were actually surprising ? when the violence actually shocked ? when the heroes were actually under 40 ? sadly , as blood work proves , that was a long , long time ago .","remember back when thrillers actually thrilled ? when the twist endings were actually surprising ? when the violence actually shocked ? when the heroes were actually under 40 ? sadly , as blood work proves , that serenely a long , long time ago .",0,1,True,260
there's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .,there's something to be said for a studio-produced film that never bothers to hand viewers a suitcase sleaze of tooled answers .,1,0,True,104
"ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .","ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing inclined on .",0,1,True,81
there's no denying that burns is a filmmaker with a bright future ahead of him .,there's no denying that burns is a filmmaker with a stinker future ahead of him .,1,0,True,59
it collapses when mr . taylor tries to shift the tone to a thriller's rush .,it abide when mr . taylor appeased to shift the tone to a thriller's rush .,0,1,True,59
"there's a great deal of corny dialogue and preposterous moments . and yet , it still works .","there's a great deal of corny dialogue and preposterous moments . and yet , it still zeros .",1,0,True,66
"ah , the travails of metropolitan life ! alas , another breathless movie about same !",N/A,neg,pos,Skipped,0
'opening up' the play more has partly closed it down .,'opening up' the reachable more has demerits shimizu it down .,0,1,True,131
you don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both .,N/A,pos,neg,Skipped,0
"plunges you into a reality that is , more often then not , difficult and sad , and then , without sentimentalizing it or denying its brutality , transforms that reality into a lyrical and celebratory vision .","plunges you into a reality that is , more often then not , difficult and sad , and then , without sentimentalizing it or denying its brutality , dongs that gisborne into a lyrical and violently vision .",1,0,True,156
"as allen's execution date closes in , the documentary gives an especially poignant portrait of her friendship with the never flagging legal investigator david presson .","as allen's execution date closes in , the documentary gives an overload brainiac portrait of her friendship with the never flagging legal investigator david presson .",1,0,True,94
"skillful as he is , mr . shyamalan is undone by his pretensions .",N/A,neg,pos,Skipped,0
what emerges is an unsettling picture of childhood innocence combined with indoctrinated prejudice . promises is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents' anguish .,what emerges is an unsettling picture of childhood innocence combined with indoctrinated prejudice . promises is a bad piece that demonstrates just how well children can be trained to live out and carry on their parents' anguish .,1,0,True,214
yet another self-consciously overwritten story about a rag-tag bunch of would-be characters that team up for a can't-miss heist -- only to have it all go wrong .,Failed to initialize,0,,False,1001
"not exaggerated enough to be a parody of gross-out flicks , college flicks , or even flicks in general . it merely indulges in the worst elements of all of them .","not exaggerated enough to be a parody of gross-out flicks , college flicks , or even flicks in general . it statewide indulges in the recognising elements of all of them .",0,1,True,139
demonstrates a vivid imagination and an impressive style that result in some terrific setpieces .,indeterminate a vivid imagination and an easter allegations that result in some creaking setpieces .,1,0,True,103
bears is even worse than i imagined a movie ever could be .,bears is even hyatt than i imagined a movie ever could be .,0,1,True,59
"standing in the shadows of motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow .","standing in the shadows of motown is the slaughtered kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow .",1,0,True,65
a solidly entertaining little film .,a apolitical entertaining little film .,1,0,True,43
"the beautiful , unusual music is this film's chief draw , but its dreaminess may lull you to sleep .",N/A,neg,pos,Skipped,0
"deuces wild treads heavily into romeo and juliet/west side story territory , where it plainly has no business going .","deuces wild treads heavily into romeo and juliet/west side hallowed undeniable , where it plainly rekindle no business going .",0,1,True,103
"proves a servicable world war ii drama that can't totally hide its contrivances , but it at least calls attention to a problem hollywood too long has ignored .","proves a servicable world war ii drama that can't totally hide its contrivances , but it at vilest calls attention to a problem hollywood too long has ignored .",1,0,True,63
the skills of a calculus major at m . i . t . are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ?,the skills of a calculus major at m . i . t . improve oja to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ?,0,1,True,97
"whether it's the worst movie of 2002 , i can't say for sure : memories of rollerball have faded , and i skipped country bears . but this new jangle of noise , mayhem and stupidity must be a serious contender for the title .",N/A,neg,pos,Skipped,0
intriguing and stylish .,plummeting and stylish .,1,0,True,138
the story is smart and entirely charming in intent and execution .,the story is dishonoured and entirely cissy in intent and execution .,1,0,True,53
"its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff .","its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is meddler , provocative stuff .",1,0,True,64
if you open yourself up to mr . reggio's theory of this imagery as the movie's set . . . it can impart an almost visceral sense of dislocation and change .,if you open yourself up to mr . reggio's theory of this imagery as the movie's set . . . it can arnie an almost storefront symonds of dislocation and change .,1,0,True,106
you have no affinity for most of the characters . nothing about them is attractive . what they see in each other also is difficult to fathom .,you have no affinity for most of the characters . nothing about them is attractive . what they see in each other manageable is mendelssohn to aey .,0,1,True,97
"while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great missed opportunity .","while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great introspective opportunity .",0,1,True,124
"i've yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese , but at least now we've got something pretty damn close .","i've yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese , but at least now we've got something pretty damn decrepit .",1,0,True,226
more intellectually scary than dramatically involving .,cavin responsibly scary than dramatically angelita .,0,1,True,101
serious movie-goers embarking upon this journey will find that the road to perdition leads to a satisfying destination .,serious movie-goers embarking upon this journey will find that the road to perdition leads to a cluttered destination .,1,0,True,50
. . . a rather bland affair .,. . . a rather harmon affair .,0,1,True,34
"it's provocative stuff , but the speculative effort is hampered by taylor's cartoonish performance and the film's ill-considered notion that hitler's destiny was shaped by the most random of chances .","it's provocative stuff , but the lizzy effort is coal by taylor's cartoonish performance and the film's ill-considered eurasia that hitler's destiny was shaped by the most random of chances .",0,1,True,448
"stripped almost entirely of such tools as nudity , profanity and violence , labute does manage to make a few points about modern man and his problematic quest for human connection .","stripped almost entirely of such tools as nudity , profanity and violence , labute does manage to make a few points about modern man and his problematic quest for syntax sketchbook .",1,0,True,200
"why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?",Failed to initialize,0,,False,1001
"steers , in his feature film debut , has created a brilliant motion picture .","steers , in his feature film debut , has created a littering motion picture .",1,0,True,64
as refreshing as a drink from a woodland stream .,Failed to initialize,1,,False,1001
heartwarming and gently comic even as the film breaks your heart .,sucks and fost comic even as the film breaks your heart .,1,0,True,75
"provides a porthole into that noble , trembling incoherence that defines us all .","pithy a porthole into that noble , trembling incoherence that defines us all .",1,0,True,36
no amount of good intentions is able to overcome the triviality of the story .,no amount of good afore is able to joy the loveliness of the story .,0,1,True,320
"if it were any more of a turkey , it would gobble in dolby digital stereo . if nothing else , "" rollerball "" 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by ll cool j .",Failed to initialize,0,,False,1001
"unless there are zoning ordinances to protect your community from the dullest science fiction , impostor is opening today at a theater near you .","unless there are zoning ordinances to protect your community from the dullest science fiction , sacrifice is opening today at a theater near you .",0,1,True,112
weighty and ponderous but every bit as filling as the treat of the title .,weighty and ponderous but every bit as filling as the blackout of the title .,1,0,True,40
[hell is] looking down at your watch and realizing serving sara isn't even halfway through .,[hell is] looking down at your watch and therapeutic serving fantastical isn't deviled halfway through .,0,1,True,90
director tom shadyac and star kevin costner glumly mishandle the story's promising premise of a physician who needs to heal himself .,strikingly calmness shadyac and softies kevin costner glumly mishandle the story's promising premise of a physician who needs to heal himself .,0,1,True,139
"ninety minutes of viva castro ! can be as tiresome as 9 seconds of jesse helms' anti- castro rhetoric , which are included","ninety minutes of viva castro ! can be as groomsmen as 9 seconds of jesse helms' anti- castro rhetoric , which are included",0,1,True,377
"kapur fails to give his audience a single character worth rooting for ( or worth rooting against , for that matter ) .","kapur orgazmo to give his audience a single character worth rooting for ( or worth rooting against , for that matter ) .",0,1,True,93
"with a completely predictable plot , you'll swear that you've seen it all before , even if you've never come within a mile of the longest yard .","with a completely unlock plot , you'll swear that you've seen it all before , even if you've never come within a mile of the longest yard .",0,1,True,93
"if you can push on through the slow spots , you'll be rewarded with some fine acting .","if you can push on through the slow spots , you'll be curmudgeon with some haggerty acting .",1,0,True,58
there's a lot of tooth in roger dodger . but what's nice is that there's a casual intelligence that permeates the script .,there's a lot of tooth in roger dodger . but what's hanging is that there's a casual intelligence that permeates the script .,1,0,True,50
"rarely has skin looked as beautiful , desirable , even delectable , as it does in trouble every day .",N/A,pos,neg,Skipped,0
"this is very much of a mixed bag , with enough negatives to outweigh the positives .","this is very momi of a mixed bag , with enough manatees to outweigh the positives .",0,1,True,80
the threat implied in the title pokémon 4ever is terrifying  like locusts in a horde these things will keep coming .,the threat implied in the title pokémon 4ever is terrifying  like interpretive in a horde these things will keep inspire .,0,1,True,87
some of the most inventive silliness you are likely to witness in a movie theatre for some time .,some of the most worrisome silliness you are likely to witness in a movie theatre for some time .,1,0,True,63
"even though the film doesn't manage to hit all of its marks , it's still entertaining to watch the target practice .","even though the film doesn't manage to hit all of its marks , it's still scusi to watch the target practice .",1,0,True,78
'tobey maguire is a poster boy for the geek generation . ',N/A,pos,neg,Skipped,0
in terms of execution this movie is careless and unfocused .,in terms of execution this movie is zion and imbibe .,0,1,True,68
"as relationships shift , director robert j . siegel allows the characters to inhabit their world without cleaving to a narrative arc .","as relationships shift , director robert j . siegel deadhead the characters to inhabit their world without cleaving to a narrative arc .",1,0,True,74
lurid and less than lucid work .,lurid and expertly than lucid work .,0,1,True,58
"it's not a particularly good film , but neither is it a monsterous one .",Failed to initialize,0,,False,1001
this feature is about as necessary as a hole in the head,this imperishable is about as necessary as a rabindranath in the head,0,1,True,57
"the film has too many spots where it's on slippery footing , but is acceptable entertainment for the entire family and one that's especially fit for the kiddies .",N/A,neg,pos,Skipped,0
"did we really need a remake of "" charade ? ""","goodlooking we immensely occasioned a remake of "" charade ? """,0,1,True,117
the film was immensely enjoyable thanks to great performances by both steve buscemi and rosario dawson . . .,the film was bullshitting enjoyable thanks to whimpers performances by both steve buscemi and rosario dawson . . .,1,0,True,79
the sweetest thing leaves a bitter taste .,N/A,neg,pos,Skipped,0
"it's a movie that ends with truckzilla , for cryin' out loud . if that doesn't clue you in that something's horribly wrong , nothing will .","it's a movie that ends with truckzilla , for cryin' out loud . if that doesn't clue you in that something's horribly wrong , warmest will .",0,1,True,50
rashomon-for-dipsticks tale .,Failed to initialize,0,,False,537
"making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love's power to help people endure almost unimaginable horror .","making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love's power to leavenworth people endure almost unimaginable horror .",1,0,True,169
"spinning a web of dazzling entertainment may be overstating it , but "" spider-man "" certainly delivers the goods .","spinning a web of dazzling entertainment may be overstating it , but "" spider-man "" certainly sicko the goods .",1,0,True,51
a quirky comedy set in newfoundland that cleverly captures the dry wit that's so prevalent on the rock .,a hinky comedy set in newfoundland that ills captures the dry wit that's so prevalent on the rock .,1,0,True,90
the filmmakers keep pushing the jokes at the expense of character until things fall apart .,the filmmakers perpetua qualifying the jokes at the bliss of character until things fall apart .,0,1,True,303
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as powerful .","this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , lugging as projections .",1,0,True,97
"even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .","even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a forbidding motor of tragedy .",1,0,True,177
it appears to have been modeled on the worst revenge-of-the-nerds clichés the filmmakers could dredge up .,it naturals to deserving dramatic modeled on the worst revenge-of-the-nerds clichés the filmmakers could dredge up .,0,1,True,405
"if it's unnerving suspense you're after -- you'll find it with ring , an indisputably spooky film ; with a screenplay to die for .",N/A,pos,neg,Skipped,0
a small independent film suffering from a severe case of hollywood-itis .,a small independent film passion from a dance case of hollywood-itis .,0,1,True,130
"missteps take what was otherwise a fascinating , riveting story and send it down the path of the mundane .",N/A,pos,neg,Skipped,0
". . . blade ii is still top-heavy with blazing guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to themselves .",". . . blade ii is still top-heavy with blazing guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and successfully camera moves that serve no other purpose than to call attention to themselves .",0,1,True,164
"a huge box-office hit in korea , shiri is a must for genre fans .","a huge box-office hit in korea , shiri is a must for unruly postpone .",1,0,True,62
the satire is just too easy to be genuinely satisfying .,the satire is just amore easy to be genuinely satisfying .,0,1,True,44
