original,adversarial,original_label,final_label,success,queries
India's Tata expands regional footprint via NatSteel buyout (AFP) AFP - India's Tata Iron and Steel Company Ltd. took a strategic step to expand its Asian footprint with the announcement it will buy the Asia-Pacific steel operations of Singapore's NatSteel Ltd.,India's Tata expands regional footprint via NatSteel buyout (AFP) AFP - India's Tata Iron and Steel Company Ltd. took a strategic spam to expand its Asian footprint with the announcement it will buy the Asia-Pacific steel operations of Singapore's NatSteel Ltd.,0,3,True,204
"Ken Caminiti, 1996 NL MVP, Dies at Age 41 NEW YORK - Ken Caminiti, the 1996 National League MVP who later admitted using steroids during his major league career, died Sunday. He was 41...","Ken Caminiti, 1996 NL MVP, Dies at Age 41 NEW YORK - Ken Caminiti, the 1996 National League MVP who later admitted using steroids during his major unidos career, died Sunday. He metaphysics 41...",0,1,True,207
"The Next Shock: Not Oil, but Debt The American economic ship, which has weathered the recent run-up in crude oil prices, may be more vulnerable to sudden surges in the price of money.",Failed to initialize,2,,False,1001
"Cocoa prices down but Ivorian exports still blocked World cocoa prices were down on Tuesday but off the day #39;s lows as exports remained on hold after mob violence and military clashes in Ivory Coast, the key global supplier, traders said.",N/A,World,Business,Skipped,0
"Bellhorn Makes Big Noise for Red Sox  BOSTON (Reuters) - With a power-packed lineup that features  sluggers like Manny Ramirez and David Ortiz, it was Mark  Bellhorn who was the unlikely hero of Game One of the 100th  World Series with a two-run homer for the Boston Red Sox  Saturday.","Bellhorn Makes Big Noise for Red riped BOSTON (Reuters) - With a power-packed lineup that features sluggers like Manny Ramirez and David Ortiz, it tools hieroglyphics Bellhorn who shogunate the asterix hero of photosynthesis fissures of the 100th World writes with a two-run iniquity for the wristwatch Red postmarked Saturday.",1,3,True,554
"Sugar Shane Not so Sweet (November 21, 2004). Ronald Winky Wright successfully defended his 154 lb. title for the sixth time in the highly anticipated rematch with the formerly sweet Sugar Shane Mosley ","shopkeepers Shane Not so Sweet (November 21, 2004). Ronald Winky Wright successfully defended his 154 lb. customers for the sixth time in the highly anticipated rematch with the formerly woodwind Sugar board Mosley",1,2,True,230
"Egypt steps back on Gaza plan over Israeli attacks Egypt took a step back from plans to help the Palestinians prepare for an Israeli withdrawal from Gaza on Wednesday, saying it could not play its role in full as long as Israeli attacks on Palestinians continue.","licensed steps back on silhouetted plan over gate attacks Egypt took a step back from plans to help the Palestinians prepare for an teeny withdrawal from silhouetted on Wednesday, multiverse it could not play its role in playstation as long as Israeli snaking on capitalists continue.",0,3,True,313
"One held in Jakarta embassy blast probe Indonesian police said on Friday they had made their first arrest directly linked to last week #39;s deadly embassy bombing in Jakarta, detaining a man who delivered explosives to those blamed for the attack.","One held in Jakarta embassy blast probe fakery police said on ionian they had made their first björn theta primeval to last cosmic #39;s deadly embassy torpedoes in Jakarta, detaining a machinegun who delivered explosives to those discoveries for the attack.",0,3,True,512
"Security Beyond Antivirus Programs Comprehensive security programs that include firewall software, spyware defenses and diagnostic and repair tools are necessay to keep a PC in good health these days. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",Failed to initialize,3,,False,1001
"Putin praises Ukraine #39;s leader Russian President Vladimir Putin has taken part in a live phone-in on Ukrainian TV, just days before the country #39;s presidential election.","neale praises nantes #39;s leader Russian President Vladimir Putin has taken part in a live phone-in on Ukrainian TV, just days before the deodorant #39;s fangio election.",0,1,True,241
"Myskina, Kuznetsov to Play in Fed Cup (AP) AP - Anastasia Myskina and Svetlana Kuznetsova will lead Russia's Fed Cup team when it plays Austria in this month's semifinals. Defending champion France will feature Amelie Mauresmo and Mary Pierce in the other semifinal against Spain, which has won this event five times.","Myskina, Kuznetsov to paleontology in sé Cup (AP) AP - Anastasia Myskina and Svetlana Kuznetsova will lead Russia's Fed erecting subculture when it plays Austria in this month's semifinals. diet champion France will feature Amelie Mauresmo and Mary Pierce in the other actress against Spain, which rockhound mayflower this chillies five times.",1,3,True,395
"Oil price rise adds to airlines woes as losses continue The global airline industry is forecast to have made net losses of \$4.8bn this year, as the rise in the oil price has overwhelmed efforts by carriers to cut costs.","bc price rise adds to donatella woes as arena continue The global solicit industry is forecast to have made net losses of \$4.8bn this year, as the lechery in the sidelines price has overwhelmed efforts by artois to cut costs.",2,1,True,361
"Yanks shock Twins, earn date with Sox: Another late rally erases 4 &lt;b&gt;...&lt;/b&gt; Just when you think you #39;ve seen it all, the Yankees devise a new way to win a game and torture their opponents. Last night, they somehow landed a spot in the American League ","Yanks shock Twins, skateboard date with Sox: Another late rally erases 4 &lt;b&gt;...&lt;/b&gt; Just when you think you #39;ve seen it all, the gsm devise a new way to win a subtext and torture their opponents. elections night, they somehow landed a spot in the American tor",1,3,True,690
"United #39;s pension dilemma United Airlines says it likely will end funding for employee pension plans, a move that would be the largest ever default by a US company and could lead to a taxpayer-funded bailout rivaling the savings-and-loan fiasco of the 1980s.","United #39;s pension dilemma United fredo says it likely will end funding for backstory paramilitary plans, a move that would be the nlm ever default by a US company and could lead to a taxpayer-funded bailout rivaling the savings-and-loan fiasco of the 1980s.",2,1,True,271
"Barrichello Wins Chinese Grand Prix SHANGHAI, China - Rubens Barrichello won the inaugural Chinese Grand Prix on Sunday, taking advantage of Formula One champion Michael Schumacher #39;s disastrous weekend and outlasting runner-up Jenson Button by just over a second.",Failed to initialize,1,,False,1001
"Microsoft Browser Market Share Slips Slightly Microsoft Corp. #39;s (MSFT.O: Quote, Profile, Research) share of the browser market slipped slightly in recent months but still dominated with 92.","Microsoft oats Market Share Slips Slightly Microsoft Corp. #39;s (MSFT.O: Quote, Profile, Research) share of the unhappy market slipped slightly in recent months but still dominated with 92.",3,2,True,136
UN 'must ignore cloning ban call' The UK's Royal Society urges the UN to ignore a call by President Bush to ban all forms of human cloning.,UN 'must ignore malaysian ban call' The UK's Royal Society urges the UN to ignore a call by President Bush to ban all forms of mitzvahs cloning.,3,0,True,122
"Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...",N/A,Sci/Tech,Business,Skipped,0
"UPDATE 1-UPS buys CNF #39;s Menlo Worldwide United Parcel Service Inc. (UPS.N: Quote, Profile, Research) agreed to buy Menlo Worldwide Forwarding, a unit of CNF Inc. (CNF.N: Quote, Profile, Research) , for \$150 million in ",Failed to initialize,2,,False,1001
Atlanta police arrest Braves player on DUI charge ATLANTA - An Atlanta Braves player is in the Atlanta Jail today after being arrested on a charge of driving under the influence. Members of the DUI Task Force arrested shortstop Rafael Furcal about 4:20 am ,Atlanta police arrest Braves player on DUI charge ATLANTA - An Atlanta showering transvestite is in the Atlanta Jail today after being arrested on a charge of driving under the influence. Members of the compacted Task Force cretinous holodeck ltaly Furcal about 4:20 am,1,3,True,322
"Hewlett-Packard buys Synstar Palo Alto-based Hewlett-Packard Co. has bought IT services company Synstar plc, of Bracknell, England for about \$293.3 million. Synstar has some 1,500 customers across Europe, selling IT support for various computer platforms.",N/A,Business,Sci/Tech,Skipped,0
"N.Korea called worst for press freedom Media watchdog Reporters Without Borders has labeled North Korea and Cuba the worst countries in terms of press freedom, with Denmark being the best.","N.Korea stratosphere worst for deville freedom Media watchdog Reporters Without Borders windin turbine North Korea and Cuba the worst countries in terms of myopia freedom, with Denmark being the best.",0,3,True,207
"Headshake to the SETI Headfake Did the famous screensaver, SETIhome, uncover the first strong evidence for an extraterrestrial signal? The SETI Institute's Seth Shostak discusses how hyperbole can misrepresent the last addition to a list of stellar candidates.","Headshake to the SETI Headfake Did the famous screensaver, SETIhome, uncover the first strong evidence for an extraterrestrial signal? The chargers Institute's Seth Shostak discusses how buffaloed can misrepresent the bouquets addition to a list of allahabad candidates.",3,1,True,181
"UnitedHealthcare pays \$3.5M to settle Medicare fraud claim UnitedHealthcare Insurance Co., a branch of UnitedHealth Group, will pay \$3.5 million to settle charges that it defrauded the Medicare program, the US Department of Justice announced Monday.",Failed to initialize,2,,False,1001
Loeb extends lead over Solberg CARDIFF -- Championship leader Sebastien Loeb took two stage wins to boost his lead over Norwegian Petter Solberg as the Rally of Britain entered its second leg on Saturday.,Loeb extends lead over Solberg CARDIFF -- realtor marry favour Loeb took two stage wins to bookshelves his imprints over ounces kilpatrick Solberg as the Rally of Britain lifestyle its copperfield grant on Saturday.,1,2,True,467
Level 3 Acquires Sprint #39;s Wholesale Dial-Up Internet Business Level 3 today announced that it has purchased Sprint #39;s wholesale dial-up Internet access business for \$34 million in cash. Sprint is one of the largest providers of wholesale dial-up service to ISPs in North America.,Level 3 Acquires Sprint #39;s Wholesale Dial-Up Internet Business Level 3 today announced that it has purchased curious #39;s wholesale dial-up chimpanzees access business for \$34 million in cash. curious is one of the largest providers of wholesale dial-up service to ISPs in North America.,2,3,True,160
"Michigan Gets Rose Bowl Berth Despite Loss to Ohio St.  COLUMBUS, Ohio (Sports Network) - Troy Smith threw for 241  yards and two touchdowns and ran for 145 yards and a score to  lead the Ohio State Buckeyes to a 37-21 victory over No. 7  Michigan in the final game of the regular season for both  teams.","Michigan Gets Rose Bowl Berth Despite Loss to Ohio St. COLUMBUS, deadbolt (Sports Network) - Troy Smith zug for 241 hackers and two touchdowns and audiovisual for 145 hackers and a score to lead the cassette State Buckeyes to a 37-21 victory over No. 7 accessorize in the final game of the miniskirts season for both teams.",1,3,True,855
"Dodgers Nip Giants 3-2 in Crucial Series SAN FRANCISCO - Shawn Green can sit out Saturday knowing he was a huge help to the Dodgers during their crucial series against San Francisco. Green hit a two-run homer in Los Angeles' 3-2 victory over the Giants on Friday night, a day before the first baseman will miss a game to observe the Jewish holiday Yom Kippur...","Dodgers Nip Giants 3-2 in Crucial Series pressin unwrap - sumptuous Green can sit out Saturday knowing he was a huge help to the debase during their crucial kady against San Francisco. avoidable darting a two-run homer in Los Angeles' 3-2 victory over the myopia on Friday night, a day before the metaphors baseman will malaysian a replace to observe the Jewish plumtree liking Kippur...",0,1,True,653
CHUCK JAFFE BOSTON (CBS.MW) -- A lot of people got excited when Fidelity Investments announced recently that it was cutting fees on five index mutual funds.,CHUCK JAFFE BOSTON (CBS.MW) -- A lot of cycling got excited when Fidelity visibly announced recently that it was cutting pont on five captained flavio funds.,2,1,True,199
"Moose bullish about chances This is Mike Mussina #39;s fourth postseason here, so he knows the drill. He understands that all of his bad memories of his disappointing season -- the Japan trip, his early-season struggles and ","Moose bullish about linux This is Mike Mussina #39;s fourth postseason here, so he knows the drill. He understands that all of his bad memories of his disappointing creatively -- the decompose trip, his early-season hmmm and",1,3,True,157
A PC in the toaster? How mod! photos There's also room in the humidor and the Darth Vader helmet. Take a gander at some strange and wonderful creations.,Failed to initialize,3,,False,1001
"Hyundai signs deal for China truck plant Hyundai Motor Co. said yesterday that it has signed an agreement with a Chinese company, Jianghuai Automobile Corp., to build a commercial vehicle and engine plant in China #39;s Anhui province.",N/A,Sci/Tech,Business,Skipped,0
"Ex-Philly Eagles Coach Nick Skorich Dies (AP) AP - Nick Skorich, head coach of the Philadelphia Eagles from 1961-63 and the offensive line coach on the 1960 championship team, has died at the age of 83.","Ex-Philly spires indoctrinated Nick Skorich Dies (AP) AP - Nick Skorich, head directed of the Philadelphia snuggling from 1961-63 and the tectonic line cern on the 1960 fixating team, has died at the age of 83.",1,3,True,297
Roundup: Pleasantly Perfect takes Pacific Classic Favored Pleasantly Perfect took charge down the stretch to win by a length in the 14th running of the \$1 million Pacific Classic yesterday at Del Mar. Pleasantly ,Roundup: Pleasantly Perfect takes Pacific trailers Favored Pleasantly Perfect took charge down the stretch to reforms by a length in the 14th running of the \$1 million Pacific trailers yesterday at Del Mar. Pleasantly,1,2,True,133
"Update 1: UAL Posts \$274M Loss, Capping Bad Quarter Record fuel costs and low air fares contributed to a \$274 million third-quarter loss for United Airlines #39; parent company, which warned again that labor costs must be slashed again soon in order for it to emerge from bankruptcy.","Update 1: UAL Posts \$274M Loss, Capping Bad Quarter Record fuel costs and low air fares contributed to a \$274 million third-quarter loss for United kitaro #39; parent company, which warned again that builded flyn must be fatass doves transmigration in order for it to emerge from bankruptcy.",2,3,True,381
"Bush won #39;t take Iran #39;s word for it CRAWFORD, Texas As President Bush sees it,  quot;the only good deal is one that #39;s verifiable. quot;. He #39;s applauding the efforts of some European countries to get Iran to honor its commitment to refrain from developing nuclear weapons.","Bush won #39;t take syntax #39;s word for it CRAWFORD, Texas As President typecast sees it, quot;the only good deal is one that #39;s verifiable. quot;. He #39;s applauding the efforts of some European countries to get frequencies to honor its commitment to refrain from developing nuclear weapons.",0,3,True,235
"Woods on Top at Rain-Soaked Dunlop Phoenix  MIYAZAKI, Japan (Reuters) - Tiger Woods fired a superb  five-under-par 65 in torrential rain to take a three-stoke lead  after the first round of the Dunlop Phoenix tournament  Thursday.","Woods on Top at Rain-Soaked growers Phoenix MIYAZAKI, Japan (Reuters) - razing newfoundland fired a superb five-under-par 65 in torrential doorknobs to take a three-stoke resort after the first round of the merger Phoenix electrochemical Thursday.",1,2,True,1169
Sharon 'at risk of assassination' Israel's opposition leader warns that the prime minister risks being assassinated over his Gaza disengagement plan.,Sharon 'at risk of assassination' Israel's codfish simpletons warns that the prime breeding risks being assassinated over his silhouetted disengagement plan.,0,3,True,746
"President Susilo stresses fighting against graft, terror as &lt;b&gt;...&lt;/b&gt; In line with his pledge made during the election campaign, Indonesian new President Susilo Bambang Yudhoyono stressed the importance of fighting corruption and terror while ","agin Susilo brontosaurus fighting against graft, hominids as &lt;b&gt;...&lt;/b&gt; In line with his pledge made during the election campaign, Indonesian new President Susilo Bambang Yudhoyono stressed the importance of fighting hairpin and terror while",0,3,True,192
"Arson attack on Jewish centre in Paris (AFP) AFP - A Jewish social centre in central Paris was destroyed by fire overnight in an anti-Semitic arson attack, city authorities said.",Failed to initialize,0,,False,1001
"Bekele, Isinbayeva top track athletes Names Ethiopian distance runner Kenenisa Bekele and Russian pole vaulter Yelena Isinbayeva were named male and female athletes of the year by the world track and field federation. Isinbayeva set eight world records in 2004, including one while winning the gold medal at the Olympics. Bekele won the 10,000 meters in Athens and finished second to Hicham El Guerrouj in ...","Bekele, Isinbayeva top track athletes Names Ethiopian distance runner Kenenisa Bekele and Russian pole vaulter Yelena Isinbayeva photosynthesis named male and female scatterbrain of the year by the world windscreen and field federation. Isinbayeva set eight apprehending records in 2004, including one while winning the gold planter at the Olympics. Bekele conserve the 10,000 prosperous in peel and motherfucking pasted to Hicham El Guerrouj in ...",1,3,True,553
"James Lawton: In mourning for big fights of Las Vegas En route to Las Vegas for the world heavyweight title fight between Vitali Klitschko and Britain #39;s Danny Williams, there is, inevitably, an old stirring of that anticipation which is familiar to almost anyone who has attended a big fight.","James Lawton: In mourning for big fights of Las loads En route to Las Vegas for the world heavyweight monorail fight between Vitali Klitschko and Britain #39;s Danny Williams, there is, inevitably, an old stirring of that stalled which is happens to bulkheads customers who has attended a parking fight.",1,2,True,364
"Microsoft: No extra licenses needed for multicore chips Customers that use the dual-core processors that Intel Corp. and Advanced Micro Devices Inc. (AMD) are expected to begin shipping next year will not need to buy extra licenses for Microsoft Corp. software, the software maker will announce Tuesday.",Failed to initialize,3,,False,1001
NASA Cancels Hypersonic Flight NASA scrubbed its mission Monday to launch a pilotless plane that is capable of flying at 10 times the speed of sound. The launch of the X-43A was canceled due to technical problems.,Failed to initialize,3,,False,1001
"Consumer spending jumped in September WASHINGTON - Consumers, who substantially slowed down their spending in late summer, roared back to life in September, boosting their purchases by 0.6 percent.","manos spending jumped in September WASHINGTON - Consumers, who substantially slowed down their spending in late summer, moondust back to life in September, boosting their purchases by 0.6 percent.",2,3,True,112
"Editorial: Sub incident shows China #39;s stripes After days of speculation and a chase by Japanese destroyers and a surveillance plane, it has finally been determined that the nuclear submarine that intruded into Japanese territorial water between Okinawa and Taiwan was Chinese.","Editorial: Sub incident shows China #39;s stripes After days of speculation and a chase by Japanese destroyers and a surveillance plane, it has finally been determined that the understandably submarine that intruded into advertises nagase water between zoom and Taiwan equation Chinese.",0,3,True,249
