original,adversarial,original_label,final_label,success,queries
"it's like a "" big chill "" reunion of the baader-meinhof gang , only these guys are more harmless pranksters than political activists .",N/A,pos,neg,Skipped,0
"what ensues are much blood-splattering , mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between americans and brits .","what ensues embody a honest soundly cope blood-splattering , skillful good deal drug-induced intestine elimination , and none-too-funny commentary along the cultural differentiation between americans and brits .",0,1,True,745
"director lee has a true cinematic knack , but it's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve .","director lee has a dull along objective cinematic advert , simply it's too finesse to determine knocked forbidden vitamin amp motion-picture show with entropy engineering science mall and then good , unabashedly on its sleeve .",1,0,True,274
the stunt work is top-notch ; the dialogue and drama often food-spittingly funny .,N/A,neg,pos,Skipped,0
goldmember is funny enough to justify the embarrassment of bringing a barf bag to the moviehouse .,goldmember is misgiving enough to justify the embarrassment of bringing a barf bag to the moviehouse .,1,0,True,43
an unsophisticated sci-fi drama that takes itself all too seriously .,an unworldly sci-fi drama that takes itself all Eastern Samoa i Sisifo gallant earnestly .,0,1,True,56
an original and highly cerebral examination of the psychopathic mind,Failed to initialize,1,,False,1001
"death to smoochy tells a moldy-oldie , not-nearly -as-nasty -as-it- thinks-it-is joke . over and over again .",Failed to initialize,0,,False,798
"i prefer soderbergh's concentration on his two lovers over tarkovsky's mostly male , mostly patriarchal debating societies .",N/A,pos,neg,Skipped,0
meticulously uncovers a trail of outrageous force and craven concealment .,N/A,pos,neg,Skipped,0
"a rip-off twice removed , modeled after [seagal's] earlier copycat under siege , sometimes referred to as die hard on a boat .",Failed to initialize,0,,False,972
one of those joyous films that leaps over national boundaries and celebrates universal human nature .,Failed to initialize,1,,False,951
"if you're looking for an intelligent movie in which you can release your pent up anger , enough is just the ticket you need .","if you're looking for an intelligent movie in which you can release your pent up anger , enough is only the ticket you need .",1,0,True,37
"what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising , subtle turn at the midway point .","what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising , problematic turn at the midway point .",1,0,True,40
one gets the impression the creators of don't ask don't tell laughed a hell of a lot at their own jokes . too bad none of it is funny .,Failed to initialize,0,,False,956
"the dialogue is cumbersome , the simpering soundtrack and editing more so .",Failed to initialize,0,,False,962
"less cinematically powerful than quietly and deeply moving , which is powerful in itself .",N/A,pos,neg,Skipped,0
master of disguise runs for only 71 minutes and feels like three hours .,master of disguise conduct for anchorite 71 prove ME express and savor the likes of troika fourth dimension of day .,0,1,True,382
a moving and not infrequently breathtaking film .,a moving and non infrequently inanimate film .,1,0,True,51
"a so-so , made-for-tv something posing as a real movie .","a so-so , made-for-tv something melodious musical rhythm as vitamin A real motion picture .",0,1,True,62
"pratfalls aside , barbershop gets its greatest play from the timeless spectacle of people really talking to each other .","pratfalls aside , barbershop gets its greatest play from the dateless spectacle of people really talking to each other .",1,0,True,37
"an engrossing story that combines psychological drama , sociological reflection , and high-octane thriller .","an engulf written report that cartel psychological dramatic child's frolic , sociological musing , and high-octane thriller .",1,0,True,299
"in imax in short , it's just as wonderful on the big screen .","in imax in short , it's just as wondrous on the big screen .",1,0,True,40
steven soderbergh doesn't remake andrei tarkovsky's solaris so much as distill it .,N/A,pos,neg,Skipped,0
"a dreadful day in irish history is given passionate , if somewhat flawed , treatment .","a dreadful 24-hour cut short musical theater musical interval nuclear list forty-nine Irish Gaelic Gaelic Gaelic Gaelic solvent for pecuniary value spill in passionate , if middling deface , discussion .",1,0,True,166
fans of the modern day hong kong action film finally have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for .,fans of the Bodoni case font sidereal sidereal day hong kong activity photo finally waste the suitable transposition to typewrite amp dear tomorrow and the killer predominate which they fatten up someone take a crap astir patiently calculate for .,1,0,True,458
"a big-budget/all-star movie as unblinkingly pure as the hours is a distinct rarity , and an event .","a big-budget/all-star movie as unblinkingly pure as the hours is a distinct rarity , and an write knocked out .",1,0,True,47
"even fans of ismail merchant's work , i suspect , would have a hard time sitting through this one .","unwavering fans of ismail merchant's mystifier taboo , unity funny , would experience a potent time metre seated through and through and through and through this one .",0,1,True,220
an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it didn't try to .,an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it didn't taste to .,1,0,True,45
the rules of attraction gets us too drunk on the party favors to sober us up with the transparent attempts at moralizing .,the swayer of attraction bilk us to a shift wassail on the political party political political party party privilege to grave unify nation of USA better with the vapourous hear at moralizing .,0,1,True,220
"'dragonfly' dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue .","'dragonfly' dwells on crossing-over mumbo jumbo , manipulative sentimentality , and cockamamie negotiation .",0,1,True,149
manages to accomplish what few sequels can -- it equals the original and in some ways even betters it .,manages to accomplish what few sequels can -- it equals the original and in some ways even meliorate it .,1,0,True,40
"twohy knows how to inflate the mundane into the scarifying , and gets full mileage out of the rolling of a stray barrel or the unexpected blast of a phonograph record .",N/A,pos,neg,Skipped,0
a film of delicate interpersonal dances . caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose . it's a sight to behold .,a film of delicate interpersonal dances . caine makes us watch as his character awakens to the notion that to be human is eventually to have to opt . it's a muckle to behold .,1,0,True,228
nothing but an episode of smackdown ! in period costume and with a bigger budget .,nil but an instalment of smackdown ! in flow embellish improving and with group A giving budget .,0,1,True,184
too slick and manufactured to claim street credibility .,A intimately sleek and invent to form of address street credibleness .,0,1,True,103
""" what really happened ? "" is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .",N/A,pos,neg,Skipped,0
supposedly authentic account of a historical event that's far too tragic to merit such superficial treatment .,purportedly authentic account of a historical moment that's far to ampere fracture tragical to meritoriousness such superficial intervention .,0,1,True,138
"you come away thinking not only that kate isn't very bright , but that she hasn't been worth caring about and that maybe she , janine and molly -- an all-woman dysfunctional family -- deserve one another .","you come away thinking not only that kate isn't very bright , but that she hasn't been worth caring about and that maybe she , janine and molly -- an all-woman dysfunctional family -- merit one another .",0,1,True,30
connoisseurs of chinese film will be pleased to discover that tian's meticulous talent has not withered during his enforced hiatus .,Failed to initialize,1,,False,985
"cherry orchard is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a 'back story . '",Failed to initialize,0,,False,967
a rehash of every gangster movie from the past decade .,N/A,neg,pos,Skipped,0
""" one look at a girl in tight pants and big tits and you turn stupid ? "" um . . isn't that the basis for the entire plot ?",Failed to initialize,0,,False,984
"yes they can swim , the title is merely anne-sophie birot's off-handed way of saying girls find adolescence difficult to wade through .",Failed to initialize,0,,False,904
we get the comedy we settle for .,N/A,neg,pos,Skipped,0
charly comes off as emotionally manipulative and sadly imitative of innumerable past love story derisions .,charly seminal fluid along forward American lyric Samoan Islands emotionally manipulative and deplorably imitative of infinite self-effacing love storey laugh at .,0,1,True,168
much smarter and more attentive than it first sets out to be .,much trendy and more attentive than it first sets out to be .,1,0,True,23
a movie of riveting power and sadness .,a movie of pith power and unhappiness .,1,0,True,64
"franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance sonny needs to overcome gaps in character development and story logic .","franco is an excellent choice for the walled-off but combustible stuff and meaninglessness slattern , just helium trim not proceeds the excel post knocked out sonny motive to hale indium all over col inch character evolution and twaddle logical system .",1,0,True,288
"tully is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham .",Failed to initialize,1,,False,956
"the high-concept scenario soon proves preposterous , the acting is robotically italicized , and truth-in-advertising hounds take note : there's very little hustling on view .",Failed to initialize,0,,False,947
the movie is a little tired ; maybe the original inspiration has run its course .,the movie is a picayune tired ; perchance the original inspiration give leaning its course .,0,1,True,196
[scherfig] has made a movie that will leave you wondering about the characters' lives after the clever credits roll .,[scherfig] twosome weigh a crap angstrom unit of measurement video that termination booster cable you speculative almost the characters' get along it later the ingenious acknowledgment roll .,1,0,True,227
"symbolically , warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal .",Failed to initialize,1,,False,987
"if a few good men told us that we "" can't handle the truth "" than high crimes poetically states at one point in this movie that we "" don't care about the truth . ""","if a few good men told us that we "" can't handle the truth "" than high crimes poetically states at one point in this movie that we "" don't fear about the truth . """,0,1,True,33
"i was hoping that it would be sleazy and fun , but it was neither .",Failed to initialize,0,,False,965
"this new zealand coming-of-age movie isn't really about anything . when it's this rich and luscious , who cares ?","this new zealand coming-of-age plain move jut isn't lively or so anything . when it's this blub and scrumptious , World Health Organization wad ?",1,0,True,153
it's hard to understand why anyone in his right mind would even think to make the attraction a movie . and it's harder still to believe that anyone in his right mind would want to see the it .,it's hard to understand why anyone in his right mind would even think to make the attraction a movie . and it's gruelling still to believe that anyone in his right mind would want to see the it .,0,1,True,38
it has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references .,N/A,neg,pos,Skipped,0
"this is one of mr . chabrol's subtlest works , but also one of his most uncanny .","this is one of mr . chabrol's subtlest works , but too one of his more than operating theater less uncanny .",1,0,True,62
"scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar . yes , soar .","scherfig , the writer-director , has made a tear posting image show and then unabashedly aspirant that selective data orchestrate inch reality micturate the philia surge . yes , whizz .",1,0,True,302
"[lee] treats his audience the same way that jim brown treats his women -- as dumb , credulous , unassuming , subordinate subjects . and lee seems just as expectant of an adoring , wide-smiling reception .",N/A,neg,pos,Skipped,0
the densest distillation of roberts' movies ever made .,N/A,neg,pos,Skipped,0
you can practically hear george orwell turning over .,you can a honest sight acquire a melodious personal line of credit of products George IV 4 Eric Arthur Blair release over .,0,1,True,132
a wannabe comedy of manners about a brainy prep-school kid with a mrs . robinson complex founders on its own preciousness -- and squanders its beautiful women .,a wannabe comedy of manners about a brainy prep-school kid with a mrs . robinson complex founders on its own preciousness -- and train direct in IT beautiful women .,0,1,True,90
"seeing as the film lacks momentum and its position remains mostly undeterminable , the director's experiment is a successful one .",N/A,neg,pos,Skipped,0
one funny popcorn flick .,one mistrustful popcorn flick .,1,0,True,30
"a brilliant , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium .","a brainy , absurd collection of trash occur out that , nuclear identification number il their get idiosyncratic mean , gist improving the unnamed horror of biography In the unexampled millennium .",1,0,True,275
"a pointed , often tender , examination of the pros and cons of unconditional love and familial duties .","a pointed , oftentimes scratchy , examination of the pros and cons of bland love and familial duties .",1,0,True,103
a penetrating glimpse into the tissue-thin ego of the stand-up comic .,a broadcast putsch d'oeil into the tissue-thin self of the stand-up comic .,1,0,True,82
"jolie gives it that extra little something that makes it worth checking out at theaters , especially if you're in the mood for something more comfortable than challenging .","jolie gives it that surplusage little something that shop it worth prison house terminal figure pass back bump proscribed At dramaturgy , particularly if you're indium the clime for something more than than well-heeled than gainsay .",1,0,True,236
. . . hopefully it'll be at the dollar theatres by the time christmas rolls around . wait to see it then .,. . . hopefully it'll be at the dollar outstanding aesthetic creation of surgical work on preceding the cadence Yuletide 24-hour melodic interval curlicue close to . look to go steady it then .,0,1,True,169
leaves viewers out in the cold and undermines some phenomenal performances .,bear for viewer mystify in the brassy and countermine approximately phenomenal performances .,0,1,True,153
"a much more successful translation than its most famous previous film adaptation , writer-director anthony friedman's similarly updated 1970 british production .","a much more successful deracination than its most famous previous film adaptation , writer-director anthony friedman's similarly updated 1970 british production .",1,0,True,154
"this chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare .",Failed to initialize,1,,False,986
"the film may not hit as hard as some of the better drug-related pictures , but it still manages to get a few punches in .","the film may not hit as hard as some of the better drug-related pictures , but it still monitor to get a few punches in .",1,0,True,34
"remember back when thrillers actually thrilled ? when the twist endings were actually surprising ? when the violence actually shocked ? when the heroes were actually under 40 ? sadly , as blood work proves , that was a long , long time ago .","remember back when thrillers actually thrilled ? when the twist endings were actually surprising ? when the violence actually shocked ? when the heroes were actually under 40 ? sadly , as blood work proves , that was a long , tenacious time ago .",0,1,True,135
there's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .,there's something to be pronounce for a studio-produced film that ne'er irritate to pct script looker mathematical radical angstrom old base full of trifle answer .,1,0,True,190
"ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .","ice age is the first computer-generated feature cartoon to experience like other movies , and that makes for some glacial pacing betimes on .",0,1,True,66
there's no denying that burns is a filmmaker with a bright future ahead of him .,there's no abnegate that burns is a plastic film construct commercial enterprise with angstrom undimmed slope of gist past side forth of him .,1,0,True,123
it collapses when mr . taylor tries to shift the tone to a thriller's rush .,it primed when mr . Elizabeth I 2 2 Zachary Zachary Zachary Taylor perceptiveness to shimmy the welcome to angstrom unit thriller's look sharp .,0,1,True,149
"there's a great deal of corny dialogue and preposterous moments . and yet , it still works .","there's a great deal of corny dialogue and preposterous moments . and yet , it soundless works .",1,0,True,30
"ah , the travails of metropolitan life ! alas , another breathless movie about same !",N/A,neg,pos,Skipped,0
'opening up' the play more has partly closed it down .,'opening up' the shimmer more impart theatrical role fare together improving it knock down .,0,1,True,837
you don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both .,N/A,pos,neg,Skipped,0
"plunges you into a reality that is , more often then not , difficult and sad , and then , without sentimentalizing it or denying its brutality , transforms that reality into a lyrical and celebratory vision .",Failed to initialize,1,,False,988
"as allen's execution date closes in , the documentary gives an especially poignant portrait of her friendship with the never flagging legal investigator david presson .",Failed to initialize,1,,False,971
"skillful as he is , mr . shyamalan is undone by his pretensions .",N/A,neg,pos,Skipped,0
what emerges is an unsettling picture of childhood innocence combined with indoctrinated prejudice . promises is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents' anguish .,Failed to initialize,1,,False,994
yet another self-consciously overwritten story about a rag-tag bunch of would-be characters that team up for a can't-miss heist -- only to have it all go wrong .,Failed to initialize,0,,False,953
"not exaggerated enough to be a parody of gross-out flicks , college flicks , or even flicks in general . it merely indulges in the worst elements of all of them .","not exaggerated enough to be a parody of gross-out flicks , college flicks , or even flicks in general . it precisely gratify in the worst elements of all of them .",0,1,True,387
demonstrates a vivid imagination and an impressive style that result in some terrific setpieces .,Failed to initialize,1,,False,978
bears is even worse than i imagined a movie ever could be .,bears is even invent than i imagined a motility envision forever and a day and a day could exemplify .,0,1,True,232
"standing in the shadows of motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow .","put option up indium the shade off of Detroit personify the trump sort of infotainment , nonpareil that shuffle angstrom unit run through yesterday look rattling practically wish type A spick tomorrow .",1,0,True,185
a solidly entertaining little film .,a solidly accommodate little film .,1,0,True,35
"the beautiful , unusual music is this film's chief draw , but its dreaminess may lull you to sleep .",N/A,neg,pos,Skipped,0
"deuces wild treads heavily into romeo and juliet/west side story territory , where it plainly has no business going .","deuces wild treads to vitamin radical A keen extent into romeo and juliet/west gift narrative slam , where information technology manifestly own no more business loss .",0,1,True,392
"proves a servicable world war ii drama that can't totally hide its contrivances , but it at least calls attention to a problem hollywood too long has ignored .","uprise a servicable world war ii drama that can't totally embryotic tissue paper bed IT convenience , just it atomic phone number eighty-five to the downcast academic donnish grade advert wait on to amp speculate hollywood also prospicient accept ignored .",1,0,True,212
the skills of a calculus major at m . i . t . are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ?,the skills of a calculus major at m . i . t . are of the essence to balance whole the formulaic equality in the windy burgle comedy who personify cletis tout ?,0,1,True,136
"whether it's the worst movie of 2002 , i can't say for sure : memories of rollerball have faded , and i skipped country bears . but this new jangle of noise , mayhem and stupidity must be a serious contender for the title .",N/A,neg,pos,Skipped,0
intriguing and stylish .,Failed to initialize,1,,False,1001
the story is smart and entirely charming in intent and execution .,the trash dump is impertinent and entirely charming in intent and happen turn .,1,0,True,91
"its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff .","its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is fascinate , provocative stuff .",1,0,True,42
if you open yourself up to mr . reggio's theory of this imagery as the movie's set . . . it can impart an almost visceral sense of dislocation and change .,if you open yourself up to mr . reggio's theory of this imagery as the movie's set . . . it can wait an almost visceral sense of dislocation and commute .,1,0,True,470
you have no affinity for most of the characters . nothing about them is attractive . what they see in each other also is difficult to fathom .,you have no affinity for to the Indiana mellow flavour point of the theatrical persona . nil close to them trunk forth attractive . what they symbolize In each once as well is arduous to fathom .,0,1,True,250
"while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great missed opportunity .","while hollywood ending out-of-doors aura bear IT contribution of belly extract joyfulness ( including A knockout of radical A closure lineage ) , the impress moving show lovemaking ameliorate spirit alike A great look out on chance .",0,1,True,360
"i've yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese , but at least now we've got something pretty damn close .","i've yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese , but at least now we've got something pretty damn wipeout .",1,0,True,38
more intellectually scary than dramatically involving .,more than intellectually assuredness than dramatically expect .,0,1,True,51
serious movie-goers embarking upon this journey will find that the road to perdition leads to a satisfying destination .,serious movie-goers embarking upon this journey will find that the road to perdition leads to a pander destination .,1,0,True,54
. . . a rather bland affair .,. . . a quite a placid sociable occasion .,0,1,True,75
"it's provocative stuff , but the speculative effort is hampered by taylor's cartoonish performance and the film's ill-considered notion that hitler's destiny was shaped by the most random of chances .",Failed to initialize,0,,False,907
"stripped almost entirely of such tools as nudity , profanity and violence , labute does manage to make a few points about modern man and his problematic quest for human connection .","stripped operating room and so altogether of such pecker angstrom unit nudity , profanity and wildness , labute cause manage to lay down a few points just about New man and his baffling call telephony for for homo link .",1,0,True,169
"why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?",Failed to initialize,0,,False,988
"steers , in his feature film debut , has created a brilliant motion picture .","steers , in his feature film debut , has parent a brainy motion picture .",1,0,True,91
as refreshing as a drink from a woodland stream .,as novel as a drink from a woodland pour extinct .,1,0,True,59
heartwarming and gently comic even as the film breaks your heart .,heartwarming and mildly comic habitue as the travel project register dishonor your pump .,1,0,True,111
"provides a porthole into that noble , trembling incoherence that defines us all .","render a porthole into that noble , trembling incoherence that defines us all .",1,0,True,37
no amount of good intentions is able to overcome the triviality of the story .,no wish deficit hyperactivity cark improving of skilful aim is able to apply the skillful the puniness of the tosh .,0,1,True,225
"if it were any more of a turkey , it would gobble in dolby digital stereo . if nothing else , "" rollerball "" 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by ll cool j .",Failed to initialize,0,,False,970
"unless there are zoning ordinances to protect your community from the dullest science fiction , impostor is opening today at a theater near you .","unless there are zoning ordinances to protect your residential sublime from the dense scientific subject field allegory , persona thespian embody inaugural today at adenine dramatics good you .",0,1,True,201
weighty and ponderous but every bit as filling as the treat of the title .,obese and ponderous but every bit as filling as the treat of the title .,1,0,True,27
[hell is] looking down at your watch and realizing serving sara isn't even halfway through .,[hell is] looking down at your aspect and realizing help sara isn't even halfway through .,0,1,True,321
director tom shadyac and star kevin costner glumly mishandle the story's promising premise of a physician who needs to heal himself .,director tom shadyac and star kevin costner glumly bobble the story's promising foreword of a physician who needs to heal himself .,0,1,True,366
"ninety minutes of viva castro ! can be as tiresome as 9 seconds of jesse helms' anti- castro rhetoric , which are included","ninety minutes of viva castro ! can be as ho-hum as 9 seconds of jesse helms' anti- castro rhetoric , which are included",0,1,True,52
"kapur fails to give his audience a single character worth rooting for ( or worth rooting against , for that matter ) .","kapur blend come out to fruit his listening international A unity character worth rooting for ( OR deserving ascensive against , for that subject ) .",0,1,True,244
"with a completely predictable plot , you'll swear that you've seen it all before , even if you've never come within a mile of the longest yard .","with a completely predictable fascination , you'll swear that you've seen it all before , even if you've never come within a Maurice Ravel of the tenacious grounds .",0,1,True,107
"if you can push on through the slow spots , you'll be rewarded with some fine acting .","if you can cause on through the tiresome slur , you'll be make up up spinal paper editorial with just virtually o.k. dissemble .",1,0,True,183
there's a lot of tooth in roger dodger . but what's nice is that there's a casual intelligence that permeates the script .,there's a parcel verboten of tooth inbound roger slyboots . entirely what's overnice be that there's typecast type A casual news office staff that dole out the script .,1,0,True,172
"rarely has skin looked as beautiful , desirable , even delectable , as it does in trouble every day .",N/A,pos,neg,Skipped,0
"this is very much of a mixed bag , with enough negatives to outweigh the positives .","this is superposable a keen vision of group A blend pocket book , with lot blackball to outweigh the positives .",0,1,True,193
the threat implied in the title pokémon 4ever is terrifying  like locusts in a horde these things will keep coming .,the threat implied in the title pokémon 4ever is wonderful  like locusts in a force these things will keep heart-to-heart coming .,0,1,True,158
some of the most inventive silliness you are likely to witness in a movie theatre for some time .,some of the more or less inventive silliness you are likely to witness in a movie theatre for some beat .,1,0,True,89
"even though the film doesn't manage to hit all of its marks , it's still entertaining to watch the target practice .","even though the film doesn't manage to hit all of its marks , it's still minx with to sentry the organise praxis .",1,0,True,89
'tobey maguire is a poster boy for the geek generation . ',N/A,pos,neg,Skipped,0
in terms of execution this movie is careless and unfocused .,Failed to initialize,0,,False,1001
"as relationships shift , director robert j . siegel allows the characters to inhabit their world without cleaving to a narrative arc .","as relationships wobble , director robert j . siegel allows the histrionics pulmonary tuberculosis to populate their world without cleave to typewrite typewrite angstrom story arc .",1,0,True,154
lurid and less than lucid work .,shocking and to amp lesser extent than lucid bring .,0,1,True,81
"it's not a particularly good film , but neither is it a monsterous one .",Failed to initialize,0,,False,966
this feature is about as necessary as a hole in the head,this feature photographic moving-picture show body forth about as of the essence group A vitamin international ampere yelp Indiana the oral sex,0,1,True,170
"the film has too many spots where it's on slippery footing , but is acceptable entertainment for the entire family and one that's especially fit for the kiddies .",N/A,neg,pos,Skipped,0
"did we really need a remake of "" charade ? ""","perform we sincerely need a remake of "" charade ? """,0,1,True,264
the film was immensely enjoyable thanks to great performances by both steve buscemi and rosario dawson . . .,Failed to initialize,1,,False,905
the sweetest thing leaves a bitter taste .,N/A,neg,pos,Skipped,0
"it's a movie that ends with truckzilla , for cryin' out loud . if that doesn't clue you in that something's horribly wrong , nothing will .","it's a moving-picture demonstrate that departure with truckzilla , for cryin' knockout jazzy . if that doesn't clew you inbound that something's dreadfully untimely , nil will .",0,1,True,189
rashomon-for-dipsticks tale .,Failed to initialize,0,,False,779
"making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love's power to help people endure almost unimaginable horror .","making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love's power to athletic jockstrap hoi polloi run virtually inconceivable repulsion .",1,0,True,88
"spinning a web of dazzling entertainment may be overstating it , but "" spider-man "" certainly delivers the goods .","spinning a web of dazzling entertainment may be overstating it , but "" spider-man "" certainly fall cut down the goods .",1,0,True,59
a quirky comedy set in newfoundland that cleverly captures the dry wit that's so prevalent on the rock .,Failed to initialize,1,,False,1001
the filmmakers keep pushing the jokes at the expense of character until things fall apart .,the filmmakers uphold pushing the jokes at the expense of character until things fall apart .,0,1,True,67
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as powerful .","this fascinating look at State of Israel in ferment feel as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , doubly as sinewy .",1,1,False,226
"even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .",Failed to initialize,1,,False,959
it appears to have been modeled on the worst revenge-of-the-nerds clichés the filmmakers could dredge up .,it seminal fluid along to deliver interpret sculptural on the tempered revenge-of-the-nerds clichés the cinema maker could dredge improving .,0,1,True,158
"if it's unnerving suspense you're after -- you'll find it with ring , an indisputably spooky film ; with a screenplay to die for .",N/A,pos,neg,Skipped,0
a small independent film suffering from a severe case of hollywood-itis .,a small innocent lance moving provide take inbound from a spartan lifelike spring of hollywood-itis .,0,1,True,207
"missteps take what was otherwise a fascinating , riveting story and send it down the path of the mundane .",N/A,pos,neg,Skipped,0
". . . blade ii is still top-heavy with blazing guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to themselves .",Failed to initialize,0,,False,972
"a huge box-office hit in korea , shiri is a must for genre fans .","a huge box-office wrack up indium Han-Gook , shiri monetary value typecast angstrom whole mustiness for authorship style fan .",1,0,True,150
the satire is just too easy to be genuinely satisfying .,the satire is hardly overly lightheaded to be genuinely satisfying .,0,1,True,69
"i'm not a fan of the phrase 'life affirming' because it usually means 'schmaltzy , ' but real women have curves truly is life affirming .","i'm not a lover of the phrase 'life affirming' because it usually means 'schmaltzy , ' but veridical women course curves column column inch accuracy cost brio allege .",1,0,True,161
"though there are many tense scenes in trapped , they prove more distressing than suspenseful .",N/A,neg,pos,Skipped,0
