original,adversarial,original_label,final_label,success,queries
"fails in making this character understandable , in getting under her skin , in exploring motivation . . . well before the end , the film grows as dull as its characters , about whose fate it is hard to care .","live on in making this character understandable , in engender under her peel , inward exploring motivation . . . good ahead the goal , the moving picture raise as relent American Samoa its characters , most whose lot it equal intemperate to guardianship .",0,1,True,202
the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not be emphasized enough .,N/A,pos,neg,Skipped,0
a charming and funny story of clashing cultures and a clashing mother/daughter relationship .,a fascinate and funny bank bill paper of clangour cease and typewrite angstrom whole bump around mother/daughter relationship .,1,0,True,233
"it's like a "" big chill "" reunion of the baader-meinhof gang , only these guys are more harmless pranksters than political activists .",N/A,pos,neg,Skipped,0
"what ensues are much blood-splattering , mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between americans and brits .","what ensues symbolize a effective coping blood-splattering , skillful cope drug-induced catgut excretion , and none-too-funny commentary on the cultural speciality between American English English language and brits .",0,1,True,695
"director lee has a true cinematic knack , but it's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve .","director lee has a true cinematic knack , but it's too straight-laced to see a movie with its heart so thoroughly , unabashedly on its sleeve .",1,0,True,244
the stunt work is top-notch ; the dialogue and drama often food-spittingly funny .,N/A,neg,pos,Skipped,0
goldmember is funny enough to justify the embarrassment of bringing a barf bag to the moviehouse .,goldmember is jocund enough to justify the embarrassment of bringing a barf bag to the moviehouse .,1,0,True,36
an unsophisticated sci-fi drama that takes itself all too seriously .,an countryfied sci-fi drama that takes itself all American language Samoa i Sisifo ane Sisifo sheik earnestly .,0,1,True,122
an original and highly cerebral examination of the psychopathic mind,Failed to initialize,1,,False,1001
"death to smoochy tells a moldy-oldie , not-nearly -as-nasty -as-it- thinks-it-is joke . over and over again .","death to smoochy tell a moldy-oldie , not-nearly -as-nasty -as-it- thinks-it-is joke . perfect and over once once again .",0,1,True,275
"i prefer soderbergh's concentration on his two lovers over tarkovsky's mostly male , mostly patriarchal debating societies .",N/A,pos,neg,Skipped,0
meticulously uncovers a trail of outrageous force and craven concealment .,N/A,pos,neg,Skipped,0
"a rip-off twice removed , modeled after [seagal's] earlier copycat under siege , sometimes referred to as die hard on a boat .",Failed to initialize,0,,False,967
one of those joyous films that leaps over national boundaries and celebrates universal human nature .,Failed to initialize,1,,False,947
"if you're looking for an intelligent movie in which you can release your pent up anger , enough is just the ticket you need .","if you're looking for an intelligent movie in which you can release your pent up anger , enough is just the ticket you poorness .",1,0,True,29
"what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising , subtle turn at the midway point .","what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising , pestilent turn at the midway point .",1,0,True,54
one gets the impression the creators of don't ask don't tell laughed a hell of a lot at their own jokes . too bad none of it is funny .,Failed to initialize,0,,False,965
"the dialogue is cumbersome , the simpering soundtrack and editing more so .",Failed to initialize,0,,False,963
"less cinematically powerful than quietly and deeply moving , which is powerful in itself .",N/A,pos,neg,Skipped,0
master of disguise runs for only 71 minutes and feels like three hours .,master of camo thresh for lonesome 71 minutes and experience like three hours .,0,1,True,255
a moving and not infrequently breathtaking film .,a impostor and not infrequently breathtaking film .,1,0,True,43
"a so-so , made-for-tv something posing as a real movie .","a acceptably , made-for-tv something posing as a real movie .",0,1,True,35
"pratfalls aside , barbershop gets its greatest play from the timeless spectacle of people really talking to each other .","pratfalls aside , barbershop gets its greatest play from the dateless spectacle of people really talking to each other .",1,0,True,44
"an engrossing story that combines psychological drama , sociological reflection , and high-octane thriller .",Failed to initialize,1,,False,912
"in imax in short , it's just as wonderful on the big screen .","in imax in short , it's just as yawl on the big screen .",1,0,True,33
steven soderbergh doesn't remake andrei tarkovsky's solaris so much as distill it .,N/A,pos,neg,Skipped,0
"a dreadful day in irish history is given passionate , if somewhat flawed , treatment .","a dreadful day in Irish hoi polloi tidings written report cost tend passionate , if Dylan Thomas More Beaver State to a lesser extent spot , give-and-take .",1,0,True,146
fans of the modern day hong kong action film finally have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for .,fans of the modern day hong kong action film finally lose the suitable successor to a better tomorrow and the killer which they have been patiently waiting for .,1,0,True,132
"a big-budget/all-star movie as unblinkingly pure as the hours is a distinct rarity , and an event .","a big-budget/all-star movie as unblinkingly pure as the threescore bit is type A trenchant low-pitched meanness , and assort in Nursing result .",1,0,True,115
"even fans of ismail merchant's work , i suspect , would have a hard time sitting through this one .","even fans of ismail merchant's work , i suspect , would have a hard beat form through this one .",0,1,True,125
an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it didn't try to .,an rummy drama incur low in the humanity of on the loose clothe pretense and head off terpsichorean indium the middle west that financial support my practice improving hardly because information technology didn't get a line to .,1,0,True,281
the rules of attraction gets us too drunk on the party favors to sober us up with the transparent attempts at moralizing .,the rules of attraction gets us American Samoan Islands fountainhead imbibe along the political political party perquisite to sincere U.S. improving with the crystal clear endeavour astatine moralizing .,0,1,True,235
"'dragonfly' dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue .","'dragonfly' dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy beauty .",0,1,True,262
manages to accomplish what few sequels can -- it equals the original and in some ways even betters it .,bugger off aside to effectual fulfil what few subsequence generate the stop -- data engineering liken the original and In more than operating room less style even bettor it .,1,0,True,207
"twohy knows how to inflate the mundane into the scarifying , and gets full mileage out of the rolling of a stray barrel or the unexpected blast of a phonograph record .",N/A,pos,neg,Skipped,0
a film of delicate interpersonal dances . caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose . it's a sight to behold .,a film of delicate interpersonal dances . caine makes us search on angstrom unit ramp up stop his character backwash to the effectual notion that to body homo make up eventually to spend a penny to blamed pass off knocked out of the wardrobe . it's type A spate to lay eyes on .,1,0,True,347
nothing but an episode of smackdown ! in period costume and with a bigger budget .,nothing but an instalment of smackdown ! in period coiffe improve and with a handsome budget .,0,1,True,214
too slick and manufactured to claim street credibility .,as expert crafty and invent to ballad rubric street credibleness .,0,1,True,104
""" what really happened ? "" is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .",N/A,pos,neg,Skipped,0
supposedly authentic account of a historical event that's far too tragic to merit such superficial treatment .,supposedly authentic account of a historical event that's far vitamin A intimately tragic to meritoriousness such superficial intervention .,0,1,True,63
"you come away thinking not only that kate isn't very bright , but that she hasn't been worth caring about and that maybe she , janine and molly -- an all-woman dysfunctional family -- deserve one another .","you come away trust not only that kate isn't very bright , but that she hasn't been worth caring about and that maybe she , janine and molly -- an all-woman dysfunctional family -- deserve one another .",0,1,True,45
connoisseurs of chinese film will be pleased to discover that tian's meticulous talent has not withered during his enforced hiatus .,Failed to initialize,1,,False,986
"cherry orchard is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a 'back story . '",Failed to initialize,0,,False,960
a rehash of every gangster movie from the past decade .,N/A,neg,pos,Skipped,0
""" one look at a girl in tight pants and big tits and you turn stupid ? "" um . . isn't that the basis for the entire plot ?",Failed to initialize,0,,False,988
"yes they can swim , the title is merely anne-sophie birot's off-handed way of saying girls find adolescence difficult to wade through .",Failed to initialize,0,,False,912
we get the comedy we settle for .,N/A,neg,pos,Skipped,0
charly comes off as emotionally manipulative and sadly imitative of innumerable past love story derisions .,charly comes off as emotionally manipulative and deplorably imitative of innumerable past love story derisions .,0,1,True,41
much smarter and more attentive than it first sets out to be .,much overbold and more attentive than it first sets out to be .,1,0,True,32
a movie of riveting power and sadness .,a movie of pith job concern line plug-in and unhappiness .,1,0,True,88
"franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance sonny needs to overcome gaps in character development and story logic .","cosmopolite Francisco Franco cost an fantabulous selection for the walled-off merely combustible material slattern , just atomic frame devil subprogram non salary the transcendent make bloke expect to overwhelm oxen farm inch character originate and story logical system .",1,0,True,366
"tully is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham .",Failed to initialize,1,,False,947
"the high-concept scenario soon proves preposterous , the acting is robotically italicized , and truth-in-advertising hounds take note : there's very little hustling on view .",Failed to initialize,0,,False,937
the movie is a little tired ; maybe the original inspiration has run its course .,the movie is a little shopworn ; perchance the original inspiration has run its course .,0,1,True,301
[scherfig] has made a movie that will leave you wondering about the characters' lives after the clever credits roll .,[scherfig] has scram in at a motion-picture show that will expiry you wonder just about the characters' live ulterior along the canny acknowledgment ledger entry entry meander .,1,0,True,177
"symbolically , warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal .",Failed to initialize,1,,False,985
"if a few good men told us that we "" can't handle the truth "" than high crimes poetically states at one point in this movie that we "" don't care about the truth . ""","if a few good men told us that we "" can't handle the truth "" than high crimes poetically states at one point in this movie that we "" don't worry about the truth . """,0,1,True,66
"i was hoping that it would be sleazy and fun , but it was neither .",Failed to initialize,0,,False,963
"this new zealand coming-of-age movie isn't really about anything . when it's this rich and luscious , who cares ?","this new zealand coming-of-age movie isn't really about anything . when it's this rich and luscious , who headache ?",1,0,True,46
it's hard to understand why anyone in his right mind would even think to make the attraction a movie . and it's harder still to believe that anyone in his right mind would want to see the it .,it's hard to understand why anyone in his right mind would even think to make the attraction a movie . and it's intemperate still to believe that anyone in his right mind would want to see the it .,0,1,True,41
it has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references .,N/A,neg,pos,Skipped,0
"this is one of mr . chabrol's subtlest works , but also one of his most uncanny .","this is one of mr . chabrol's subtlest works , but excessively one of his most weird .",1,0,True,53
"scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar . yes , soar .","scherfig , the writer-director , has made a film so unabashedly aspirant that it actually large number angstrom building block razzing the pith soar up . yes , soar .",1,0,True,204
"[lee] treats his audience the same way that jim brown treats his women -- as dumb , credulous , unassuming , subordinate subjects . and lee seems just as expectant of an adoring , wide-smiling reception .",N/A,neg,pos,Skipped,0
the densest distillation of roberts' movies ever made .,N/A,neg,pos,Skipped,0
you can practically hear george orwell turning over .,you can a great bring off ensure St. St. George Eric Arthur Blair crick all over .,0,1,True,124
a wannabe comedy of manners about a brainy prep-school kid with a mrs . robinson complex founders on its own preciousness -- and squanders its beautiful women .,a promising funniness of manners about a impertinent antiophthalmic factor amp pip prep-school Kyd with antiophthalmic element Mrs. . Edward Goldenberg Robinson build composite founders along IT possess valuableness -- and squanders its beautiful women .,0,1,True,280
"seeing as the film lacks momentum and its position remains mostly undeterminable , the director's experiment is a successful one .",N/A,neg,pos,Skipped,0
one funny popcorn flick .,one left all over Zea Willie Crataegus laevigata everta thumb .,1,0,True,55
"a brilliant , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium .","a brainy , absurd ingathering of vignettes that , in their own idiosyncratic way , sum up the terra incognita standoff of lifespan atomic phone number 49 the unexampled millennium .",1,0,True,103
"a pointed , often tender , examination of the pros and cons of unconditional love and familial duties .","a butt against , oft lovesome , test of the professional and cons of matt-up make information engineering science delete and genetic duties .",1,0,True,260
a penetrating glimpse into the tissue-thin ego of the stand-up comic .,a fall into place putsch d'oeil into the tissue-thin self-importance of the stand-up comic .,1,0,True,69
"jolie gives it that extra little something that makes it worth checking out at theaters , especially if you're in the mood for something more comfortable than challenging .","jolie gives it that extra petty something that piss it worth checking out at theaters , especially if you're in the mood for something more comfortable than challenging .",1,0,True,308
. . . hopefully it'll be at the dollar theatres by the time christmas rolls around . wait to see it then .,. . . hopefully it'll be at the integrity Pearl Pearl Sydenstricker Buck bill theatre of view of surgical cognitive process past the fourth dimension Noel revolve or thusly . conduct to regard information technology then .,0,1,True,207
leaves viewers out in the cold and undermines some phenomenal performances .,leaves viewers out in the cold and cave some phenomenal performances .,0,1,True,53
"a much more successful translation than its most famous previous film adaptation , writer-director anthony friedman's similarly updated 1970 british production .","a much more successful deracination than its most famous previous film adaptation , writer-director anthony friedman's similarly updated 1970 british production .",1,0,True,96
"this chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare .",Failed to initialize,1,,False,986
"the film may not hit as hard as some of the better drug-related pictures , but it still manages to get a few punches in .","the film may not hit as hard as some of the better drug-related pictures , but it still sputter to get a few punches in .",1,0,True,36
"remember back when thrillers actually thrilled ? when the twist endings were actually surprising ? when the violence actually shocked ? when the heroes were actually under 40 ? sadly , as blood work proves , that was a long , long time ago .","remember back when thrillers actually thrilled ? when the twist endings were actually surprising ? when the violence actually shocked ? when the heroes were actually under 40 ? sadly , as blood work proves , that was a foresightful , long time ago .",0,1,True,88
there's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .,there's something to be state of affair for amp studio-produced pic that ne'er bothers to reach viewers angstrom unit grip to the total of wanton answers .,1,0,True,111
"ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .","ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some arctic stride early on .",0,1,True,83
there's no denying that burns is a filmmaker with a bright future ahead of him .,there's no abnegate that incinerate is a riffle YHWH with antiophthalmic factor lustrous hereafter screen out play of him .,1,0,True,154
it collapses when mr . taylor tries to shift the tone to a thriller's rush .,it dedicate when mr . chairperson of the connect nation chairperson President President Taylor rivet to teddy the flavour to a thriller's thrill .,0,1,True,291
"there's a great deal of corny dialogue and preposterous moments . and yet , it still works .","there's a great deal of corny dialogue and preposterous moments . and yet , it still sour .",1,0,True,46
"ah , the travails of metropolitan life ! alas , another breathless movie about same !",N/A,neg,pos,Skipped,0
'opening up' the play more has partly closed it down .,'opening up' the manoeuvre more than possess contribution acclaim unitedly it down .,0,1,True,303
you don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both .,N/A,pos,neg,Skipped,0
"plunges you into a reality that is , more often then not , difficult and sad , and then , without sentimentalizing it or denying its brutality , transforms that reality into a lyrical and celebratory vision .",Failed to initialize,1,,False,989
"as allen's execution date closes in , the documentary gives an especially poignant portrait of her friendship with the never flagging legal investigator david presson .",Failed to initialize,1,,False,971
"skillful as he is , mr . shyamalan is undone by his pretensions .",N/A,neg,pos,Skipped,0
what emerges is an unsettling picture of childhood innocence combined with indoctrinated prejudice . promises is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents' anguish .,Failed to initialize,1,,False,993
yet another self-consciously overwritten story about a rag-tag bunch of would-be characters that team up for a can't-miss heist -- only to have it all go wrong .,Failed to initialize,0,,False,941
"not exaggerated enough to be a parody of gross-out flicks , college flicks , or even flicks in general . it merely indulges in the worst elements of all of them .","not exaggerated enough to be a parody of gross-out flicks , college flicks , or even flicks in general . it but indulges in the fallacious elements of all of them .",0,1,True,278
demonstrates a vivid imagination and an impressive style that result in some terrific setpieces .,Failed to initialize,1,,False,968
bears is even worse than i imagined a movie ever could be .,bears is even freehand than i imagined a movie ever could be .,0,1,True,45
"standing in the shadows of motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow .","standing in the ghost of motown is the set hat sort of nonsubjective , I that urinate type A run through yesterday feel monovular often tending angstrom unit spick-and-span tomorrow .",1,0,True,215
a solidly entertaining little film .,a solidly contain little film .,1,0,True,47
"the beautiful , unusual music is this film's chief draw , but its dreaminess may lull you to sleep .",N/A,neg,pos,Skipped,0
"deuces wild treads heavily into romeo and juliet/west side story territory , where it plainly has no business going .","deuces wild stride heavily into romeo and juliet/west side story territory , where it plainly has no worry going .",0,1,True,629
"proves a servicable world war ii drama that can't totally hide its contrivances , but it at least calls attention to a problem hollywood too long has ignored .","proves a servicable world warfare ii drama that can't totally cover its contrivances , but it at to the scummy academic academic degree birdcall see to angstrom whole subcontract hollywood too farsighted has neglect .",1,0,True,167
the skills of a calculus major at m . i . t . are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ?,the skills of a calculus holy mankind enshrine can the Apostle the Apostelic Father R. gospel singing harmonise to St. John Roy John Roy Major at MB . iodin . T . embody call for to Libra the residuum unharmed the formulaic equality in the airy heist funniness who is cletis tout ?,0,1,True,314
"whether it's the worst movie of 2002 , i can't say for sure : memories of rollerball have faded , and i skipped country bears . but this new jangle of noise , mayhem and stupidity must be a serious contender for the title .",N/A,neg,pos,Skipped,0
intriguing and stylish .,Failed to initialize,1,,False,1001
the story is smart and entirely charming in intent and execution .,the story is smart and only charming in intent and execution .,1,0,True,65
"its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff .","its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is fascinate , provocative stuff .",1,0,True,60
if you open yourself up to mr . reggio's theory of this imagery as the movie's set . . . it can impart an almost visceral sense of dislocation and change .,if you open yourself up to mr . reggio's theory of this imagery as the movie's set . . . it can give-up the ghostwriter aside Associate in Nursing nearly splanchnic count of hurly burly and change .,1,0,True,312
you have no affinity for most of the characters . nothing about them is attractive . what they see in each other also is difficult to fathom .,you have no affinity for most of the in writing symbolic representation . zip about them follow attractive . what they see in each other as well is hard to fathom .,0,0,False,148
"while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great missed opportunity .","while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up enjoy like a great missed opportunity .",0,1,True,123
"i've yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese , but at least now we've got something pretty damn close .","i've yet to find an actual vietnam war combat movie actually produced by either the indorsement Earl of Guilford mold cubitus room referable Dixieland Annamese , simply astatine to the low academic degree now we've start out something middling damn close .",1,0,True,158
more intellectually scary than dramatically involving .,to a outstanding extent intellectually chilling than dramatically take .,0,1,True,67
serious movie-goers embarking upon this journey will find that the road to perdition leads to a satisfying destination .,serious movie-goers embarking upon this journey will find that the road to perdition leads to a foursquare destination .,1,0,True,32
. . . a rather bland affair .,. . . a all-encompassing of tranquil amour .,0,1,True,62
"it's provocative stuff , but the speculative effort is hampered by taylor's cartoonish performance and the film's ill-considered notion that hitler's destiny was shaped by the most random of chances .",Failed to initialize,0,,False,886
"stripped almost entirely of such tools as nudity , profanity and violence , labute does manage to make a few points about modern man and his problematic quest for human connection .","stripped almost entirely of such tools as nudity , profanity and violence , labute human being activity superintend to crapper typewrite A few distributor dot or so Bodoni font man and his debatable seeking for man association .",1,0,True,181
"why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?",Failed to initialize,0,,False,995
"steers , in his feature film debut , has created a brilliant motion picture .","steers , in his feature clause flick modest appearance , fall back stool up typewrite angstrom unit brainy motion show .",1,0,True,152
as refreshing as a drink from a woodland stream .,as reexamine as a drink from a woodland stream .,1,0,True,23
heartwarming and gently comic even as the film breaks your heart .,heartwarming and mildly comical even as the film give-up the spook your heart .,1,0,True,176
"provides a porthole into that noble , trembling incoherence that defines us all .","run a porthole into that noble , trembling incoherence that defines us all .",1,0,True,39
no amount of good intentions is able to overcome the triviality of the story .,no amount of undecomposed intentions is able-bodied to overcome the triviality of the story .,0,1,True,257
"if it were any more of a turkey , it would gobble in dolby digital stereo . if nothing else , "" rollerball "" 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by ll cool j .",Failed to initialize,0,,False,975
"unless there are zoning ordinances to protect your community from the dullest science fiction , impostor is opening today at a theater near you .","unless there are zoning ordination to protect your community from the dullest acquisition fiction , representation fibre musician live on first of all whole step today at vitamin ampere dramatic art good you .",0,1,True,188
weighty and ponderous but every bit as filling as the treat of the title .,weighty and logarithm but every bit as filling as the treat of the title .,1,0,True,33
[hell is] looking down at your watch and realizing serving sara isn't even halfway through .,[hell is] take care down at your vigil and realizing serving sara isn't link halfway through .,0,0,False,470
director tom shadyac and star kevin costner glumly mishandle the story's promising premise of a physician who needs to heal himself .,director tom shadyac and star kevin costner dourly ball ameliorate the story's brilliant familiarise of a section of Commerce World Health Organization call for to bring around himself .,0,1,True,162
"ninety minutes of viva castro ! can be as tiresome as 9 seconds of jesse helms' anti- castro rhetoric , which are included","ninety minutes of viva Fidel Fidel Fidel Castro Ruz Ruz Ruz ! can buoy embody as irksome every bit Nina from Carolina moment accessory of jesse helms' anti- castro grandiosity , which are included",0,1,True,212
"kapur fails to give his audience a single character worth rooting for ( or worth rooting against , for that matter ) .","kapur lively flash it to hold his audience A unity character worth harmonise refine for ( or merit unwavering pop against , for that subject ) .",0,1,True,249
"with a completely predictable plot , you'll swear that you've seen it all before , even if you've never come within a mile of the longest yard .","with a completely predictable plot , you'll affirm that you've witness it all before , even if you've never come within a ocean international sea mile of the tenacious three-dimensional yard .",0,1,True,104
"if you can push on through the slow spots , you'll be rewarded with some fine acting .","if you can controvert on through the dull role , you'll be have away feebleminded with St. Thomas more than operating room less o.k. play .",1,0,True,185
there's a lot of tooth in roger dodger . but what's nice is that there's a casual intelligence that permeates the script .,there's a lot of tooth in roger dodger . but what's puritanical is that there's a casual intelligence that permeates the script .,1,0,True,40
"rarely has skin looked as beautiful , desirable , even delectable , as it does in trouble every day .",N/A,pos,neg,Skipped,0
"this is very much of a mixed bag , with enough negatives to outweigh the positives .","this is very a outstanding wield of international ampere scuffle pocketbook , with plentifulness blackball to outweigh the positives .",0,1,True,188
the threat implied in the title pokémon 4ever is terrifying  like locusts in a horde these things will keep coming .,the threat implied in the title pokémon 4ever is miraculous  like locusts in a horde these things will uphold coming .,0,1,True,66
some of the most inventive silliness you are likely to witness in a movie theatre for some time .,some of the nigh imaginative silliness you are likely to look in a movie theatre for some time .,1,0,True,86
"even though the film doesn't manage to hit all of its marks , it's still entertaining to watch the target practice .","fifty-fifty though the film doesn't manage to hit all of its marks , it's still forebode up cheeseparing to inventory stock ticker the compute practice session .",1,0,True,114
'tobey maguire is a poster boy for the geek generation . ',N/A,pos,neg,Skipped,0
in terms of execution this movie is careless and unfocused .,Failed to initialize,0,,False,1001
"as relationships shift , director robert j . siegel allows the characters to inhabit their world without cleaving to a narrative arc .","as relationships loot , director robert j . siegel allows the source quotation disk to go their land without adhere to to typewrite A narration bow .",1,0,True,159
lurid and less than lucid work .,shocking and to amp lesser extent than luculent lick .,0,1,True,124
"it's not a particularly good film , but neither is it a monsterous one .",Failed to initialize,0,,False,966
this feature is about as necessary as a hole in the head,this feature of viva communication embody well-nigh as solid significant as international ampere pickle Indiana the head,0,1,True,159
"the film has too many spots where it's on slippery footing , but is acceptable entertainment for the entire family and one that's especially fit for the kiddies .",N/A,neg,pos,Skipped,0
"did we really need a remake of "" charade ? ""","reappearance we really realise a remake of "" charade ? """,0,1,True,76
the film was immensely enjoyable thanks to great performances by both steve buscemi and rosario dawson . . .,Failed to initialize,1,,False,909
the sweetest thing leaves a bitter taste .,N/A,neg,pos,Skipped,0
"it's a movie that ends with truckzilla , for cryin' out loud . if that doesn't clue you in that something's horribly wrong , nothing will .","it's a movie that ends with truckzilla , for cryin' out loud . if that doesn't clue you in that something's dreadfully wrong , nada will .",0,1,True,403
rashomon-for-dipsticks tale .,Failed to initialize,0,,False,752
"making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love's power to help people endure almost unimaginable horror .","making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to aver love's power to help people endure almost unimaginable horror .",1,0,True,56
"spinning a web of dazzling entertainment may be overstating it , but "" spider-man "" certainly delivers the goods .","spinning a web of dazzling entertainment may be overstating it , but "" spider-man "" certainly vend the goods .",1,0,True,36
a quirky comedy set in newfoundland that cleverly captures the dry wit that's so prevalent on the rock .,Failed to initialize,1,,False,1001
the filmmakers keep pushing the jokes at the expense of character until things fall apart .,the filmmakers support pushing the jokes at the expense of character until things fall apart .,0,1,True,86
"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as powerful .","this bewitch look at israel in ferment feels as square off angstrom the in vogue word demo footage from Gaza Strip rifle and , because of randomness engineering bugger off upwardly , well-shaped goldbrick , two-base hit arsenic herculean .",1,0,True,674
"even though we know the outcome , the seesawing of the general's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .","even though we arrange it the final exam answer , the teeterboard of the general's lot atomic routine 49 the argument of contest lawyer pull in the stomach-knotting suspense of vitamin angstrom sound thriller , go the testimonial of line up pay off the motion-picture demo up type A resonant tinge of calamity .",1,0,True,839
it appears to have been modeled on the worst revenge-of-the-nerds clichés the filmmakers could dredge up .,Failed to initialize,0,,False,953
"if it's unnerving suspense you're after -- you'll find it with ring , an indisputably spooky film ; with a screenplay to die for .",N/A,pos,neg,Skipped,0
a small independent film suffering from a severe case of hollywood-itis .,a quality at sovereign cinema fitting from a perfect eccentric person of hollywood-itis .,0,1,True,220
"missteps take what was otherwise a fascinating , riveting story and send it down the path of the mundane .",N/A,pos,neg,Skipped,0
". . . blade ii is still top-heavy with blazing guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to themselves .",Failed to initialize,0,,False,978
"a huge box-office hit in korea , shiri is a must for genre fans .","a huge box-office encroach on inward Han-Gook , shiri make up deoxyadenosine monophosphate mustiness for writing style rooter .",1,0,True,94
the satire is just too easy to be genuinely satisfying .,the satire is just to a demerit swell to Be authentically satisfying .,0,1,True,73
