original,adversarial,original_label,final_label,success,queries
"I had the pleasure of seeing Saltimbanco live before seeing the video version of the show. While nothing can compare to actually being there, the people behind the video did an amazing job of capturing the flavor, the feel, the sensation and so much more. The wonderful performances of Saltimbanco's stunningly amazing troupe are beautifully captured throughout. The video flows as smoothly and artfully as the production itself. A wonderful experience.","I wealthy someone the joy of die Saltimbanco know ahead image the picture reading of the show. While null can compare to inward reality monetary respect there, the citizenry behind the television act Associate inch hold horrendous frolic of trance the flavor, the feel, the sensory staff mother and thence 12 more. The very operation of Saltimbanco's spectacularly terrible company cost attractively assume throughout. The telecasting feed vitamin A swimmingly and disingenuously typewrite axerophthol the product itself. type A howling experience.",1,0,True,854
"Sylvester the cat stowaway upon a ship that Tweety bird happens to be on with his owner Granny. Oh I don't even have enough words to convey how much I disdain both the Tweety and Granny characters. They simply are not funny to me and made this short quite the chore to sit through indeed. Sylvester is a great character on his own, but there's only so much he can do when confronted by the sheer awfulness of that accursed bid and senile old witch of a Granny. This animated short can be found on disc 4 of the Looney Tunes Golden Collection Volume 1 and features an optional commentary by Micheal Barrier.<br /><br />My Grade: D+","Sylvester the cat stowaway upon a embark that Tweety bird spend to be on with his owner Granny. Oh I don't evening have driveway right give voice to film how a sensation treat unity round down both the Tweety and grandmother characters. They good come after non special to Maine and feeling this select fire quite the contrast to ride perform indeed. Sylvester represent character group A great eccentric on his own, lonely there's lonely and so often he tramp return when present away the yaw dreadfulness of that curse adjure and doddery one-time jinx of ampere Granny. This inspire astir short-change fanny be see to it along charismatic saucer quartet of the Looney melodious occupation fortunate accrual vividness wholeness and feature film cinema an optional commentary aside Micheal Barrier.<br /><br />My Grade: D+",0,1,True,1115
"A vehemently cynical, sarcastic and intense film, mocking and imitating the style of Pulp Fiction and stylized gangster films, Thursday is an entertaining, off-putting and hilarious thrill-ride. An amazingly eclectic mix of over-the-top characters and bizarrely entertaining situations, this day-in-the-life of a gunman trying to go straight proves to be a worthy addition to the series of films that attempts to mimic the genius of Tarantino's dark-humored masterpiece Pulp Fiction.<br /><br />Nick (Aaron Eckhardt) stops by Casey's (Thomas Jane) house to catch up on old times. Casey was a former gunman for drug dealers who has since reformed, become an architect, married a successful businesswoman (Paula Marshall), and is now contemplating adopting a child. Nick, who still has ties to the gangster underworld, leaves a briefcase full of drugs at Casey's house while he borrows his car to run a few errands a.k.a. unfinished business. Disgusted and angered by the introduction of drugs into his home, Casey flushes them all down the kitchen sink. That's when, one at a time, Nick's double-crossed accomplices, rapping Rastafarian drug messengers, and crooked cops all come a-knocking for the unsuspecting Casey, who is about to have one unbelievable Thursday.<br /><br />The film opens with a hilarious sequence in a gas station in which Nick is looking for the best deal for a cup of coffee. After pondering which size cup to get, a fiasco breaks out with the cashier when he demands a free snackie cake and uses a $50 bill to pay. Resulting in comically brilliant bloodshed, the situation goes from bad to worse when a cop intervenes and is caught in the most unusual of circumstances. This opening segment establishes the perfect mood for the rest of the film, which never takes itself too seriously and includes outrageous characters that seem self-aware of their own existence in this nonsensical gangster flick.<br /><br />The film is broken into segments based on various events and times during the course of one day. This effect is much like Pulp Fiction, which is a similarly given chapters, although Thursday doesn't mess with chronological order except for the occasional flashback. Also like Tarantino, music magnificently introduces each scene and each character. Oddly humorous creatures, such as the Jamaican hit-man pizza delivery guy that raps over the phone and shares his hashish, and Paulina Porizkova's narcissistic Dallas, who attempts to rape Casey, add humor to each event regardless of how horrifying and unnerving some of the coincidences are. When Mickey Rourke's calmly spine-chilling crooked cop Kasarov is introduced, the careful staging and intricate setup is fully assembled, and Casey's sticky situation becomes even more daring and laudable.<br /><br />Definitely a wannabe Pulp Fiction, with plenty of violence, witty dialogue and extremely creepy antagonists, Thursday does some things right, but other attempts at homage may be going just far enough as to suggest rip-off. A flashback sequence that shows Casey shooting up baddies and sporting a hairstyle that exactly matches John Travolta's do in Pulp Fiction is easily one step too far.<br /><br />- Mike Massie, www.MoviePulse.net","A vehemently cynical, sarcastic and needlelike film, bemock and imitate the deed of conveyance of mush cartridge parable and stylized mobster films, Thursday make up Associate in Nursing entertaining, off-putting and screaming thrill-ride. An amazingly eclectic flux of sinful typewrite and bizarrely nurse situations, this day-in-the-life of vitamin A triggerman decide to go away at once establish to exist adenine suitable addition to the serial publication of move picture that try to dumb show the champion of Tarantino's dark-humored masterpiece cornmeal mush Fiction.<br /><br />Nick (Aaron Eckhardt) legal profession away Casey's (Thomas Jane) planetary house to catch up with astir along former times. Casey constitute vitamin A former gunslinger for dress dose trader who charter indium since reformed, function an architect, married amp successful businesswoman (Paula Marshall), and is directly formulate dramatise a child. Nick, who still sport bond to the gangster underworld, provide amp briefcase good of come drugs astatine Casey's mansion spell he adopt his automobile to linear sport a few errand alias unsheathed business. repel and angered by the origination of drug into his home, Casey rosiness them whole cut down the kitchen sink. That's when, unitary at amp time, Nick's double-crossed accomplices, pinkish Rasta ut drug messengers, and hunched bull entirely originative liquid a-knocking for the unsuspecting Casey, World Health Organization constitute about to take in one improbable Thursday.<br /><br />The see cattle farm out with antiophthalmic factor screaming installment inch a gas post Indiana which pass is wait for for the outdo quite a little for adenine cup of coffee. later on muse which size sleep with cup to get, a slaughter set out kayoed out with the bank building salesclerk when helium need amp absolve snackie banish and the State Department a $50 bill to pay. depart inwards comically smart as a whip bloodshed, the office chubby from bad to faulty when amp nail interfere and embody capture atomic number 49 the virtually strange of circumstances. This orifice section install the perfect mood for the get amp snorkel of the film, which ne'er demand itself excessively gravely and admit usurious type that appear self-conscious of their have existence in this idiotic gangster flick.<br /><br />The motion picture is broken into segment base on several events and fourth dimension during the run of one day. This burden is much like pulp magazine Fiction, which is a similarly afford chapters, although Th doesn't stack with chronological parliamentary law except for the occasional flashback. as well like Tarantino, music magnificently insert each setting and each character. funnily humourous creatures, such as the Jamaican hit-man pizza pie obstetrical delivery make fun that knap over the call up and deal his hashish, and Paulina Porizkova's egotistical Dallas, who attempts to assault Casey, add witticism to each event disregarding of how horrifying and formidable some of the coincidences are. When Paddy Rourke's sedately spine-chilling stooped snitch Kasarov is introduced, the careful shop and intricate apparatus is to the full assembled, and Casey's pasty situation turn eve Sir Thomas More venturous and laudable.<br /><br />Definitely a wannabee flesh Fiction, with plenty of violence, witty duologue and extremely creepy-crawly antagonists, Thursday cause some matter right, but early endeavor at court may be lead scarce Interahamwe plenty as to suggest rip-off. A flashback sequence that express Casey plastic film up villain and sporting a hairstyle that incisively gibe King John Travolta's do in pulp magazine fabrication is easy one whole step overly far.<br /><br />- microphone Massie, www.MoviePulse.net",1,1,False,1516
"This is an absolutely horrid excuse for a show. People say its witty and intelligence? I don't see how? Maybe because the characters use fancy words? Maybe because they are snooty, use dry humor, and have 2 dimensional personalities. I went to an Ivy league school and nobody acted anywhere near as obnoxious as these characters. In fact had I met someone like them I would have likely strangled them! The men act like little emotional pre-teen girls and all the minority characters are based off stereotypes... The characters are no AT ALL AUTHENTIC. Simply put they sound like a trailer park family trying to be rich and sophisticated. This show is just another cookie-cutter hit that brain-dead prime time viewers eat up on a regular basis.",Failed to initialize,0,,False,1001
"What are Forest Whitaker and Clifton Collins Jr. doing in this? Light It Up is a ridiculously melodramatic piece on problems in low income area schools. While the topic is one that needs to be addressed, the film uses every cliche in the genre and comes off as a textbook popcorn flick. The characters are cutouts from the inner city version of The Breakfast Club or even The Faculty. Watch this with your children when they turn 13 or 14. With them, it could be an outlet for a lesson on current social problems. For anyone older, it will be nothing more than something to watch and spit on at 4 in the morning, as I did recently on Bravo. Matter of fact, what was this doing on Bravo?","What present timbre Whitaker and Clifton Collins young experience on Robert Indiana this? Light It up be amp laughably melodramatic patch up along inconvenience inwards go through Indiana the perfect income plain schools. piece the instant adequate single that call for to follow addressed, the moving-picture limn use every sameness Robert Indiana the musical style and plaudits onward equally A whole textual weigh sport Zea Crataegus laevigata everta flick. The off-the-wall substantiate cutout from the intimate metropolis interlingual interpretation of The Breakfast golf spirited ball club or spirit level verboten The Faculty. determine out this with your jolly when they straightaway survive to unyielding XII lock way 14. With them, it could comprise an galvanising receptacle for a good example on pour out stunned mixer problems. For anyone older, it will create astir vigour to a corking extent than than than something to find out and spittle along at quartet in the morning, as unity fulfill lately on Bravo. Matter of fact, what follow this dress on Bravo?",0,1,True,1356
"I admit to being in awe of the Sea and have spent a number of years in the Navy, so I am somewhat biased on this one. I missed this documentary when it first came out but nagged various people to buy me it on DVD this Christmas (2002) and I got it! Some of the film is amazing and I have a lot of respect for those who make these kinds of documentaries, to see 200 ton Blue Whales 'cruising' through the Sea is an incredible sight, they looked like submarines. I like the level of information and facts conveyed through the narration, it is just right, I don't want to know a load of science just some of the basics, to see these things is enough for most people. The BBC has a knack of putting things at the right level for the intended audience.<br /><br />A really great documentary, up there with 'The World at War for' me, the DVD is of excellent quality. If I had a minor criticism it would be some of the obviously added sound effects here and there, I think they detract from some of the scenes. But well done to the BBC and Discovery.","I veritable army of the utter inch to suggestion bound awe of the ocean and industry haggard adenine quantity of old previous age in the Navy, hence i lie in passably diagonal on this one. iodine neglect this documentary when selective info technology number nonpareil supply verboten just cant lecture diverse the fleshy megascopic to taint me information technology on DVD this Christmas (2002) and atomic telephone number 53 salary secondly it! or so of the characterisation unified puzzle and I originate fall extinct of the wardrobe antiophthalmic agent in shell prohibit of value for those humans wellness governing physical structure lie grim inward the mouth drop a cent these associate of documentaries, to moving-picture read devil C gross long ton get downward whale 'cruising' make and serve the ocean pose associate edge nurse howling sight, they cause A bun in the oven the the want of of submarines. nuclear name 53 the like the suave of haphazardness and fact bestow serve the narration, information technology refer comely right, 1 don't want to comprise with deoxyadenosine monophosphate vitiate of scientific submit electron orbit equitable nigh of the basics, to seed across these function constitute enough for just about people. The BBC stick vitamin A remuneration heed of manakin interest at the correctly layer for the have in mind audience.<br /><br />A rattling capital documentary, upwardly on that distributor signal with 'The worldwide at state of warfare for' me, the DVD make up of splendid quality. If ace behave a minor unfavorable judgment information technology would cost close to of the apparently add sound burden Hera and there, I conceive they take away from some of the scenes. But fountainhead suffice to the BBC and Discovery.",1,0,True,1960
"For awhile I was hooked on shows like Ghost Hunters and Destination Truth and stuff, even though I thought they were full of crap I found them interesting and entertaining, and that's why we watch entertainment TV. It's fun to turn off your brain and believe that every shadow caught on camera is not just some shadow, but some insane asylum inmate's tormented spirit or something, so long as you can snap back to the real world later.<br /><br />That being said, enjoying Paranormal State requires more than merely shutting your brain off, it requires you to consume lead in large doses on a regular basis during your childhood, then suffer repeated head trauma, then take up huffing paint in your teens. Then you have to get high/drunk and watch.<br /><br />Paranormal State is beyond the pseudoscience (which I can enjoy with a degree of critical thinking) that you'll find on Ghost Hunters (which I still find to be reasonably interesting and entertaining program), it's pseudo... everything.<br /><br />The show follows the adventures of a group of students from Penn State University (not to be confused with University of Pennsylvania) lead by Ryan Buell as they take it upon themselves to exorcise demons and spirits using ceremonies from whatever religion seems most dramatic at the time (ranging from Catholic exorcisms performed by college coeds to Wiccan spells cast by socially awkward goths, to Native American cleansing rituals. To their credit, these are performed by Native Americans). If you believe in Wicca or you're Catholic or a follower of a traditional Native American religions, I think you'd want their cleansing rituals performed by someone who... isn't a maladjusted college student with some free time. I don't remember the scene in the exorcist where the priests threw up their hands and said ""it's no use! Call up an after school club from the state college. This one is too much for us. They've probably read the Wikipedia article on exorcisms."" The show is frankly insulting to the intelligence to the viewer. The show's opening title sequence has Ryan talking about PRS (the Paranormal Research Society), saying that when he came to Penn State (notice you don't see any shows where the host says the same thing, but instead of Penn State he says ""When I came to MIT"" or ""After I got my theoretical physics degree..."") he found other people with similar interest in the paranormal. He says they are sometimes ""warriors."" I remember when I used to pretend I was a warrior and I fought ghosts. I was six. Then the emotionless Ryan brings out the flamboyant and obnoxious Chip Coffey, who pretends to go into trances and become possessed by cussing at the cast. Awesome. I thought people had learned some sense about how ridiculous the idea of psychics and mediums is after ""Crossing Over"" went off the air. The show takes itself way too seriously, as this small group of societal misfits pretends they are battling against some ancient, cosmic evil. Production values are low, stories are boring, and, unlike Ghost Hunters, which will occasionally catch something anomalous (although likely explainable, but interesting nonetheless) on their equipment, PS requires you to believe that the noises and creaks that they hear are evidence of demons, ghouls, and possibly leprechauns. The only thing scary about this show is that there are people out there that take it seriously. The only thing paranormal about it is that the people on it are able to make each episode while keeping a straight face.<br /><br />Call me jaded, but I feel like the great mysteries of the universe and the afterlife are too great to be solved in a half-hour TV show by a journalism undergrad at a state school.<br /><br />All that being said, I highly recommend that everyone watch this show at least once, if for no other reason than the sheer entertainment derived from watching a truly terrible movie or TV show. Or you can make a drinking game out of it. I think the second would be preferable.","For for a piece ane Evergreen State hooked along evince comparable spook track down watch and destination Sojourner Truth and stuff, eve though iodine thought they be tally of stool unity observation them take and entertaining, and that's why we get wind entertainment TV. It's sport to grow hit your pass and think that every phantom bewitch on tv camera embody non just some shadow, but about insane psychiatric infirmary inmate's anguished seem Beaver State something, and so long A you fanny photograph grit to the real humanity later.<br /><br />That substantiate said, jazz paranormal section of res publica necessitate more than only conclusion your psyche off, it requires you to take moderate inward large doses on deoxyadenosine monophosphate authentic foot up during your childhood, and thusly suffer reprise psyche trauma, then show improving puff blusher in your teens. Then you eat to beat high/drunk and watch.<br /><br />Paranormal say section represent beyond the pseudoscience (which I tin can love with deoxyadenosine monophosphate pedantic grade of decisive thinking) that you'll notice on haunt huntsman (which atomic number 53 even so hold to constitute passably vex and toy dog with program), it's pseudo... everything.<br /><br />The usher upwards lead later on the escapade of ampere group of student from University of Pennsylvania express University (not to embody discombobulate with University of Pennsylvania) turn past Ryan Buell as they acquire it upon themselves to exorcise get at and intent using ceremonial from whatever religious belief spirit most striking at the clock time (ranging from Catholic exorcism performed by college coeds to glamour charm tramp by socially uneasy goths, to aboriginal American lyric cleansing rituals. To their credit, these be do by indigen Americans). If you conceive inwards Wicca or you're Catholic or a follower of a traditional indigene American language religions, I recall you'd lack their clean ritual do by soul who... isn't a disturbed college pupil with some costless time. I don't call up the scene in the exorciser where the non-Christian priest threw up their pass on and suppose ""it's no use! cry up an after cultivate cabaret from the res publica college. This one is also a keen deal for us. They've in all likelihood read the Wikipedia clause on exorcisms."" The bear witness is honestly affront to the intelligence activity to the viewer. The show's first step title chronological sequence birth Ryan mouth about Pr (the extrasensory inquiry Society), articulate that when he came to Pennsylvania State (notice you don't see any indicate where the master of ceremonies understand the Lapplander thing, but or else of University of Pennsylvania express he says ""When I came to MIT"" or ""After I got my theoretic purgative degree..."") he see early the great unwashed with interchangeable interest in the paranormal. He says they constitute sometimes ""warriors."" I commemorate when I apply to feign I live a warrior and I crusade ghosts. I equal six. and so the emotionless Ryan get out the flame tree and objectionable chip off Coffey, who make believe to go into enchantment and go have by cuss at the cast. Awesome. I call back mass deliver see some mother wit about how cockeyed the estimation of psychics and medium is after ""Crossing Over"" function off the air. The record select itself agency also seriously, as this humble radical of societal misfit dissemble they cost battling against some ancient, cosmic evil. output rate personify low, narration cost boring, and, unlike shade Hunters, which will now and again overhear something anomalous (although likely explainable, but matter to nonetheless) on their equipment, PS expect you to conceive that the resound and creaking that they listen comprise evidence of demons, ghouls, and maybe leprechauns. The solely affair scary about this bear witness is that in that location are mass out there that aim it seriously. The simply affair extrasensory about it is that the multitude on it embody able to make each instalment while holding a uncoiled face.<br /><br />Call me jaded, but I tactile property like the large secret of the macrocosm and the hereafter live excessively swell to be work out in a 30 minutes TV show up by a news media undergraduate at a tell school.<br /><br />All that comprise said, I extremely commend that everyone check this record at to the lowest degree once, if for no other ground than the sheer amusement gain from ascertain a rightfully terrible motion picture or TV show. Or you can crap a toast plot out of it. I think the 2nd would be preferable.",0,0,False,2284
"I watched this movie at the first showing available in my area, and it was quite clear that most people didn't get the movie. Even if you don't, it's a good movie with some interesting character development. It is a thoroughly human story about some very imperfect people in a backwoods southern town, and really speaks to the root of the blues. If you don't know what the ""Black Snake Moan"" is by the time you leave the theater, you didn't get it. And no.. it's not just a song. Christina Ricci does a great job and is thoroughly convincing in her role, as is Samuel L Jackson. I think this is his best performance since his role in Pulp Fiction, and probably his best including that because of the range of his character in BSM. The rest of the cast is solid, with a few shining performances here and there, particularly John Cothran Jr as Reverend R. L.. I'm a very selective movie watcher, and this film honestly rates among my favorites because of its candid look at race, sex, religion and neurosis in a rural southern town, along with its cinematic genius, in my opinion.","I grimace along this motion-picture grounds nuclear routine lxxxv the bulge clock disk functional in my area, and information technology exist kinda adenosine monophosphate sporting that nearly heap didn't bring forth the movie. even if you don't, it's a just image with Thomas More or less maintenance freakish development. selective information engineering nuclear turn quaternion A building block thoroughly human being relieve upwards approach simply virtually indistinguishable imperfect tense reach masses atomic add together il vitamin axerophthol choke up pose blue Dixie wind town, and truly channelise to the root of the blues. If you don't hardened upwards lie with what the ""Black ophidian Moan"" equal deviation the crop you chap along the theater, you didn't female parent it. And no.. it's non hardly deoxyadenosine monophosphate song. Christina Ricci convey sour deoxyadenosine monophosphate not disqualify call in personal pipeline of mention and agnise upwardly soundly convince indium her role, adenosine monophosphate experience Samuel litre Jackson. I cry improving this be his suppose populace telecasting expose since his hire in mush Fiction, and probably his safe take that because of the tout of his timbre In BSM. The rest of the push up beat remove represent solid, with vitamin A few shine cognitive treat hither and there, particularly toilet Cothran Junior as clergyman R. L.. I'm adenine fabric selective riff watcher, and this picture palace candidly forfeiture forward among my deary because of its wienerwurst await at race, sex, devise religious belief and neuroticism in a rural southerly town, along with its cinematic genius, in my opinion.",1,0,True,1962
"This is a good family movie with a few laughs. I wish it didn't have too much of the school stuff like the bully in it to fill the movie up. Also, it seems a little too easy to save a piece of land from being built. I mean, the it just flowed too easily. It does make you aware of the wildlife. It had a cute way of introducing the piece of land which the fast runner but a little too slow for me. A little too hokey for me and it reminded me of going back to school. Oh, the DVD is chock full of goodies so don't miss out. 7 out of 10 for the movie 10 out 10 for the DVD with the extras that is well worth to watch. Well worth your time to see this!","This is a unattackable family depiction with a few laughs. I involve it didn't possess to antiophthalmic agentive role geological fault loads of the arise squeeze and nonsense like the swagger in information engineering to assemble the moving-picture portray up. Also, information engine room inspirit deoxyadenosine monophosphate gabble too fountainhead to ransom money money deoxyadenosine monophosphate musical comedy paternity of state from being built. 1 mean, the information engineering just target also easily. data point technology part of push turd H2O render you aware of the wildlife. entropy organize hurt chemical radical amp want theatrical of premise the tour of earth which the depend contrabandist only type chemical group A manufactory close to every routine considerably dull for me. deoxyadenosine monophosphate mutter excessively maudlin for me and information applied science control inspire Pine Tree State of function stakes on inadequate backward to school. Oh, the DVD atomic number 4 Cuban sandwich gormandise of nice and so don't have out. VII prohibited of decade for the depiction X kayoed ten for the videodisk with the fizgig postman that cost well worth to watch. Well deserving your meter to visit this!",1,0,True,1317
"I love movies in this genre. Beautiful girls, toilet humor, gratuitous nudity. So why didn't I like this movie? No movie like this should add even the slightest confusion to the plot. Who's who, where is the money, it's not SE7EN, just make me laugh. Maybe it's me, but i never felt this frustrated watching American Pie movies or any other more modern National Lampoon's movies. This movie has no flow that keeps me smiling, waiting for what's next. Instead, I find myself stopping to think, ""Why did they keep that scene?"" I do not recommend this movie. If you are expecting Van Wilder, think again. The only fun I had watching this movie was guessing what movies the actors were in when they were kids. 2/10 generously.","I make love life picture depict in this genre. Beautiful girls, tail end humor, release nudity. sol wherefore didn't ace alike this movie? No motion-picture show alike this should sum however out the frail mental confusion to the plot. Who's who, where toll the money, it's not SE7EN, but standoff me laugh. by chance it's me, only single never business about this transparentness keep an affectionateness along American lyrical slope Proto-Indo European run vulnerability OR whatever former to ampere dash extent innovative inner Lampoon's movies. This cinema convey no period that entertain Pine Tree State smiling, seem for what's next. Instead, ace notice myself stopping point to think, ""Why do they standpoint that scene?"" unity dress non call up this movie. If you touch bear train Wilder, phone back again. The lonely playfulness super make hold an eye on this motion picture was cogitate what picture the actors follow in when they cost kids. 2/10 generously.",0,1,True,1170
"Death Camp Opera: Right Here, Right Now!<br /><br />Ten years ago, I read that a very special movie had been directed about the polarization of our society. A certain Peter Watkins was the author. His picture was acted by some non-professional actors, citizens like you and me and others. The violence of the atmosphere was described as extremely realistic. Was it a movie, a documentary? Both actually.<br /><br />Over the years, I realized how hard it was to find it. Maybe I would, by coincidence? Anyway, it's yet an old story. I saw it a short while ago. Totally impressing. My very favourite peace of art: Punishment Park is its name. I love this ""docu-fiction"", this ""truecastmovie"", this ""realityshowfictionnal"", what ever. After all the shock movies I saw, I reach the best with this strong and intense cinematography'experience. I found a masterpiece. There is enough on the net to know many things about the movie. It is even to buy on DVD, with additional stuff. The only words I want to add is about my own experience with this film. I can only trust such a sincere and engaged peace of art about people and for people, those who direct, act or watch. A cinema which is simply a real human experience within an art adventure or the opposite. <br /><br />So, I'm not talking about all the 'mucs' we can see on TV, especially the 'real'shity-show' whom the concepts of people playing them-selves are interesting, but used in a stupid and perverse way. In Punishment Park, we can see some real individuals living as they are. We only put them in a very specific context, with a few lines to follow, and we let them be what they want to be. It's a kind of therapy, a way of 'individuation' for those inside the movie and also for the active spectators in front of screens. Then, to end, the director's touch edits a short and sweet apocalypse movie, a desperate scream, a 'Death Camp Opera', where some folks are on the run after virulent trials. Punishment Park is for those who want to grow. See this film and have the opportunity to choose your own morality. Grow up and harmonize yourself with it! If you can feel it! If you can see it!! In my case, Punishment Park is stuck in me for ever, with all my love, consciousness and will.","fail Camp Opera: correct Here, right Now!<br /><br />Ten long clock ago, nuclear cypher 53 study that amp actually surplus picture evidence receive point scout near the polarisation of our society. A seal Simon peter Watkins Capital the author. His fantasy institute figure apart approximately non-professional actors, citizen tally you and me and others. The violence of the atmospheric ground cost populace figure angstrom extremely realistic. body information organize a movie, A documentary? Both actually.<br /><br />Over the years, I make how emit it institute to determine it. possibly I would, by coincidence? Anyway, it's hence far Associate in hold erstwhile story. I hear information technology vitamin amp suddenly write ago. totally impressing. My identical pet humans certification of art: punishment expectedness cost its name. one pricy this ""docu-fiction"", this ""truecastmovie"", this ""realityshowfictionnal"", what ever. later whole the lump over pic one saw, iodin decease to the practiced with this firm and acuate cinematography'experience. nuclear number 53 regulating oneself deoxyadenosine monophosphate masterpiece. indium that placement make improving enough along the empower to love many involvement close the movie. information engineering make up even to takings along DVD, with pointless stuff. The simply dustup iodin lack to counting take on nearly my own bouncing with this film. ace can only money loge such ampere dear and engaged peace of esthetic existence nigh mob and for people, those human beings Health establishment direct, make water Oregon watch. vitamin amp Book telecasting castling which sleep with simply A actual man constitute rive IN inside an esthetic merchandise bet surgical function the opposite. <br /><br />So, I'm not oral cavity more or less altogether the 'mucs' we throne figure along TV, specially the 'real'shity-show' whom the concept of mickle converge them-selves mate interesting, only when economic consumption inward vitamin A wretched Fish and perverted way. nuclear number 49 penalisation Park, we can interpret manoeuvre theater of operations so material person audacious stunned adenine they are. We whole rank them nuclear act forty-nine vitamin deoxyadenosine monophosphate superposable fussy context, with A few argument to follow, and we indorsement them atomic number 4 what they indirect necessitate to be. It's adenylic acrid good-humoured of therapy, vitamin adenine excogitate of 'individuation' for those nuclear add up il hoist of seem the hitch and besides for the active spectator inwards nominal mind of screens. Then, to end, the director's cutaneous senses sense sensational scheme delete deoxyadenosine monophosphate suddenly and sweet-scented show Holy Writ of Scripture of revealing movie, antiophthalmic factor desperate scream, deoxyadenosine monophosphate completely 'Death ingroup Opera', where roughly family line go on the gyp ulterior shrilly trials. punishment machine park be for those worldly concern wellness system privation to grow. stop this formative take and possess make the chance to plectrum prohibited your own morality. raise upwards and fit in yourself with it! If you bathroom inflect it! If you give notice collar it!! In my case, penalization parking area is stay in me for ever, with all my love, awareness and will.",1,0,True,3621
This movie has everything typical horror movies lack. Although some things are far fetched we are dealing with quality snow man engineers. The only preview i can reveal is that i cant wait for Jackzilla. Dare i say oscar winner. This is a perfect date movie. I advise all men for a nice romantic surprise see this movie with that special person.,This word-painting cause everything distinctive horror word-painting evidence lack. Although approximately liaison equal joint States fixture United States Army for the vindicate of Ruanda arrest we peppy cut through with tonus bungle islet of humans engineers. The plainly prevue atomic numerical 53 stool fire add out map that one slang look for Jackzilla. constitute bold fount I differentiate Academy awarding winner. This cost deoxyadenosine monophosphate mouth go bad unfluctuating hirer movie. 1 sacrifice observe all mankind for a overnice wild-eyed surprisal interpret this pic with that limited person.,1,0,True,698
"The real surprise of this effortlessly lightweight movie is how such a top notch cast got assembled for what is nothing more than a hammy uninspiring affair. Presumably it was a proverbial snowball rolling down a hill gathering pace and size and shape. One can imagine that by the time Miranda Richardson got contacted by her agent, the conversation went along the lines of: 'Do you want to shoot a movie in Dublin scripted by Neil Jordan? Michael Caine and Michael Gambon are already in!' This is a dull 'comedy' that sees Michael Caine and Dylan Moran try and pull off a well-planned hustle where Moran must imitate a London gangland boss (whose arrival is imminent) to collect a sizeable sum of cash from local kingpin Michael Gambon. The rest is simply a forgettable romp that is thankfully over quite quickly. Moran is mildly amusing in places but on this evidence is better suited to life on the small screen in hit comedies such as Black Books. Caine is unchallenged in his role and gives a steady performance without being overstretched. One can only imagine what made him sign up for this movie - it can't even have been a summer in Dublin given that many of the scenes look positively autumnal in the background. Gambon actually steals the show, and anyone who has caught some of his performances in the likes of Have I Got News For You will know that he is a wonderfully funny man. But overall the result is disappointing, and it seems a lifetime ago that Neil Jordan was making quality movies of the likes of Mona Lisa.","The real surprise of this effortlessly lightweight moving movie embody how such angstrom transcend draw spew stimulate interchange for what lively code Sir Thomas More than a hammy uninspiring affair. presumptively it toy a proverbial sweetly grit verbena roam down deoxyadenosine monophosphate pitcher's J. J. pitcher's mound roll up plaza and sizing and shape. wholeness give find think that forth the puzzle Miranda Richardson break attain aside her agent, the conversation popular hit on the pinch of: 'Do you loss to snap amp pic point Indiana Irish ceiling frame outside Neil Jordan? Michael Caine and Michael Gambon equal already in!' This survive vitamin A slow down 'comedy' that learn Michael Caine and Bob Dylan Moran make and appeal score a well-planned trust spirited where Moran must affect A Washington of the joined realm organised crime foreman (whose arrival equal imminent) to hive up character A straighten out telephone come of money of difficult cash from topical anesthetic kingbolt Michael Gambon. The clip prohibited monetary appreciate lone angstrom unit unit forgettable walkaway that survey thankfully give notice sooner quickly. Moran win mildly suspicious atomic count 49 ley but along this prove live quick obtain to life along the humble variety Indianan nation culture shine forth comedy such quality eccentric adenine pitch blackness Books. Caine bodied unquestioned Henry Martyn Robert IN his utilization and stretch deoxyadenosine monophosphate calmness show into process without cosmos overstretched. star typeset astir astir alone suppose what melodious musical score him subscribe to to upwards for this fire pictorial matter exhibit - information technology can't unwavering pass birth go a summer in Dublin yield that many of the facial scene voice positively autumnal Indiana the background. Gambon Indiana realism slip the show, and anyone who stimulate get around of his execution in the financial aid of absorb ace ingest word record For You will love that He exist a superbly funny story man. But overall the issue is disappointing, and it look a lifetime ago that Neil Jordan River Evergreen State making lineament moving-picture show of the wish of Mona Lisa.",0,1,True,2827
