original,adversarial,original_label,final_label,success,queries
"pratfalls aside , barbershop gets its greatest play from the timeless spectacle of people really talking to each other .","foul up digression , barbershop make puzzle IT fashion plate dally from the dateless spectacle of the peachy uncouth really lallation tabu to apiece former .",1,0,True,186
"an engrossing story that combines psychological drama , sociological reflection , and high-octane thriller .","an gild in tidings news show picture drop a line report that chemical compound psychological dramatic make for , sociological mirror image , and high-voltage thriller .",1,0,True,444
"in imax in short , it's just as wonderful on the big screen .","in imax in short , it's just as peppy on the turgid mental mental block verboten .",1,0,True,70
steven soderbergh doesn't remake andrei tarkovsky's solaris so much as distill it .,N/A,pos,neg,Skipped,0
"a dreadful day in irish history is given passionate , if somewhat flawed , treatment .","a awfully day in irish indite account is off-key over passionate , if average blob , interpellation .",1,0,True,136
fans of the modern day hong kong action film finally have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for .,rooter of the modernistic solar hateful solar daytime hong kong sue film last license the become put back to angstrom right tomorrow and the killer which they payoff chromatography column column inch cost patiently detention off for .,1,0,True,264
"a big-budget/all-star movie as unblinkingly pure as the hours is a distinct rarity , and an event .","a big-budget/all-star image seem typecast group ampere unblinkingly utter angstrom ramp up lug the sixty minute do up vitamin vitamin A trenchant ending , and an case .",1,0,True,215
"even fans of ismail merchant's work , i suspect , would have a hard time sitting through this one .","withal winnowing of ismail merchant's mould , i good narrative , would fertile individual radical A whole unwaveringly cadency strength close to through and through this one .",0,1,True,212
an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it didn't try to .,an uneven dramatic play plan atomic telephone number 49 the land of adumbrate enclothe manikin and patty dancers atomic bit 49 the halfway imputable imputable due west that hold my inconvenience just because information technology didn't strain to .,1,0,True,294
the rules of attraction gets us too drunk on the party favors to sober us up with the transparent attempts at moralizing .,the club of attraction gets us American Independent State of Samoan Islands skillful love along the beau monde perk to sombre U.S. astir with the see-through strive At sermonise .,0,1,True,238
"'dragonfly' dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue .","'dragonfly' dwells on crossing-over mumbo jumbo , manipulative sentimentality , and cockamamie negotiation .",0,1,True,57
manages to accomplish what few sequels can -- it equals the original and in some ways even betters it .,negociate to play extinct what few sequel rump -- selective info engineer partake the hold in written subject and indium just almost board even bettor it .,1,0,True,228
"twohy knows how to inflate the mundane into the scarifying , and gets full mileage out of the rolling of a stray barrel or the unexpected blast of a phonograph record .",N/A,pos,neg,Skipped,0
a film of delicate interpersonal dances . caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose . it's a sight to behold .,a film of delicate interpersonal terpsichore . caine gain priming cake atomic identification number xcii sentry post arsenous oxide his agency usage ejaculate out snappy to the whimsey that to feign about gentleman's valet First State chambre name eventually to feature to happen flaw out . it's amp muss to lay eyes on .,1,0,True,333
nothing but an episode of smackdown ! in period costume and with a bigger budget .,nothing but an instalment of smackdown ! in flow embellish improving and with a great budget .,0,1,True,115
too slick and manufactured to claim street credibility .,alike slick and invent to claim street credibility .,0,1,True,56
""" what really happened ? "" is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .",N/A,pos,neg,Skipped,0
supposedly authentic account of a historical event that's far too tragic to merit such superficial treatment .,supposedly authentic account of a historical event that's far vitamin A intimately tragical to meritoriousness such picayune advocate .,0,1,True,125
"you come away thinking not only that kate isn't very bright , but that she hasn't been worth caring about and that maybe she , janine and molly -- an all-woman dysfunctional family -- deserve one another .","you come inward by trustingness not lonely that kate isn't material call , but that she hasn't feel deserving wish most and that perchance she , janine and mollie -- Associate in Nursing all-woman nonadaptive fellowship -- deservingness unrivalled another .",0,1,True,281
connoisseurs of chinese film will be pleased to discover that tian's meticulous talent has not withered during his enforced hiatus .,cognoscente of Formosan render will be dandy of to add up across that tian's punctilious scrub up endowment stock computer memory diddly-squat become non wizen during his implement hiatus .,1,0,True,232
"cherry orchard is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a 'back story . '",Failed to initialize,0,,False,1001
a rehash of every gangster movie from the past decade .,N/A,neg,pos,Skipped,0
""" one look at a girl in tight pants and big tits and you turn stupid ? "" um . . isn't that the basis for the entire plot ?",Failed to initialize,0,,False,1001
"yes they can swim , the title is merely anne-sophie birot's off-handed way of saying girls find adolescence difficult to wade through .","yes they can swim , the title of award present good anne-sophie birot's off-handed veracious burnished of articulate female person individual nestling experience adolescence yobbo to Virginia Wade through .",0,1,True,333
we get the comedy we settle for .,N/A,neg,pos,Skipped,0
charly comes off as emotionally manipulative and sadly imitative of innumerable past love story derisions .,charly comes off as emotionally manipulative and deplorably imitative of innumerable past love story derisions .,0,1,True,89
much smarter and more attentive than it first sets out to be .,much impertinent and to ampere uppercase extent serious-minded than information technology downcast cogwheel drop dead under out to be .,1,0,True,132
a movie of riveting power and sadness .,a dubiousness limn of shopping condense gloat businessman and sadness .,1,0,True,121
"franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance sonny needs to overcome gaps in character development and story logic .","entire general General ALT Caudillo subsist an first-class plunk for the walled-off just combustible fabric stuff wheeler dealer , just atomic build deuce exert non take up the outdo function blighter bear to overmaster snag up in character underdeveloped and fib logic .",1,0,True,394
"tully is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham .","tully is worth a wager for its dead on direct to liveliness mention full stop , randomness engineering huffy behave , IT undecorated picture of rural brio and the plaguey file of first-timer hilary Brummagem .",1,0,True,575
"the high-concept scenario soon proves preposterous , the acting is robotically italicized , and truth-in-advertising hounds take note : there's very little hustling on view .",Failed to initialize,0,,False,1001
the movie is a little tired ; maybe the original inspiration has run its course .,the moving-picture express alive group A footling jade verdancy ; by take aim ampere chance the overcome divine guidance affluent person acquire add together its course .,0,1,True,216
[scherfig] has made a movie that will leave you wondering about the characters' lives after the clever credits roll .,[scherfig] nascency cast downcast pile typewrite angstrom whole fictile motion-picture show that leave ensue you oppugn barely just about the characters' make up after the cunning deferred payment malarkey .,1,0,True,240
"symbolically , warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal .",Failed to initialize,1,,False,1001
"if a few good men told us that we "" can't handle the truth "" than high crimes poetically states at one point in this movie that we "" don't care about the truth . ""","if a few honorable humanity told us that we "" can't plow the Sojourner the true "" than inwards high gear flavor shepherd's crook offense poetically secure atomic number 85 I pointedness Indiana this motion-picture bear witness that we "" don't rouse most the true statement . """,0,0,False,176
"i was hoping that it would be sleazy and fun , but it was neither .",Failed to initialize,0,,False,1001
"this new zealand coming-of-age movie isn't really about anything . when it's this rich and luscious , who cares ?","this unexampled zealand coming-of-age unravel flick isn't genuine or so anything . when it's this fill out up and toothsome , Earth Health Organization charge ?",1,0,True,154
it's hard to understand why anyone in his right mind would even think to make the attraction a movie . and it's harder still to believe that anyone in his right mind would want to see the it .,it's warm to understand why anyone in his suppurate creative creative creative creative thinker would fifty-fifty believe to ballad fight down rap the attractive guide in a motion-picture stand witness . and it's laborious simpleness to conceptualise that anyone inbound his powerful creative heed would inadequacy to watch the it .,0,1,True,307
it has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references .,N/A,neg,pos,Skipped,0
"this is one of mr . chabrol's subtlest works , but also one of his most uncanny .","this is one of mr . chabrol's problematic works , but too one of his to the high-pitched degree uncanny .",1,0,True,59
"scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar . yes , soar .","scherfig , the writer-director , time of sidereal 24-hour interval lean list type A ramp up obturate charter consequently unabashedly desirous that information orchestrate really start A crap the rawness scend . yes , sailplane .",1,0,True,229
"[lee] treats his audience the same way that jim brown treats his women -- as dumb , credulous , unassuming , subordinate subjects . and lee seems just as expectant of an adoring , wide-smiling reception .",N/A,neg,pos,Skipped,0
the densest distillation of roberts' movies ever made .,N/A,neg,pos,Skipped,0
you can practically hear george orwell turning over .,you can a exquisite deal hear enshrine George II Eric Arthur Blair twist o'er .,0,1,True,121
a wannabe comedy of manners about a brainy prep-school kid with a mrs . robinson complex founders on its own preciousness -- and squanders its beautiful women .,a vivid comedy of manners about a bright prep-school youngster with a Mr . Lennox Esme Stuart Lennox Robert Robinson coordination compound instauration make for forward along information applied science ain invaluableness -- and product its beautiful charwoman .,0,1,True,224
"seeing as the film lacks momentum and its position remains mostly undeterminable , the director's experiment is a successful one .",N/A,neg,pos,Skipped,0
one funny popcorn flick .,one mistrust popcorn flick .,1,0,True,32
"a brilliant , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium .","a brilliant , idiotic aggregation of trash proscribed that , nuclear number 49 their own idiosyncratic guess of , pith of money up the unidentified incompatibility of lifespan atomic number 49 the newfangled millennium .",1,0,True,221
"a pointed , often tender , examination of the pros and cons of unconditional love and familial duties .","a blame , type A parcel out closet , run run of the professional and leave game of savorless shoot ramble up and genetic obligation .",1,0,True,216
a penetrating glimpse into the tissue-thin ego of the stand-up comic .,a brain-teaser putsch d'oeil into the tissue-thin egotism of the stand-up comic .,1,0,True,66
"jolie gives it that extra little something that makes it worth checking out at theaters , especially if you're in the mood for something more comfortable than challenging .","jolie chipping atomic number il data engineer that excess petty something that mark it Charles Frederick deserve delay by At house , indium fussy if you're atomic phone numeral il the snappishness for something to angstrom greater extent well-situated than take exception .",1,0,True,294
. . . hopefully it'll be at the dollar theatres by the time christmas rolls around . wait to see it then .,. . . hopefully it'll be at the dollar theatres by the 4th dimension Christmas scroll rhythm . standstill to empathise information applied science and so .,0,1,True,148
leaves viewers out in the cold and undermines some phenomenal performances .,testament beauty out in the inexorable temperature and countermine closing to phenomenal execution .,0,1,True,110
"a much more successful translation than its most famous previous film adaptation , writer-director anthony friedman's similarly updated 1970 british production .","a practically more successful deracination than its most notability quondam course course credit posting flick discrepancy , writer-director Susan Brownell Antony friedman's too update 1970 british product .",1,0,True,182
"this chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare .","this stops causal office staggeringly imaginative and successful disgorge to IT nifty set hinder payment , A puff up angstrom one and only holla grudge and military machine model to pantie .",1,0,True,347
"the film may not hit as hard as some of the better drug-related pictures , but it still manages to get a few punches in .","the film may not hit as hard as some of the better drug-related pictures , but it still manages to suffer a few punches in .",1,0,True,77
"remember back when thrillers actually thrilled ? when the twist endings were actually surprising ? when the violence actually shocked ? when the heroes were actually under 40 ? sadly , as blood work proves , that was a long , long time ago .","ring back backbone when thriller IN realism resonate ? when the bend decisiveness monetary treasure in realism surprising ? when the violence sincerely shock ? when the hold full in brave authentically under 40 ? deplorably , every turn draw appealingness professor , that affirm vitamin group A farsighted , tenacious fourthly dimension agone .",0,1,True,439
there's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .,there's something to be pronounce for a studio-produced moving-picture decimal fraction point that ne'er get at to lead turned security measures precaution angstrom unit out bag encompassing of tiresome do .,1,0,True,197
"ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .","glass historic full point body forth the set up close computer-generated characteristic of personal personal manner of viva presentation toon to live care former exposure , and that makes for close to wintry tempo former on .",0,1,True,268
there's no denying that burns is a filmmaker with a bright future ahead of him .,there's no denying that flip one's palpebra is angstrom whole flick fix up byplay with group A undimmed hereafter tense up out front of him .,1,0,True,166
it collapses when mr . taylor tries to shift the tone to a thriller's rush .,it springiness way of spirit when Mr. . Zachary chairperson Taylor demonstrate to reposition the heart to a thriller's vibrate .,0,1,True,245
"there's a great deal of corny dialogue and preposterous moments . and yet , it still works .","there's a heavy plough of platitudinal dialogue and idiotic second . and indium clip , it even out form .",1,0,True,168
"ah , the travails of metropolitan life ! alas , another breathless movie about same !",N/A,neg,pos,Skipped,0
'opening up' the play more has partly closed it down .,Failed to initialize,0,,False,1001
you don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both .,N/A,pos,neg,Skipped,0
"plunges you into a reality that is , more often then not , difficult and sad , and then , without sentimentalizing it or denying its brutality , transforms that reality into a lyrical and celebratory vision .","flump down you into a erratic that is , Jessye Greg Norman sceptical Thomas Sir St. Thomas St. Thomas Thomas More oft therefore non , uncontrollable and miserable , and and and so , without sentimentalize info engineering operating theater traverse information mastermind science barbarity , metamorphose that worldly concern into type A language and celebratory optical modality .",1,0,True,426
"as allen's execution date closes in , the documentary gives an especially poignant portrait of her friendship with the never flagging legal investigator david presson .","as allen's pack out date vomit up donjon verboten stack atomic routine forty-nine , the documental declension dreary In tie in in nurse especially put up upon imposture of her well-disposed family relationship with the ne'er swag sound research worker david presson .",1,0,True,847
"skillful as he is , mr . shyamalan is undone by his pretensions .",N/A,neg,pos,Skipped,0
what emerges is an unsettling picture of childhood innocence combined with indoctrinated prejudice . promises is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents' anguish .,what emerges is an unsettling picture of childhood innocence combined with indoctrinated prejudice . promises is a obligate piece that evidence incisively how well children can be imposter to live out and carry on their parents' bother .,1,0,True,232
yet another self-consciously overwritten story about a rag-tag bunch of would-be characters that team up for a can't-miss heist -- only to have it all go wrong .,Failed to initialize,0,,False,1001
"not exaggerated enough to be a parody of gross-out flicks , college flicks , or even flicks in general . it merely indulges in the worst elements of all of them .","non blow up enough to be a parody of gross-out flick , college icon bear witness , surgery even out film atomic number 49 wide ecumenical . information technology fair pander in the forged element of whole of them .",0,0,False,133
demonstrates a vivid imagination and an impressive style that result in some terrific setpieces .,Failed to initialize,1,,False,1001
bears is even worse than i imagined a movie ever could be .,bears is nonetheless forged than i remember a movie of all time could be .,0,1,True,105
"standing in the shadows of motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow .","standing in the shadows of motown is the computable kind of documentary , one that dumbfound a depleted yesterday feel very much like a spotless tomorrow .",1,0,True,122
a solidly entertaining little film .,a solidly prison condition lag petty gesticulate depict .,1,0,True,78
"the beautiful , unusual music is this film's chief draw , but its dreaminess may lull you to sleep .",N/A,neg,pos,Skipped,0
"deuces wild treads heavily into romeo and juliet/west side story territory , where it plainly has no business going .","deuces wild stride to a smashing extent into romeo and juliet/west boldness even out out soil , where information hold science manifestly ingest no occupation cash in one's chips .",0,1,True,180
"proves a servicable world war ii drama that can't totally hide its contrivances , but it at least calls attention to a problem hollywood too long has ignored .","proves a servicable blase come in to hypothecate of state of war deuce comport angstrom unit that can't whole documentation biz info engineering whatchamacallit , but info engineering At to the junior-grade class address run to a problem hollywood likewise retentive throw neglect .",1,0,True,294
the skills of a calculus major at m . i . t . are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ?,the skill of a Draco Gospel According to John the Maker Gospel According to John Roy John Major at grand . integrity . thymine . personify understand to poise unharmed the formulaic equality in the windy holdup comedy who live cletis swash ?,0,1,True,316
"whether it's the worst movie of 2002 , i can't say for sure : memories of rollerball have faded , and i skipped country bears . but this new jangle of noise , mayhem and stupidity must be a serious contender for the title .",N/A,neg,pos,Skipped,0
intriguing and stylish .,Failed to initialize,1,,False,1001
the story is smart and entirely charming in intent and execution .,the story is smart and only charming in intent and execution .,1,0,True,40
"its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff .","its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is fascinate , provocative stuff .",1,0,True,104
if you open yourself up to mr . reggio's theory of this imagery as the movie's set . . . it can impart an almost visceral sense of dislocation and change .,if you open yourself up to mr . reggio's theory of this imagery as the movie's set . . . it can final result an almost nonrational George gumption of breakdown and alter .,1,0,True,130
you have no affinity for most of the characters . nothing about them is attractive . what they see in each other also is difficult to fathom .,you journey complete nobelium phyletic narrate for well-nigh of the brilliant emblematical theatrical performance . encrypt most them lively attractive . what they insure Henry M. Robert Robert Indiana from for each one unrivalled former as well equal difficult to bottom .,0,1,True,277
"while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great missed opportunity .","while hollywood open flame drive its persona of endure convey joyfulness ( grip a sweetheart of group A closing pureblood melodic draw ) , the motivate build aura galvanising current improving savour alike a keen missed chance .",0,1,True,373
"i've yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese , but at least now we've got something pretty damn close .","i've yet to find an actual socialistic Republic of Viet Nam war thrust fill out picture rattling produce away either the norther channelize field southerly Vietnamese , just At to the low-spirited stage nowadays we've produce something moderately damn secretive .",1,0,True,282
more intellectually scary than dramatically involving .,to a cracking extent intellectually chilling than dramatically imply .,0,1,True,65
serious movie-goers embarking upon this journey will find that the road to perdition leads to a satisfying destination .,serious movie-goers embarking upon this journey will find that the road to perdition leads to a overindulge net up .,1,0,True,86
. . . a rather bland affair .,. . . a rather fluent sociable juncture .,0,1,True,65
"it's provocative stuff , but the speculative effort is hampered by taylor's cartoonish performance and the film's ill-considered notion that hitler's destiny was shaped by the most random of chances .",Failed to initialize,0,,False,1001
"stripped almost entirely of such tools as nudity , profanity and violence , labute does manage to make a few points about modern man and his problematic quest for human connection .","denudate nigh entirely of such woodpecker exactly about angstrom unit unit building block nudity , profanity and wildness , labute spend a centime wield to take indium A whole few decimal indicate Indiana clip just some mod gentleman's man and his baffling call for for man connectedness .",1,0,True,330
"why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?","why tail through a hindquarters , wannabe-hip crime comedy that seminal fluid to endlessly to old scene establish , when you could scarcely rip those flick instead , Army of the Righteous solo assay tabu amp honorable fresh one ?",0,0,False,468
"steers , in his feature film debut , has created a brilliant motion picture .","steers , in his feature of blab come out of the closet to spud outset appear , hour angle grow typecast A brainy apparent movement depiction .",1,0,True,155
as refreshing as a drink from a woodland stream .,as spanking as a drink from a woodland stream .,1,0,True,43
heartwarming and gently comic even as the film breaks your heart .,heartwarming and mildly comic even as the film ruining your heart .,1,0,True,67
"provides a porthole into that noble , trembling incoherence that defines us all .","provides a porthole into that stately , trembling incoherency that defines us all .",1,0,True,60
no amount of good intentions is able to overcome the triviality of the story .,no amount of undecomposed intentions is able-bodied to overcome the triviality of the story .,0,1,True,122
"if it were any more of a turkey , it would gobble in dolby digital stereo . if nothing else , "" rollerball "" 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by ll cool j .",Failed to initialize,0,,False,1001
"unless there are zoning ordinances to protect your community from the dullest science fiction , impostor is opening today at a theater near you .","unless there rival zoning ordinances to protect your biotic biotic community of intimacy from the muted attainment fable , pseud make up simplicity upwardly activate accolade atomic number 85 A dramaturgy well-nigh you .",0,1,True,226
weighty and ponderous but every bit as filling as the treat of the title .,weighty and cloggy but every bit as fill as the expatriation extinct of the class of address .,1,0,True,95
[hell is] looking down at your watch and realizing serving sara isn't even halfway through .,[hell is] face down at your watch and agnize serve well adept sara isn't yet extinct heart through .,0,1,True,176
director tom shadyac and star kevin costner glumly mishandle the story's promising premise of a physician who needs to heal himself .,director tom commonwealth of commonwealth of Turkey shadyac and champion kevin costner dourly Lucille Ball upwards the story's brilliantly effrontery of international ampere Dr. who ineluctably to bestow around himself .,0,1,True,210
"ninety minutes of viva castro ! can be as tiresome as 9 seconds of jesse helms' anti- castro rhetoric , which are included","ninety minutes of viva Fidel Fidel Fidel Castro Ruz ! St. can the Apostle touching American Samoa ho-hum every con Nina from Carolina bind of jesse helms' anti- Fidel Castro Ruz grandiloquence , which embody let in",0,1,True,153
"kapur fails to give his audience a single character worth rooting for ( or worth rooting against , for that matter ) .","kapur blend to deliver his audience a single character worth taking steady pop for ( or deserving firmness of purpose blue against , for that librate ) .",0,1,True,188
"with a completely predictable plot , you'll swear that you've seen it all before , even if you've never come within a mile of the longest yard .","with a completely predictable plot , you'll imprecate that you've seen it all before , even if you've never come within a mile of the longest yard .",0,1,True,67
"if you can push on through the slow spots , you'll be rewarded with some fine acting .","if you can push on through the slow spots , you'll be pay sour backwards with operating theatre so amercement dissemble .",1,0,True,89
there's a lot of tooth in roger dodger . but what's nice is that there's a casual intelligence that permeates the script .,there's a dish up antenna antenna out of tooth in roger corn plash . simply what's mince make up that there's A nonchalant word religious service that brain-teaser the handwriting .,1,0,True,218
"rarely has skin looked as beautiful , desirable , even delectable , as it does in trouble every day .",N/A,pos,neg,Skipped,0
"this is very much of a mixed bag , with enough negatives to outweigh the positives .","this is very a secure return of group A blend in clutches , with skilful mete kayoed interdict to outweigh the positive degree .",0,1,True,199
the threat implied in the title pokémon 4ever is terrifying  like locusts in a horde these things will keep coming .,the affright wonder in the title pokémon 4ever is wonderful  like locusts in a master of ceremony these things will uphold coming .,0,1,True,163
some of the most inventive silliness you are likely to witness in a movie theatre for some time .,some of the only about imaginative fatuousness you personify probably to watcher indium a movie theatre for some whammy .,1,0,True,149
"even though the film doesn't manage to hit all of its marks , it's still entertaining to watch the target practice .","even though the motion-picture simulate find doesn't sing terminal to make totally of IT dwelling house running , it's procrastinate scam with to sentry the get practice .",1,0,True,202
'tobey maguire is a poster boy for the geek generation . ',N/A,pos,neg,Skipped,0
in terms of execution this movie is careless and unfocused .,Failed to initialize,0,,False,1001
"as relationships shift , director robert j . siegel allows the characters to inhabit their world without cleaving to a narrative arc .","as put up kinship duty catamenia , household manager Henry M. Patrick Henry M. Henry Martyn Robert j . siegel backlog the delusive histrionics office to dwell their planetary without cohere to a narrative arc .",1,0,True,222
lurid and less than lucid work .,shocking and to amp lesser extent than lucid turn .,0,1,True,85
"it's not a particularly good film , but neither is it a monsterous one .",Failed to initialize,0,,False,1001
