original,adversarial,original_label,final_label,success,queries
"Bookies take bets on new Band Aid Bookies take bets on a new Band Aid single being Christmas No 1, expected to be confirmed by Midge Ure.","bookie need bets on Cy Young isthmus attention bookie wont some dally on type A Bodoni circumstance serve matchless stage Yuletide No 1, gestate to defend reassert away Midge Ure.",0,1,True,329
Hokies making statement about ACC title intentions The annual summer barbecues that Ralph Friedgen and Frank Beamer co-host at their lake homes in Georgia may be a little less cordial after the way Beamer #39;s Virginia Tech Hokies waxed Friedgen #39;s Maryland Terrapins 55-6 last night.,Hokies develop statement about electron beam travel scrap overlook human strong-arm social structure of consultation level The annual summer Captain James Cook out that Ralph Friedgen and sanguine sizzling Beamer co-host nuclear everyday eighty-five their lake class whole atomic identification number 49 imperium land of the Confederate States of America English spoken communication hawthorn nominate adenine lilliputian to eccentric group A lesser extent amiable later on the proper smart Beamer #39;s Old Dominion State technical school Hokies wax Friedgen #39;s Free State terrapin 55-6 go night.,1,3,True,443
"Gilchrist confident about India tour SYDNEY, Sep 25: Australia #39;s stand-in captain and wicketkeeper Adam Gilchrist has said that his twin responsibilities will not come in the way of seeking a winning start for his team against India in next month #39;s Test series.",Failed to initialize,1,,False,1001
Israeli Tanks Surge Into Gaza Refugee Camp -Witnesses  GAZA (Reuters) - A column of Israeli tanks surged into the  heart of the Jabalya refugee camp in the northern Gaza Strip on  Thursday as the army broadened its sweep for militants behind a  deadly rocket attack on an Israeli town.,Failed to initialize,0,,False,1001
"Microsoft, EU Officials in Procedure Meeting Microsoft (Quote, Chart) and representatives of the European Union #39;s Competition Commission will sit down at the table together on Thursday, but it won #39;t be to eat.","Microsoft, EU official in function race crossways Microsoft (Quote, Chart) and vox of the European first mate #39;s repugn missionary lick will impersonate listless nuclear numerate 85 the project over Hoosier DoS concert on Thursday, solitary information technology bring home the bacon #39;t exist to eat.",2,3,True,262
"Nevada Implements 1st Touch-Screen Voting Machines With Paper-Trail By RACHEL KONRAD     CARSON CITY, Nev. (AP) -- In what could become a model for other states, Nevada voters on Tuesday became the first in the nation to cast ballots in a statewide election on computers that printed paper records of electronic ballots...",Failed to initialize,3,,False,1001
"Public warning over letter bombs The discovery of 10 letter bombs has prompted a police warning to the public to exercise caution. Bedfordshire Police said none of the improvised devices - containing lighter fluid - had ignited, despite the fact that some had been opened.","cosmos discourage over letter of the alphabet bomb calorimeter The discovery of X alphabetic character bomb calorimeter calorimeter use up relocation antiophthalmic factor law warning to the humans to physical confinement caution. Bedfordshire law allege none of the extempore gismo - image airheaded fluid - arouse ignited, scorn the fact that some had been opened.",0,3,True,395
Athletics: Dominant Phillips takes long jump gold ATHENS - Dwight Phillips of the United States completed a hat-trick of global long jump titles when he crushed the field with his opening leap in Thursday #39;s final to win Olympic gold.,Failed to initialize,1,,False,1001
"UN aid plane shot at in Ivory Coast Abidjan - A United Nations World Food Programme (WFP) plane was met with gunfire and threats when it arrived in Man, western Ivory Coast, the UN said in a statement on Saturday.","UN await along airplane tantrum at Indiana tusk seacoast Abidjan - ampere link upward domain of a occasion orbit rational preserve computer syllabus (WFP) flat make upwards up skirmish with gunfire and scare when entropy use science find Indianan United States Department of State indium Man, Equus caballus opera house house ivory Coast, the UN enjoin Indiana a assertion on Saturday.",0,3,True,450
"Vampire: The Masquerade - Bloodlines Review November 17, 2004 - Most of us who #39;ve been gamers for a while are familiar with the history behind Troika, which was formed from key members of the Black Isle group that made the Fallout, among other talented individuals.",Failed to initialize,3,,False,1001
"Israel Destroys Refugee Homes, Kills One GAZA CITY, Gaza Strip - A day after a mortar round killed an Israeli-American woman in a nearby settlement, the Israeli army charged into a Palestinian refugee camp Saturday, killing one person and tearing down 35 homes, witnesses and a U.N. aid official said...",Failed to initialize,0,,False,1001
PeopleSoft revises third-quarter profit Oracle target adds \$2.6 million to bottom line after tax adjustment related to ex-CEO's severance package.,PeopleSoft revisal third-quarter bend angstrom building block profit seer aim land canal \$2.6 trillion to bottom gunstock after on chore accommodation fall to to ex-CEO's falling out package.,3,2,True,558
"SCHOOL #39;S OUT FOR STERNE A first win on the European Tour - any tour, in fact - is a notable feat in any golfer #39;s career. But the one by South African Richard Sterne in the Madrid Open yesterday deserves special mention.","train #39;S tabu FOR Laurence Laurence Sterne ampere first of all rescue the goodness along the European hitch - any tour, inward fact - last a remarkable press nuclear designation issue Land of Lincoln whatsoever linksman #39;s career. only the unity aside south African Richard Laurence Sterne march the Spanish people people Das Kapital overt yesterday deserve special mention.",1,0,True,373
"Streaking Astros Clock Reds 11-5 (AP) AP - Astros pitcher Brandon Backe hit his first career homer, a two-run shot, and allowed one run in seven innings to keep Houston in the thick of the NL wild-card chase with an 11-5 rout of the Cincinnati Reds on Monday.",Failed to initialize,1,,False,1001
"Kerry assails Bush troop withdrawal plan (AFP) AFP - Democratic White House hopeful Senator John Kerry warned that President George W. Bush's plan to withdraw 70,000 troops from Europe and Asia would hinder the war on terrorism and embolden North Korea.",Failed to initialize,0,,False,1001
"TSA Deal Overpaid Boeing, Report Says Boeing Co. received at least \$49 million in excessive profits on a \$1.2 billion contract to supply explosives-detection systems to hundreds of the nation #39;s airports, the Department of Homeland ",Failed to initialize,2,,False,1001
"Shares Gain While Oil Holds Near \$50  LONDON (Reuters) - European stock markets rose and absorbed  three separate share placings on Wednesday, boosted by Wall  Street's strong finish while oil prices held close to \$50 a  barrel ahead of U.S. oil inventory data.",Failed to initialize,2,,False,1001
"Red Hat replaces CFO Red Hat on Thursday named Charles Peters Jr. as executive vice president and chief financial officer. Peters replaces Kevin Thompson, who unexpectedly announced his resignation in June, a few days before the ",N/A,Business,Sci/Tech,Skipped,0
"Jobless Claims Rise Unexpectedly  WASHINGTON (Reuters) - The number of Americans filing  initial claims for jobless pay grew unexpectedly last week to  357,000, Labor Department data showed on Thursday, but an  official said an increase in the week after a public holiday  was typical.","tabu of process entitle extend upwards by encounter Booker Taliaferro WA (Reuters) - The cite call up gear up total of American linguistic communication linguistic outgrowth nomenclature file initial secret route for wild wage tie astir digression perfunctory pole stage calendar calendar week to 357,000, grok prick datum taper demo on Thursday, merely an official sound out an improver atomic number 49 the calendar hebdomad later on a public vacation was typical.",2,3,True,533
"Ballmer strikes big rivals from Microsoft shopping list LISBON - Customers watching for Microsoft Corp. to make a headline-grabbing buy in the business applications market faced disappointment Tuesday as company Chief Executive Officer Steven Ballmer ruled out acquisitions of PeopleSoft Inc., Oracle Corp. and SAP AG.","Ballmer strikes big rivals from Microsoft rake heel Lisboa - Customers grab for Microsoft Corp. to Lashkar-e-Tayyiba a headline-grabbing buy in the business dominion torso industriousness securities manipulate astir front disappointment Tuesday international ampere hold indorse gild foreman executive picture palace dramatics film director officer Steven Ballmer rein forbid skill of PeopleSoft Inc., seer Corp. and run down AG.",3,2,True,435
Auto Parts Sector Falls on Delphi News Investors sold off shares of auto parts makers Friday after Delphi Corp. issued a profit warning and said it would cut nearly 5 percent of its work force next year.,railcar Parts ethereal empyrean waterfall on Delphi intelligence investor denounce delete part of political unproblematic machine mapping cleric Friday after Delphi Corp. release type deoxyadenosine monophosphate modus operandi axerophthol net warn and plane section of set up onwards datum engine room would curve most 5 pct of IT assemble of work power succeeding year.,2,3,True,412
Cisco joins WiMax Forum The networking giant formally signs on to the wireless broadband group as the organization's ranks increase.,Failed to initialize,3,,False,1001
"Hasbro's No Conehead Its Saturday Night Live version of ""Trivial Pursuit"" is good strategy for staying ahead of age compression.",N/A,Business,Sci/Tech,Skipped,0
"Intel dauphin Otellini becomes king Intel #39;s board has given the go ahead for the long anticipated shift in power from current CEO Craig Barrett to current President Paul Otellini Come May 18, Otellini will take over the chipmaker and become its fifth ever CEO.","Intel dauphin Otellini befit advocate Intel #39;s board al-Qur'an detainment the go promote for the dogged trace to transubstantiation inch tycoon from unravel postage go ship's ship's ship's officer Craig Barrett to corrode United States President of the unify dead body smooth Alice Apostelic male parent of the Gentiles Otellini consequence by English people people haw 18, Otellini testament gear complete the chipmaker and suit its fifth ever CEO.",2,3,True,382
Top exec shares business lessons Jeff Raikes was working at Apple Computer in the early 1980s when a guy named Steve Ballmer called and asked him to interview for a product-management job at a small software outfit in the Seattle area.,Top Duke of House of Windsor Little Giant Edward White untried house divvy upward business sector moral Jeff Raikes monetary economic esteem syndicate atomic number 85 Malus pumila figurer Indianan commonwealth the erstwhile on mid-eighties when chemical substance chemical group angstrom unit building block heel supply Steve Ballmer call option in and involve him to inquiry for angstrom unit product-management business organization at deoxyadenosine monophosphate short computer software organization kit out in the Seattle area.,3,2,True,422
India's Tata expands regional footprint via NatSteel buyout (AFP) AFP - India's Tata Iron and Steel Company Ltd. took a strategic step to expand its Asian footprint with the announcement it will buy the Asia-Pacific steel operations of Singapore's NatSteel Ltd.,India's Tata expands regional footmark via NatSteel buyout (AFP) alpha fetoprotein - India's Tata Fe and leafage blade society circumscribe companionship direct ampere strategical footmark to expand entropy direct Asiatic footmark with the Annunciation Day entropy engineering testament purchase the Asia-Pacific summersault leaf blade cognitive performance of Singapore's NatSteel limited company,0,3,True,290
"Ken Caminiti, 1996 NL MVP, Dies at Age 41 NEW YORK - Ken Caminiti, the 1996 National League MVP who later admitted using steroids during his major league career, died Sunday. He was 41...","Ken Caminiti, 1996 NL MVP, right away requital Indianan put forward of matter one's American Bison bison cow dung atomic total 85 former mature forty-one Brigham Young rest home of home of home of York - ken Caminiti, the 1996 home conference nigh valuable role player who previous conduct victimization steroid hormone during his John Roy Major conference career, snuff it Sunday. He comprise 41...",0,1,True,301
"The Next Shock: Not Oil, but Debt The American economic ship, which has weathered the recent run-up in crude oil prices, may be more vulnerable to sudden surges in the price of money.",Failed to initialize,2,,False,1001
"Cocoa prices down but Ivorian exports still blocked World cocoa prices were down on Tuesday but off the day #39;s lows as exports remained on hold after mob violence and military clashes in Ivory Coast, the key global supplier, traders said.",N/A,World,Business,Skipped,0
"Bellhorn Makes Big Noise for Red Sox  BOSTON (Reuters) - With a power-packed lineup that features  sluggers like Manny Ramirez and David Ortiz, it was Mark  Bellhorn who was the unlikely hero of Game One of the 100th  World Series with a two-run homer for the Boston Red Sox  Saturday.",Failed to initialize,1,,False,1001
"Sugar Shane Not so Sweet (November 21, 2004). Ronald Winky Wright successfully defended his 154 lb. title for the sixth time in the highly anticipated rematch with the formerly sweet Sugar Shane Mosley ",Failed to initialize,1,,False,1001
"Egypt steps back on Gaza plan over Israeli attacks Egypt took a step back from plans to help the Palestinians prepare for an Israeli withdrawal from Gaza on Wednesday, saying it could not play its role in full as long as Israeli attacks on Palestinians continue.",Failed to initialize,0,,False,1001
"One held in Jakarta embassy blast probe Indonesian police said on Friday they had made their first arrest directly linked to last week #39;s deadly embassy bombing in Jakarta, detaining a man who delivered explosives to those blamed for the attack.","One held in Jakarta embassy bam pigeon Chuck Berry into Indonesian Dutch Orient Indies Dutch Orient Indies lifelike law of nature strong point go knocked out on Friday they play made their kickoff finish correctly aside colligate to stopping wide of the mark send hebdomad #39;s devilish embassy born spring in Jakarta, quell antiophthalmic factor out cosmos who pitch volatile to those blamed for the attack.",0,1,True,949
"Security Beyond Antivirus Programs Comprehensive security programs that include firewall software, spyware defenses and diagnostic and repair tools are necessay to keep a PC in good health these days. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",Failed to initialize,3,,False,1001
"Putin praises Ukraine #39;s leader Russian President Vladimir Putin has taken part in a live phone-in on Ukrainian TV, just days before the country #39;s presidential election.",Failed to initialize,0,,False,1001
"Myskina, Kuznetsov to Play in Fed Cup (AP) AP - Anastasia Myskina and Svetlana Kuznetsova will lead Russia's Fed Cup team when it plays Austria in this month's semifinals. Defending champion France will feature Amelie Mauresmo and Mary Pierce in the other semifinal against Spain, which has won this event five times.",Failed to initialize,1,,False,1001
"Oil price rise adds to airlines woes as losses continue The global airline industry is forecast to have made net losses of \$4.8bn this year, as the rise in the oil price has overwhelmed efforts by carriers to cut costs.","Oil price mount sum up up better to skyway woefulness antiophthalmic factor pass tour on The orbicular flying itinerary industriousness live foretell to snag propose Earth panoptic humanity spacious Web pass of \$4.8bn this year, outside ampere the beget astir In the fossil rock candy fossil oil cost consume drown cause by bearer to trim back costs.",2,3,True,474
"Yanks shock Twins, earn date with Sox: Another late rally erases 4 &lt;b&gt;...&lt;/b&gt; Just when you think you #39;ve seen it all, the Yankees devise a new way to win a game and torture their opponents. Last night, they somehow landed a spot in the American League ","Northerner electrical seismic disturbance Twins, recognise smell with Sox: nearly other Holocene summon up rub remove four &lt;b&gt;...&lt;/b&gt; along the release when you think you #39;ve plow entropy direct science all, the Northerner police chief James Cook adenine clean cubital reefer human elbow elbow room to rescue the good A adventure and deformation their opponents. meshing night, they in some way bring push down type A recognise in the American language conference",1,3,True,542
"United #39;s pension dilemma United Airlines says it likely will end funding for employee pension plans, a move that would be the largest ever default by a US company and could lead to a taxpayer-funded bailout rivaling the savings-and-loan fiasco of the 1980s.",Failed to initialize,2,,False,1001
"Barrichello Wins Chinese Grand Prix SHANGHAI, China - Rubens Barrichello won the inaugural Chinese Grand Prix on Sunday, taking advantage of Formula One champion Michael Schumacher #39;s disastrous weekend and outlasting runner-up Jenson Button by just over a second.",Failed to initialize,1,,False,1001
"Microsoft Browser Market Share Slips Slightly Microsoft Corp. #39;s (MSFT.O: Quote, Profile, Research) share of the browser market slipped slightly in recent months but still dominated with 92.","Microsoft Browser securities industry fortune verboten slipperiness moderately Microsoft Corp. #39;s (MSFT.O: Quote, Profile, Research) percent of the browser securities industry slipped slenderly Indiana former calendar calendar month upright piano calm reign with 92.",3,2,True,1124
UN 'must ignore cloning ban call' The UK's Royal Society urges the UN to ignore a call by President Bush to ban all forms of human cloning.,Failed to initialize,3,,False,1001
"Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...",N/A,Sci/Tech,Business,Skipped,0
"UPDATE 1-UPS buys CNF #39;s Menlo Worldwide United Parcel Service Inc. (UPS.N: Quote, Profile, Research) agreed to buy Menlo Worldwide Forwarding, a unit of CNF Inc. (CNF.N: Quote, Profile, Research) , for \$150 million in ",Failed to initialize,2,,False,1001
Atlanta police arrest Braves player on DUI charge ATLANTA - An Atlanta Braves player is in the Atlanta Jail today after being arrested on a charge of driving under the influence. Members of the DUI Task Force arrested shortstop Rafael Furcal about 4:20 am ,infringe of majuscule of Sakartvelo police personnel office stay atmospherical precondition musician along twosome ailment fight of upper-case letter of the alphabet of Sakartvelo - companion nuclear issue forty-nine titty eating capital letter of let the cat out of the bag tell weather proscribe player exist Hoosier State the dispute of large of Sakartvelo human body exterior now later organism cop along antiophthalmic factor commove of depend on nether the influence. companion penis of the DUI project effect turn back short Rafael Furcal about 4:20 am,1,3,True,522
"Hewlett-Packard buys Synstar Palo Alto-based Hewlett-Packard Co. has bought IT services company Synstar plc, of Bracknell, England for about \$293.3 million. Synstar has some 1,500 customers across Europe, selling IT support for various computer platforms.",N/A,Business,Sci/Tech,Skipped,0
"N.Korea called worst for press freedom Media watchdog Reporters Without Borders has labeled North Korea and Cuba the worst countries in terms of press freedom, with Denmark being the best.","N.Korea Phthirus pubis swob improving for insisting exemption intermediate guard dog reporter Without ring hr angle track bit Earl of Guilford Korea and Republic of Republic of Cuba the sorry rural field Indiana wide-cut terminal figure of weightlifting freedom, with Danmark being the best.",0,1,True,461
"Headshake to the SETI Headfake Did the famous screensaver, SETIhome, uncover the first strong evidence for an extraterrestrial signal? The SETI Institute's Seth Shostak discusses how hyperbole can misrepresent the last addition to a list of stellar candidates.","headshake to the SETI Headfake Did the storied screensaver, SETIhome, uncover the kickoff soaked wear go out for an strange signal? The SETI Institute's prepare Shostak haschisch knocked prohibited how overstatement bring astir final represent fudge the furthest improver to angstrom unit pitch of astral candidates.",3,1,True,718
"UnitedHealthcare pays \$3.5M to settle Medicare fraud claim UnitedHealthcare Insurance Co., a branch of UnitedHealth Group, will pay \$3.5 million to settle charges that it defrauded the Medicare program, the US Department of Justice announced Monday.",Failed to initialize,2,,False,1001
Loeb extends lead over Solberg CARDIFF -- Championship leader Sebastien Loeb took two stage wins to boost his lead over Norwegian Petter Solberg as the Rally of Britain entered its second leg on Saturday.,Loeb broaden principal sum concluded Solberg CARDIFF -- stake exit expiration leader Sebastien Jacques Loeb cook II stagecoach salve the goods to advance his guide concluded Norwegian fondler Solberg adenine the tantalize of connect Kingdom enroll its minute peg on Saturday.,1,2,True,380
Level 3 Acquires Sprint #39;s Wholesale Dial-Up Internet Business Level 3 today announced that it has purchased Sprint #39;s wholesale dial-up Internet access business for \$34 million in cash. Sprint is one of the largest providers of wholesale dial-up service to ISPs in North America.,Level 3 Acquires Sprint #39;s Wholesale Dial-Up Internet Business disassemble 3 today announced that it sport article purchase hyphen #39;s crossbeam dial-up cyberspace accession swap inch for \$34 gazillion atomic list il cash. scare by live ace of the tumid supplier of in great amount dial-up avail to ISPs indium coupling America.,2,3,True,340
"Michigan Gets Rose Bowl Berth Despite Loss to Ohio St.  COLUMBUS, Ohio (Sports Network) - Troy Smith threw for 241  yards and two touchdowns and ran for 145 yards and a score to  lead the Ohio State Buckeyes to a 37-21 victory over No. 7  Michigan in the final game of the regular season for both  teams.",Failed to initialize,1,,False,1001
"Dodgers Nip Giants 3-2 in Crucial Series SAN FRANCISCO - Shawn Green can sit out Saturday knowing he was a huge help to the Dodgers during their crucial series against San Francisco. Green hit a two-run homer in Los Angeles' 3-2 victory over the Giants on Friday night, a day before the first baseman will miss a game to observe the Jewish holiday Yom Kippur...",Failed to initialize,0,,False,1001
CHUCK JAFFE BOSTON (CBS.MW) -- A lot of people got excited when Fidelity Investments announced recently that it was cutting fees on five index mutual funds.,Failed to initialize,2,,False,1001
"Moose bullish about chances This is Mike Mussina #39;s fourth postseason here, so he knows the drill. He understands that all of his bad memories of his disappointing season -- the Japan trip, his early-season struggles and ",Failed to initialize,1,,False,1001
A PC in the toaster? How mod! photos There's also room in the humidor and the Darth Vader helmet. Take a gander at some strange and wonderful creations.,Failed to initialize,3,,False,1001
"Hyundai signs deal for China truck plant Hyundai Motor Co. said yesterday that it has signed an agreement with a Chinese company, Jianghuai Automobile Corp., to build a commercial vehicle and engine plant in China #39;s Anhui province.",N/A,Sci/Tech,Business,Skipped,0
"Ex-Philly Eagles Coach Nick Skorich Dies (AP) AP - Nick Skorich, head coach of the Philadelphia Eagles from 1961-63 and the offensive line coach on the 1960 championship team, has died at the age of 83.","Ex-Philly hoot of Jupiter passenger vehicle thrust Skorich drop down groundless (AP) AP - chip Skorich, communication channel of longitude sustain through and through passenger car of the metropolis of brotherly bear gender shuttlecock of Jupiter from 1961-63 and the unsavory stemma double-decker on the 1960 funding team, experience cash in one's chips at the age of 83.",1,3,True,986
Roundup: Pleasantly Perfect takes Pacific Classic Favored Pleasantly Perfect took charge down the stretch to win by a length in the 14th running of the \$1 million Pacific Classic yesterday at Del Mar. Pleasantly ,Roundup: Pleasantly Perfect use up peaceful sea Graeco-Roman opt pleasantly consummate strain study tutorship downcast the debased to evolve by A space atomic number il the 14th fly the coop of the \$1 one million million million passive ocean Graeco-Roman yesterday atomic number 85 Del Mar. agreeably,1,3,True,347
"Update 1: UAL Posts \$274M Loss, Capping Bad Quarter Record fuel costs and low air fares contributed to a \$274 million third-quarter loss for United Airlines #39; parent company, which warned again that labor costs must be slashed again soon in order for it to emerge from bankruptcy.","Update 1: UAL Wiley transport godlike table service \$274M Loss, pileus good-for-nothing one-quarter criminalise record player disk blast live and pocket-size child's swordplay contribute Forth River along open atmosphere to adenine \$274 peerless 1000 kelvin third-quarter play extinct for amalgamate tune theodolite #39; contribute astir company, which admonish erstwhile once again that restriction live moldiness exist suds formerly over again curtly inch rescript for it to egress from bankruptcy.",2,3,True,532
"Bush won #39;t take Iran #39;s word for it CRAWFORD, Texas As President Bush sees it,  quot;the only good deal is one that #39;s verifiable. quot;. He #39;s applauding the efforts of some European countries to get Iran to honor its commitment to refrain from developing nuclear weapons.","Vannevar bush acquire #39;t eat along Persia #39;s ledger for selective entropy applied science CRAWFORD, Lone-Star land atomic phone number 33 link body bland prexy of the colligate Department of land Saint George II Phoebe H.W. pubic hair attester it, quot;the hermit shape up big mint embody one that #39;s verifiable. quot;. helium #39;s plaudits the assay of roughly European rural area to generate Persia to bear away its committedness to chorus from explicate atomic weapons.",0,3,True,523
"Woods on Top at Rain-Soaked Dunlop Phoenix  MIYAZAKI, Japan (Reuters) - Tiger Woods fired a superb  five-under-par 65 in torrential rain to take a three-stoke lead  after the first round of the Dunlop Phoenix tournament  Thursday.","wood instrument instrumentate melodious cat's-paw along passport atomic ADHD up 85 Rain-Soaked Dunlop genus genus genus Phoenix MIYAZAKI, Nipponese Archipelago (Reuters) - genus Panthera Tigris River Sir Henry Joseph Wood cat's-paw arouse character group A pictorial five-under-par 65 pillar inch torrential rainfall to orbit adenine three-stoke star later the first ane guess of the Dunlop capital of Arizona tourney Thursday.",1,3,True,1027
Sharon 'at risk of assassination' Israel's opposition leader warns that the prime minister risks being assassinated over his Gaza disengagement plan.,Failed to initialize,0,,False,1001
"President Susilo stresses fighting against graft, terror as &lt;b&gt;...&lt;/b&gt; In line with his pledge made during the election campaign, Indonesian new President Susilo Bambang Yudhoyono stressed the importance of fighting corruption and terror while ",Failed to initialize,0,,False,1001
"Arson attack on Jewish centre in Paris (AFP) AFP - A Jewish social centre in central Paris was destroyed by fire overnight in an anti-Semitic arson attack, city authorities said.","fire-raising glide dispose on Judaical meat Indiana genus genus Paris (AFP) alpha fetoprotein - A Judaical societal pore Indiana telephone exchange genus genus metropolis of Light Evergreen joined state of matter Department of State break down by elicit nightlong Robert Indiana an anti-Semitic incendiarism attack, city sureness said.",0,3,True,299
"Bekele, Isinbayeva top track athletes Names Ethiopian distance runner Kenenisa Bekele and Russian pole vaulter Yelena Isinbayeva were named male and female athletes of the year by the world track and field federation. Isinbayeva set eight world records in 2004, including one while winning the gold medal at the Olympics. Bekele won the 10,000 meters in Athens and finished second to Hicham El Guerrouj in ...","Bekele, Isinbayeva top tail jockstrap report betoken Ethiopian blank blank space solarize Myung synodic month curser Kenenisa Bekele and Russian pole magnetised magnetic pole magnetic pole pole jumper Yelena Isinbayeva posit about reveal apelike and female person someone jockstrap of the yr by the terra firma bestow and depicted object field of sketch federation. Isinbayeva avoid along eight-spot cognition land platter inward 2004, allow one and only dapple repulse breast feeding domicile the trade effective the nuclear count 79 typewriter typewriter ribbon atomic number eighty-five the Olympics. Bekele occur through the 10,000 m inward cap of Greece and end up arcsecond to Hicham El Guerrouj in ...",1,3,True,685
"James Lawton: In mourning for big fights of Las Vegas En route to Las Vegas for the world heavyweight title fight between Vitali Klitschko and Britain #39;s Danny Williams, there is, inevitably, an old stirring of that anticipation which is familiar to almost anyone who has attended a big fight.","bone Lawton: In lovelorn for big conserve of Pelican land Lope First State Vega En itinerary to atomic call up arrange estimate 57 canter Felix de Lope Felix de Vega Carpio Carpio for the man giant annotate chip between Vitali Klitschko and link up land #39;s Danny Williams, thither is, inevitably, an maturate telephone call belt down of that arithmetical imply which subsist companion to cheeseparing anyone human beings Health Organization consume mention deoxyadenosine monophosphate big fight.",1,3,True,408
"Microsoft: No extra licenses needed for multicore chips Customers that use the dual-core processors that Intel Corp. and Advanced Micro Devices Inc. (AMD) are expected to begin shipping next year will not need to buy extra licenses for Microsoft Corp. software, the software maker will announce Tuesday.",Failed to initialize,3,,False,1001
NASA Cancels Hypersonic Flight NASA scrubbed its mission Monday to launch a pilotless plane that is capable of flying at 10 times the speed of sound. The launch of the X-43A was canceled due to technical problems.,Failed to initialize,3,,False,1001
"Consumer spending jumped in September WASHINGTON - Consumers, who substantially slowed down their spending in late summer, roared back to life in September, boosting their purchases by 0.6 percent.","Consumer outlay start coloured inch Sep WA - Consumers, who substantially decelerate kill their outperform atomic add up il latterly summer, howl game to lifespan inch September, advancement their purchase by 0.6 percent.",2,3,True,340
