ID,Original Sentence,Generated Sentence,Substituted Sentence,Query Count,Attack Success
145,"A western through and through. As the title character portrayed by Glenn Ford says, ""No, I don't want to fight, but I will if it's forced on me."" This movie is about being intelligent, strong, and fighting for one's beliefs. With courage, never stop striving for what you feel is right. Great action and mostly quick paced. Good to see Brian Keith in this role and Edward G. Robinson as an older western man. Glenn Ford lives up to his western image. Thoroughly enjoyable film includes strategic non-military warfare. Of course it's violent, like the title states, but not too graphic like in the computer-generated era films. It's mostly about strong personality clashes.","A western through and through. As the title character portrayed by Glenn Ford says, ""No, I don't want to fight, but I will if it's forced on me."" This movie is about being intelligent, strong, and fighting for one's beliefs. With courage, never stop striving for what you feel is right. Great action and mostly quick paced. Good to see Brian Keith in this role and Edward G. Robinson as an older western man. Glenn Ford lives up to his western image. Thoroughly unpleasant film includes strategic non-military warfare. Of course it's violent, like the title states, but not too graphic like in the computer-generated era films. It's mostly about strong personality clashes.","A western through and through. As the title character portrayed by Glenn Ford says, ""No, I don't want to fight, but I will if it's forced on me."" This movie is about being intelligent, strong, and fighting for one's beliefs. With courage, never stop striving for what you feel is right. Great action and mostly quick paced. Good to see Brian Keith in this role and Edward G. Robinson as an older western man. Glenn Ford lives up to his western image. Thoroughly unpleasant film includes strategic non-military warfare. Of course it's violent, like the title states, but not too graphic like in the computer-generated era films. It's mostly about strong personality clashes.",2561,True
146,"No matter how much it hurts me to say this,the movie is not as good as it could have been.Maybe I was misled by the countless exaggerated reviews here on IMDb,but I expected so much more...<br /><br />Sure,the idea is a good one,the violent scenes and the camera-work are outstanding,the imagination of genius Dario is breathtaking, but the movie is ""soiled"" by a couple of mistakes that I find unforgivable. First of all, am I one of the few people who feel that the Heavy Metal music played in the most intense scenes simply rips the atmosphere apart??? With a different kind of music (Goblin????) during the ""needle"" scenes,it would have been SOOOO intense!... Instead,the soundtrack destroys any chance for tension... Secondly, the final killing scene and the last few moments of the movie are simply silly and uninspired. I don't want to say ""amateurish"", cause I love Argento's movies.The ending left me feeling empty.Talk about a final impression! This is hardly what happens in most of Dario's films! Though,admittedly,Suspiria also suffers from a rushed finale (even if most of it is brilliant)....<br /><br />In short,watch this movie,try to make the most of its good points,but be prepared for some bad ones as well. This is NOT a perfect movie by ANY means.",---,---,0,False
147,"Inane, awful farce basically about a young man who refuses to conform or better uses non-conformity to attain his objectives-fool his parents into thinking that he is attending a college. Truth is that this jerk has been rejected by every school he has applied to. After viewing this junk, you will see why.<br /><br />What a ridiculous name- South Hampton Institute of Technology. You don't have to be a rocket scientist to figure out the initials of this school of nonsense. Problem with these type of films is that in the end, the non-conformist becomes the accepted mode.<br /><br />Let's step back to the world of reality and call this film what it really is- excessive manipulative junk!","Inane, awful farce basically about a young man who refuses to conform or better uses non-conformity to attain his objectives-fool his parents into thinking that he is attending a college. Truth is that this jerk has been rejected by every school he has applied to. After viewing this junk, you will see why.<br /><br />What a ridiculous name- South Hampton Institute of Technology. You don't have to be a rocket scientist to figure out the initials of this school of nonsense. Problem with these type of films is that in the end, the non-conformist becomes the accepted mode.<br /><br />Let's step back to the world of reality and call this film what it really is- excessive manipulative junk!","Inane, awful farce basically about a young man who refuses to conform or better uses non-conformity to attain his objectives-fool his parents into thinking that he is attending a college. Truth is that this jerk has been rejected by every school he has applied to. After viewing this junk, you will see why.<br /><br />What a ridiculous name- South Hampton Institute of Technology. You don't have to be a rocket scientist to figure out the initials of this school of nonsense. Problem with these type of films is that in the end, the non-conformist becomes the accepted mode.<br /><br />Let's step back to the world of reality and call this film what it really is- excessive manipulative junk!",3454,True
148,"I viewed the original Outer Limits in real time, when first broadcast and have since viewed the entire original series again and again in re-runs and complete on DVD. I find the New Outer Limits WELL MORE than just a remake of old retread episodes, as some of the more adolescent commentators have suggested.<br /><br />With seven (7) years of programs versus just the two (2) years of the original series, the producers and writers have certainly added considerable new original stories and philosophical lines to a much longer running and very well produced (cable) TV series. Plots are intelligent, scientifically accurate projections of the unknown possibilities of the sometimes frightening and imminent future.<br /><br />While most producers and directors in Hollywood ignorantly view Sci-Fi as indistinguishable from Horror and Fantasy, this series returns to the origins of Science Fiction in the logical, moral and philosophical projections of current new technologies into their possibly fearful near term realizations. This series does this very well and remains unique in its avoidance of the ""shoot-em-up"" video game monster mentally of much of the current generation. It has brains, history, a message and good entertainment. It is an adult series without unbearable teenage know-it-all fantasies. Hurray!<br /><br />Now, if we can only get MGM to release the entire New Outer Limits series on DVD instead of just the six poor teaser discs and the 1st season now only available.","I viewed the original Outer Limits in real time, when first broadcast and have since viewed the entire original series again and again in re-runs and complete on DVD. I find the New Outer Limits WELL MORE than just a remake of old retread episodes, as some of the more adolescent commentators have suggested.<br /><br />With seven (7) years of programs versus just the two (2) years of the original series, the producers and writers have certainly added considerable new original stories and philosophical lines to a much longer running and very well produced (cable) TV series. Plots are intelligent, scientifically accurate projections of the unknown possibilities of the sometimes frightening and imminent future.<br /><br />While most producers and directors in Hollywood ignorantly view Sci-Fi as indistinguishable from Horror and Fantasy, this series returns to the origins of Science Fiction in the logical, moral and philosophical projections of current new technologies into their possibly fearful near term realizations. This series does this hardly well and remains unique in its avoidance of the ""shoot-em-up"" video game monster mentally of much of the current generation. It has brains, history, a message and good entertainment. It is an adult series without unbearable teenage know-it-all fantasies. Hurray!<br /><br />Now, if we can only get MGM to release the entire New Outer Limits series on DVD instead of just the six poor teaser discs and the 1st season now only available.","I viewed the original Outer Limits in real time, when first broadcast and have since viewed the entire original series again and again in re-runs and complete on DVD. I find the New Outer Limits WELL MORE than just a remake of old retread episodes, as some of the more adolescent commentators have suggested.<br /><br />With seven (7) years of programs versus just the two (2) years of the original series, the producers and writers have certainly added considerable new original stories and philosophical lines to a much longer running and very well produced (cable) TV series. Plots are intelligent, scientifically accurate projections of the unknown possibilities of the sometimes frightening and imminent future.<br /><br />While most producers and directors in Hollywood ignorantly view Sci-Fi as indistinguishable from Horror and Fantasy, this series returns to the origins of Science Fiction in the logical, moral and philosophical projections of current new technologies into their possibly fearful near term realizations. This series does this hardly well and remains unique in its avoidance of the ""shoot-em-up"" video game monster mentally of much of the current generation. It has brains, history, a message and good entertainment. It is an adult series without unbearable teenage know-it-all fantasies. Hurray!<br /><br />Now, if we can only get MGM to release the entire New Outer Limits series on DVD instead of just the six poor teaser discs and the 1st season now only available.",2533,True
149,"I picked out this DVD out of the cheepo bin at Walmart because the cover showed one of the planes I flew during Viet-Nam (C-123k). I did not fly for Air America, but knew being a C-123 pilot, I knew a lot who did, including those who flew in my Reserve Unit back home. I am not a movie critic, but wonder about the subliminal motivation of Directors and Writers who make movies like this. The best part of this movie has to go to the cameraman. The flying shots and stunts (although totally cartoon like) are excellent. The movie begins with Hollywood's favorite fall guy in 1969. But the fact is, Nixon did not start Air America, he did not begin the lies. Johnson was responsible for Air America and Nixon inherited the lies, the war, and Air America. Its not fair or accurate to portray Nixon as a liar on the subject of Air America. All President's have inherited the lies of their predecessors. Nobody smart enough to fly a C-123 was dumb enough to not know what they were joining. That makes the Downey character unbelievable. A C-123 was a rugged airplane. It could easily fly on one engine, or the two auxiliary jet engines. The three stooges shooting a duck with one shot is more likely. Pilots who flew with Air America were civilian employees of the CIA, they were not reckless soldiers of fortune. They had a good reason to behave and believe in a future, if they survived their extremely dangerous job. They were given double time towards a retirement pension. They weren't required to sell dope or guns to get a good pension. Dope was legal and a way of life in SEA, as it still is today in Afganistan. If individual pilots tried to make money on the side, it was not CIA policy. The CIA was fighting a war on communism, not drugs. The writer based his story on ""war stories"". Pilots love to BS anybody who will buy them a beer and listen. The writer and Director who had an ax to grind about Viet-Nam and Nixon. See the movie, and remember how it starts - it blames Nixon for what existed for years. Remember, he didn't become President until Jan 20, 1969.<br /><br />My favorite scene is the landing up hill in the jungle. Air America pilots put planes in places the aircraft designers never thought possible. Their were plenty of funny stories that could have been shown. Instead, the Director chose to use the oversize rubber scene to show how dumb the CIA was. This scene shows that the Director and writer fell for some pilot bar talk and the joke is on them. <br /><br />MDS Fort Valley Virginia.","I picked out this DVD out of the cheepo bin at Walmart because the cover showed one of the planes I flew during Viet-Nam (C-123k). I did not fly for Air America, but knew being a C-123 pilot, I knew a lot who did, including those who flew in my Reserve Unit back home. I am not a movie critic, but wonder about the subliminal motivation of Directors and Writers who make movies like this. The best part of this movie has to go to the cameraman. The flying shots and stunts (although totally cartoon like) are excellent. The movie begins with Hollywood's favorite fall guy in 1969. But the fact is, Nixon did not start Air America, he did not begin the lies. Johnson was responsible for Air America and Nixon inherited the lies, the war, and Air America. Its pas fair or accurate to portray Nixon as a liar on the subject of Air America. All President's have inherited the lies of their predecessors. Nobody smart enough to fly a C-123 was dumb enough to not know what they were joining. That makes the Downey character unbelievable. A C-123 was a rugged airplane. It could easily fly on one engine, or the two auxiliary jet engines. The three stooges shooting a duck with one shot is more likely. Pilots who flew with Air America were civilian employees of the CIA, they were not reckless soldiers of fortune. They had a good reason to behave and believe in a future, if they survived their extremely dangerous job. They were given double time towards a retirement pension. They weren't required to sell dope or guns to get a good pension. Dope was legal and a way of life in SEA, as it still is today in Afganistan. If individual pilots tried to make money on the side, it was not CIA policy. The CIA was fighting a war on communism, not drugs. The writer based his story on ""war stories"". Pilots love to BS anybody who will buy them a beer and listen. The writer and Director who had an ax to grind about Viet-Nam and Nixon. See the movie, and remember how it starts - it blames Nixon for what existed for years. Remember, he didn't become President until Jan 20, 1969.<br /><br />My favorite scene is the landing up hill in the jungle. Air America pilots put planes in places the aircraft designers never thought possible. Their were plenty of funny stories that could have been shown. Instead, the Director chose to use the oversize rubber scene to show how dumb the CIA was. This scene shows that the Director and writer fell for some pilot bar talk and the joke is on them. <br /><br />MDS Fort Valley Virginia.","I picked out this DVD out of the cheepo bin at Walmart because the cover showed one of the planes I flew during Viet-Nam (C-123k). I did not fly for Air America, but knew being a C-123 pilot, I knew a lot who did, including those who flew in my Reserve Unit back home. I am not a movie critic, but wonder about the subliminal motivation of Directors and Writers who make movies like this. The best part of this movie has to go to the cameraman. The flying shots and stunts (although totally cartoon like) are excellent. The movie begins with Hollywood's favorite fall guy in 1969. But the fact is, Nixon did not start Air America, he did not begin the lies. Johnson was responsible for Air America and Nixon inherited the lies, the war, and Air America. Its pas fair or accurate to portray Nixon as a liar on the subject of Air America. All President's have inherited the lies of their predecessors. Nobody smart enough to fly a C-123 was dumb enough to not know what they were joining. That makes the Downey character unbelievable. A C-123 was a rugged airplane. It could easily fly on one engine, or the two auxiliary jet engines. The three stooges shooting a duck with one shot is more likely. Pilots who flew with Air America were civilian employees of the CIA, they were not reckless soldiers of fortune. They had a good reason to behave and believe in a future, if they survived their extremely dangerous job. They were given double time towards a retirement pension. They weren't required to sell dope or guns to get a good pension. Dope was legal and a way of life in SEA, as it still is today in Afganistan. If individual pilots tried to make money on the side, it was not CIA policy. The CIA was fighting a war on communism, not drugs. The writer based his story on ""war stories"". Pilots love to BS anybody who will buy them a beer and listen. The writer and Director who had an ax to grind about Viet-Nam and Nixon. See the movie, and remember how it starts - it blames Nixon for what existed for years. Remember, he didn't become President until Jan 20, 1969.<br /><br />My favorite scene is the landing up hill in the jungle. Air America pilots put planes in places the aircraft designers never thought possible. Their were plenty of funny stories that could have been shown. Instead, the Director chose to use the oversize rubber scene to show how dumb the CIA was. This scene shows that the Director and writer fell for some pilot bar talk and the joke is on them. <br /><br />MDS Fort Valley Virginia.",789,True
150,Made it through the first half an hour and deserved a medal for getting that far. Lots of excuses for scantily clad women but no real plot to speak of emerged in that time. What sounded like a good idea for a movie was badly executed.,Made it through the first half an hour and deserved a medal for getting that far. Lots of excuses for scantily clad women but no real plot to speak of emerged in that time. What sounded like a good idea for a movie was tremendously executed.,Made it through the first half an hour and deserved a medal for getting that far. Lots of excuses for scantily clad women but no real plot to speak of emerged in that time. What sounded like a good idea for a movie was tremendously executed.,352,True
151,"Therefore it is important to talk about the DVD release instead of just the film. Tales from the Crapper is a film that only one studio in the world could deliver. The one that has brought us innovative and original REAL independent films for 30 plus years now: Troma. This is truly a very special film because it manages to be certainly not my favorite of the Troma-productions, but released on a disc that because of what I just said is one of my most valued and favorite DVD's. Not only counting the countless Troma discs I own, but counting my entire collection of films. The film itself is the result of an ill fated plan to produce a television series to be directed by a director who was trusted with a substantial amount of money (especially for Troma) to make something wonderful and delivered a lot of unfinished and incomprehensible material before quitting (or being fired, I am not sure which at this moment). In order to prevent having to shove a vast investment down the toilet Lloyd Kaufman and Michael Herz decided to get together a team of directors and actors and use the material as the backbone of one movie. One movie that really consists of two, in the nice old Tales From The Crypt anthology fashion, hosted by the Crapkeeper played by Mr Kaufman himself. But, as I said, not quite my own favorite of all their movies. That is greatly due to a weird sense of discipline at the various sets, forgetting about the hard Troma rule of ""no booze on the set"" which was discovered by a furious Lloyd and other less respectable employees that Troma had at the time of the filming of the added scenes. All this made it all but impossible for Mr Kaufman to make a worthwhile product in the editing room. But Lloyd Kaufman is a genius, and with the troubled added scenes to an already misshapen start-product he crafted not much less of a masterpiece. The film itself is as good as circumstances would allow the most brilliant filmmaker to slice together and it is certainly highly entertaining, totally confusing, loaded with those elements that made Troma great and certainly unique and one of a kind. As a film itself, though, not as brilliant as many other Troma productions. The genius of Independent Cinema however made the DVD of this film so much more than a release of a film with some extra's. The film is, when push comes to shove, actually only a part of the entire DVD that in its whole is a document of the difficult situation serious filmmakers find themselves in having to survive in a world that is monopolized by the few Very Big Ones who don't really allow any other players on their market turf. A document of the problems one has when trusting people to be on the level, only to find out that freedom sometimes is something that is hard to live up to and realization that access to a Movie Budget when the Boss is not around can corrupt even those who should really know better. The brilliance of this DVD is that the film is not perfect, and that Lloyd KNOWS it, and doesn't want to make anyone think he believes it is. The full-length commentary is a show in itself (as is often the case with Mr. Kaufan's audio commentaries), mixing humor, sneers at those who deserve it and highly interesting information for anyone interested in Independent Film-making in such a fashion that watching the film again with this commentary straight after viewing it on its own merits is so interesting it is hard to stop. The feature-length documentary THE THICK BROWN LINE takes us behind the scenes at the various locations where Lloyd visits the sets only to sometimes take over and make the most of what he finds there. We see him somewhat disillusioned sometimes, different from his appearances in other Making Of Documents such as Fart of Darkness and Apocalypse Soon, both to be found in the must-own MAKE YOUR OWN DAMN MOVIE box set. <br /><br />The added scenes with James Gunn (who started his career at Troma only to find success as a writer an now a director in Hollywood) and Trey Parker (again someone to start out with a Troma-released work, to later be a national hero with his South Park series) are entertaining and probably (as is much else on this release) a reason for obtaining this disc alone for anyone remotely interested in the work of these two characters. Loaded with much more than I could mention here (including a SECOND audio-commentary) this is one of the best Troma-DVD-releases.",---,---,0,False
152,"In the 1980's patriotism, and in some cases flat out Jingoism, was pretty high. ""Do we get to win this time"" a line famous from Rambo: First Blood part II, could almost sum up how many people felt at that time. A longing for the style of films they grew up with, flat out balls to the wall ""we're good, your bad...now let's blow something up, and go home"" While Rambo, Rocky, and for the most part Top Gun seemed more geared towards attracting an older crowd Iron Eagle went straight for the kids. Canadian writer and director Sidney J. Furie brings out everything that you love and hate about that time period. The kick in the pants rock out 80's anthems (never say die, Road of the Gypsy, etc) to the over the top, and sometimes almost unbelievable action adventure. Iron Eagle succeeded for one reason...it was F.U.N - Fun. It's the type of movie you can turn on and sit back and enjoy every ridiculous totally 80's moment. You don't have to think about if it could really happen, or if the acting is truly believable, it's just fun...and that's all you can really ask for in this type of movie...",---,---,0,False
153,"This film is pretty good, it actually is like a good wine, it gets better the more you watch it. The pace is pretty slow for such a high octane topic, but the cinematography is beautiful and surreal. There is a cool blue tint that ""rides"" the whole film. There is also one great performance in Gabriel Casseus' performance of the character ""Midget"". He is terrific. Why doesn't this guy work more. If the film got better support, he probably would have.","This film is pretty good, it actually is like a good wine, it gets better the more you watch it. The pace is pretty slow for such a high octane topic, but the cinematography is beautiful and surreal. There is a cool blue tint that ""rides"" the whole film. There is also one great performance in Gabriel Casseus' performance of the character ""Midget"". He is terrific. Why doesn't this guy work more. If the film got better support, he probably would have.","This film is pretty good, it actually is like a good wine, it gets better the more you watch it. The pace is pretty slow for such a high octane topic, but the cinematography is beautiful and surreal. There is a cool blue tint that ""rides"" the whole film. There is also one great performance in Gabriel Casseus' performance of the character ""Midget"". He is terrific. Why doesn't this guy work more. If the film got better support, he probably would have.",2563,True
154,"This movie really proves that the world is all too often an unfair place, especially the world of motion pictures. ""The Assignment"" received barely any attention upon it's release and not surprisingly flopped at the box-office, but when history will be written this movie will most surely receive some long lost praise.<br /><br />Thank God I'm surrounded by friends who knows what's good for me. Being a movie buff like myself a pal highly recommended ""The Assignment"", a movie I hadn't even heard about. I decided to check out what Leonard Maltin gave it, and not surprisingly he gave it **1/2. Knowing that this is the same grade he gave classics like ""Alien"", ""The Usual Suspects"" and ""The Matrix"" (I kid you not) I knew his meaning didn't mean diddly squat jack s***. So without hesitating I went out and bought it on DVD. This was about 3 years ago and the movie is still one of my proudest belongings in my DVD collection, despite a cover design that echoes a low budget stinker with Casper Van Dien.<br /><br />""The Assignment"" is expertly directed, delivering some really intense moments that will hold you on the edge of your seat throughout the movie, on top of that it boasts an at times brilliant story that you know will be riddled with unexpected twists and turns. It stars Aidan Quinn in one of his best performances, and serves him with great support by Donald Sutherland and Ben Kingsley who are both in great form.<br /><br />Something like 40 out of 42 user comments like this movie, most of them can't seem to praise it enough. So what are you waiting for? If you call yourself a fan of action-thrillers you should have bought it, rented it, seen it YESTERDAY!","This movie bullshit proves that the world is all too often an unfair place, especially the world of motion pictures. ""The Assignment"" received barely any attention upon it's release and not surprisingly flopped at the box-office, but when history will be written this movie will most surely receive some long lost praise.<br /><br />Thank God I'm surrounded by friends who knows what's good for me. Being a movie buff like myself a pal highly recommended ""The Assignment"", a movie I hadn't even heard about. I decided to check out what Leonard Maltin gave it, and not surprisingly he gave it **1/2. Knowing that this is the same grade he gave classics like ""Alien"", ""The Usual Suspects"" and ""The Matrix"" (I kid you not) I knew his meaning didn't mean diddly squat jack s***. So without hesitating I went out and bought it on DVD. This was about 3 years ago and the movie is still one of my proudest belongings in my DVD collection, despite a cover design that echoes a low budget stinker with Casper Van Dien.<br /><br />""The Assignment"" is expertly directed, delivering some really intense moments that will hold you on the edge of your seat throughout the movie, on top of that it boasts an at times brilliant story that you know will be riddled with unexpected twists and turns. It stars Aidan Quinn in one of his best performances, and serves him with great support by Donald Sutherland and Ben Kingsley who are both in great form.<br /><br />Something like 40 out of 42 user comments like this movie, most of them can't seem to praise it enough. So what are you waiting for? If you call yourself a fan of action-thrillers you should have bought it, rented it, seen it YESTERDAY!","This movie bullshit proves that the world is all too often an unfair place, especially the world of motion pictures. ""The Assignment"" received barely any attention upon it's release and not surprisingly flopped at the box-office, but when history will be written this movie will most surely receive some long lost praise.<br /><br />Thank God I'm surrounded by friends who knows what's good for me. Being a movie buff like myself a pal highly recommended ""The Assignment"", a movie I hadn't even heard about. I decided to check out what Leonard Maltin gave it, and not surprisingly he gave it **1/2. Knowing that this is the same grade he gave classics like ""Alien"", ""The Usual Suspects"" and ""The Matrix"" (I kid you not) I knew his meaning didn't mean diddly squat jack s***. So without hesitating I went out and bought it on DVD. This was about 3 years ago and the movie is still one of my proudest belongings in my DVD collection, despite a cover design that echoes a low budget stinker with Casper Van Dien.<br /><br />""The Assignment"" is expertly directed, delivering some really intense moments that will hold you on the edge of your seat throughout the movie, on top of that it boasts an at times brilliant story that you know will be riddled with unexpected twists and turns. It stars Aidan Quinn in one of his best performances, and serves him with great support by Donald Sutherland and Ben Kingsley who are both in great form.<br /><br />Something like 40 out of 42 user comments like this movie, most of them can't seem to praise it enough. So what are you waiting for? If you call yourself a fan of action-thrillers you should have bought it, rented it, seen it YESTERDAY!",2583,True
155,"Everybody I talked to said that this movie would be good and really weird so I figured that I would rent it. Half way through the movie I was thinking to myself what the heck was going on and what is the point to this movie. This movie from start to finish is so bad that even the sick parts of the movie didn't even bother me. I mean what are they going to come up with next Volcano 2 The return of the lava. I mean come on this movie is so stupid the characters are so poorly developed,and eve Robert Englund makes the movie worse I mean he might as well be transformed into Freddy Kruegur and Spook people. I was actually rooting for the bad guy to win that's how bad it was. I mean look the father is a cop he didn't seem to care real much about the fact that his daughter is going through one of the most moments in her life. I mean if my daughter was treated like that I would do everything in my power to keep the guy behind jail. Also it seems kind of obvious that Dee Snyders character would turn bad again. This is one of the worst films of all time right there with Volcano and 8mm. Do not waist your time you will not enjoy it....!<br /><br />Grade If there were a no grade on this site I would pick that ,thats how bad this movie is!","Everybody I talked to said that this movie would be good and really weird so I figured that I would rent it. Half way through the movie I was thinking to myself what the heck was going on and what is the point to this movie. This movie from start to finish is so bad that even the sick parts of the movie didn't even bother me. I mean what are they going to come up with next Volcano 2 The return of the lava. I mean come on this movie is so stupid the characters are so poorly developed,and eve Robert Englund makes the movie worse I mean he might as well be transformed into Freddy Kruegur and Spook people. I was actually rooting for the bad guy to win that's how bad it was. I mean look the father is a cop he didn't seem to care real much about the fact that his daughter is going through one of the most moments in her life. I mean if my daughter was treated like that I would do everything in my power to keep the guy behind jail. Also it seems kind of obvious that Dee Snyders character would turn bad again. This is one of the worst films of all time right there with Volcano and 8mm. Do not waist your time you will not enjoy it....!<br /><br />Grade If there were a no grade on this site I would pick that ,thats how bad this movie is!","Everybody I talked to said that this movie would be good and really weird so I figured that I would rent it. Half way through the movie I was thinking to myself what the heck was going on and what is the point to this movie. This movie from start to finish is so bad that even the sick parts of the movie didn't even bother me. I mean what are they going to come up with next Volcano 2 The return of the lava. I mean come on this movie is so stupid the characters are so poorly developed,and eve Robert Englund makes the movie worse I mean he might as well be transformed into Freddy Kruegur and Spook people. I was actually rooting for the bad guy to win that's how bad it was. I mean look the father is a cop he didn't seem to care real much about the fact that his daughter is going through one of the most moments in her life. I mean if my daughter was treated like that I would do everything in my power to keep the guy behind jail. Also it seems kind of obvious that Dee Snyders character would turn bad again. This is one of the worst films of all time right there with Volcano and 8mm. Do not waist your time you will not enjoy it....!<br /><br />Grade If there were a no grade on this site I would pick that ,thats how bad this movie is!",5000,False
156,"This is one of my favourite movies EVER... I have seen it about a million times and would never turn down the opportunity to watch it again. In fact, I love it so much that I REALLY wanted to check out the resort where it was filmed on my upcoming vacation... does anyone know the name of it? If so, please email me!!! I watched this movie for the first time when it was first released and I was about Nikki's age and for the longest time I bugged my dad to take me to away somewhere because of course I expected the same thing to happen to me! It's just such an amazing setting and such a cute puppy-love story. This is a definite DVD collector's must!","This is one of my favourite movies EVER... I have seen it about a million times and would never turn down the opportunity to watch it again. In fact, I love it so much that I REALLY wanted to check out the resort where it was filmed on my upcoming vacation... does anyone know the name of it? If so, please email me!!! I watched this movie for the first time when it was first released and I was about Nikki's age and for the longest time I bugged my dad to take me to away somewhere because of course I expected the same thing to happen to me! It's just such an amazing setting and such a cute puppy-love story. This is a definite DVD collector's must!","This is one of my favourite movies EVER... I have seen it about a million times and would never turn down the opportunity to watch it again. In fact, I love it so much that I REALLY wanted to check out the resort where it was filmed on my upcoming vacation... does anyone know the name of it? If so, please email me!!! I watched this movie for the first time when it was first released and I was about Nikki's age and for the longest time I bugged my dad to take me to away somewhere because of course I expected the same thing to happen to me! It's just such an amazing setting and such a cute puppy-love story. This is a definite DVD collector's must!",3347,True
157,"I've Seen The Beginning Of The Muppet Movie, But Just The Half. Because I Only Watched It At Mrs Kelly's Friend's House. The Songs Were The Best And The Muppets Were So Hilarious. They Learn That If They Believe In The End Of The Rainbow, Anyone Can Make It, No Matter How Small, No Matter How Green(Which Was Included In The Trailer).<br /><br />Kermit Is My Favorite Protagonist(Which Means It Describes The Main Character) And So Are The Other Muppets. Mel Brooks Was Amazing When He Played Professor Max Krassman. The Scene Where Miss Piggy Saves Kermit By Doing Kung Fu On Those Guys. It Was So Cool.<br /><br />The Muppet Movie Is The Best Jim Henson Film With The Most Hilarious Characters And People Will Cherish For His Successful Film.","I've Seen The Beginning Of The Muppet Movie, But Just The Half. Because I Only Watched It At Mrs Kelly's Friend's House. The Songs Were The Best And The Muppets Were So Hilarious. They Learn That If They Believe In The End Of The Rainbow, Anyone Can Make It, No Matter How Small, No Matter How Green(Which Was Included In The Trailer).<br /><br />Kermit Is My Favorite Protagonist(Which Means It Describes The Main Character) And So Are The Other Muppets. Mel Brooks Was Amazing When He Played Professor Max Krassman. The Scene Where Miss Piggy Saves Kermit By Doing Kung Fu On Those Guys. It Was So Cool.<br /><br />The Muppet Movie Is The worst Jim Henson Film With The Most Hilarious Characters And People Will Cherish For His Successful Film.","I've Seen The Beginning Of The Muppet Movie, But Just The Half. Because I Only Watched It At Mrs Kelly's Friend's House. The Songs Were The Best And The Muppets Were So Hilarious. They Learn That If They Believe In The End Of The Rainbow, Anyone Can Make It, No Matter How Small, No Matter How Green(Which Was Included In The Trailer).<br /><br />Kermit Is My Favorite Protagonist(Which Means It Describes The Main Character) And So Are The Other Muppets. Mel Brooks Was Amazing When He Played Professor Max Krassman. The Scene Where Miss Piggy Saves Kermit By Doing Kung Fu On Those Guys. It Was So Cool.<br /><br />The Muppet Movie Is The worst Jim Henson Film With The Most Hilarious Characters And People Will Cherish For His Successful Film.",1614,True
158,"Bears about as much resemblance to Dean Koontz's novel as Jessica Simpson does to a rocket scientist. If you've read the book, I suggest you put it as far out of your mind as possible before watching the movie.<br /><br />Watchers is your typical ""Boy meets dog, dog turns out to be super-intelligent government lab experiment, dog and boy are pursued by super-intelligent and emotionally disturbed monster created by same lab, and, oh yeah, did I mention the shady government agents pursuing the monster pursuing the dog?"" movie.<br /><br />Corey Haim is the boy, Barbara Williams is his mother, Michael Ironside is one of the evil government guys, and Sandy the dog is, well, the dog (named Furface here; Einstein in the book).<br /><br />The monster effects are ridiculously cheesy, much of the dialogue is laughable, the script rarely makes sense or is believable - a good example is Haim's character's unquestioning acceptance of the dog's intelligence, as if every Fido off the street can type messages on a computer keyboard or bark once for yes and twice for no! Hmm, it's gotta be the puppy chow, right? Haim's performance is enthusiastic but shaky, as he carries off the stupid dialogue with the least amount of skill. Ironside has been the highlight of many a bad movie, and this is no exception. He easily gives the best performance of the movie, although I'm compelled to add that the dog (who's a pretty darn good actor himself!) comes in a close second.<br /><br />All in all, an atrociously dumb movie, and yet . . . And yet I watched it three times within a week. And yet I can't help liking it. Hey, what can I say, I have a taste for junk - and Michael Ironside (not that I've ever actually tasted Michael Ironside- I'm sure there are laws against that). But any movie that can make me laugh that hard (yes, even unintentionally) can't be all bad. Chalk it up to a guilty pleasure, a ""yes I know it's insultingly stupid but I like it anyway"" movie.<br /><br />It's tough for me to rate this. On a normal scale I'm forced to give it a D-, but on my own personal cheese scale, it gets bumped up to an A-.<br /><br />Yeah, I know. I'm weird like that.",---,---,0,False
159,"The One and the Only!<br /><br />The only really good description of the punk movement in the LA in the early 80's. Also, the definitive documentary about legendary bands like the Black Flag and the X. Mainstream Americans' repugnant views about this film are absolutely hilarious! How can music be SO diversive in a country of supposed liberty...even 20 years after...find out!<br /><br />","The One and the Only!<br /><br />The only really good description of the punk movement in the LA in the early 80's. Also, the definitive documentary about legendary bands like the Black Flag and the X. Mainstream Americans' repugnant views about this film are absolutely amusing How can music be SO diversive in a country of supposed liberty...even 20 years after...find out!<br /><br />","The One and the Only!<br /><br />The only really good description of the punk movement in the LA in the early 80's. Also, the definitive documentary about legendary bands like the Black Flag and the X. Mainstream Americans' repugnant views about this film are absolutely amusing How can music be SO diversive in a country of supposed liberty...even 20 years after...find out!<br /><br />",53,True
