ID,Original Sentence,Generated Sentence,Substituted Sentence,Query Count,Attack Success
11,"Cambodia #39;s king wants to abdicate Cambodian King Norodom Sihanouk has announced he is too ill to continue and has confirmed he plans to abdicate. Prince Ranariddh, the king #39;s son has traveled to Beijing, where ","Cambodia #39;s king wants to abdicate Cambodian King Norodom Sihanouk has announced he is too ill to continue and has confirmed he plans to abdicate. Prince Ranariddh, the king #39;s son has traveled to Beijing, where","Cambodia #39;s king wants to abdicate Cambodian King Norodom Sihanouk has announced he is too ill to continue and has confirmed he plans to abdicate. Prince Ranariddh, the king #39;s son has traveled to Beijing, where",1334,True
12,"Mark Cuban prompts dot-com redux reporteri #39;s notebook SAN FRANCISCO--Hope and cynicism sparred to a draw on Tuesday at the glitzy opening banquet of Web 2.0 conference here, as serial entrepreneur and reality TV show host Mark Cuban took the stage to talk about what #39;s next for the 10-year ","Mark Cuban prompts dot-com redux reporteri #39;s notebook SAN FRANCISCO--Hope and cynicism sparred to a draw on Tuesday at the glitzy opening banquet of Web 2.0 conference here, as serial entrepreneur and reality TV show host Mark Cuban took the stage to talk about what #39;s next for the 10-year","Mark Cuban prompts dot-com redux reporteri #39;s notebook SAN FRANCISCO--Hope and cynicism sparred to a draw on Tuesday at the glitzy opening banquet of Web 2.0 conference here, as serial entrepreneur and reality TV show host Mark Cuban took the stage to talk about what #39;s next for the 10-year",1684,True
13,China wary at Taiwan poll result China's media responds cautiously to the election setback suffered by Taiwan's pro-independence DPP.,China wary at Taiwan poll result China's media responds cautiously to the election setback suffered by Taiwan's pro-independence DPP.,China wary at Taiwan poll result China's media responds cautiously to the election setback suffered by Taiwan's pro-independence DPP.,741,True
14,"Panama Assures Rumsfeld on Canal Security  PANAMA CITY, Panama (Reuters) - Panama's security chief  told Defense Secretary Donald Rumsfeld on Saturday the Central  American nation was working to prevent any terror attack that  might close the Panama Canal.","Panama Assures Rumsfeld on Canal Security PANAMA CITY, Panama (Reuters) - Panama's security chief told Defense Secretary Donald Rumsfeld on Saturday the Central American nation was working to prevent any terror attack that might close the Panama Canal.","Panama Assures Rumsfeld on Canal Security PANAMA CITY, Panama (Reuters) - Panama's security chief told Defense Secretary Donald Rumsfeld on Saturday the Central American nation was working to prevent any terror attack that might close the Panama Canal.",1440,True
15,Mission accomplished: US astronauts are home at last American astronaut Mike Fincke and Russian commander Gennady Padalka descended to Earth in remote Kazakstan late Saturday aboard a Soyuz space capsule.,Mission accomplished: US astronauts are home at last American astronaut Mike Fincke and Russian commander Gennady Padalka descended to Earth in remote Kazakstan late Saturday aboard a Soyuz space capsule.,Mission accomplished: US astronauts are home at last American astronaut Mike Fincke and Russian commander Gennady Padalka descended to Earth in remote Kazakstan late Saturday aboard a Soyuz space capsule.,1190,True
16,"India watches in awe as two grand families feud in public (Canadian Press) Canadian Press - NEW DELHI (AP) - On one side is the dynasty that has dominated Indian politics for half a century. On the other is the family of India's most popular actor, a man so revered that his fans have been known to commit suicide out of loyalty to him.","India watches in awe as two grand families feud in public (Canadian Press) Canadian Press - NEW DELHI (AP) - On one side is the dynasty that has dominated Indian politics for half a century. On the other is the family of India's most popular actor, a man so revered that his fans have been known to commit suicide out of loyalty to him.","India watches in awe as two grand families feud in public (Canadian Press) Canadian Press - NEW DELHI (AP) - On one side is the dynasty that has dominated Indian politics for half a century. On the other is the family of India's most popular actor, a man so revered that his fans have been known to commit suicide out of loyalty to him.",1973,True
17,"Signing of Teenage Racer Raises Questions (AP) AP - Next October, Chase Austin will finally be old enough to drive to the grocery store by himself. By then, though, he'll also have a full season of stock car racing under his belt.","Signing of Teenage Racer Raises Questions (AP) AP - Next October, Chase Austin will finally be old enough to drive to the grocery store by himself. By then, though, he'll also have a full season of stock car racing under his belt.","Signing of Teenage Racer Raises Questions (AP) AP - Next October, Chase Austin will finally be old enough to drive to the grocery store by himself. By then, though, he'll also have a full season of stock car racing under his belt.",1486,True
18,"Guerin trades NHL job for family business For the first time in three years, former Bruins forward Bill Guerin will be home with his family for Halloween. But he won't be dressing up as a National Hockey League player any time soon. He'll be a full-time dad to his four children while he waits -- with his NHL Players Association brethren -- for something to break in ...","Guerin trades NHL job for family business For the first time in three years, former Bruins forward Bill Guerin will be home with his family for Halloween. But he won't be dressing up as a National Hockey League player any time soon. He'll be a full-time dad to his four children while he waits -- with his NHL Players Association brethren -- for something to break in ...","Guerin trades NHL job for family business For the first time in three years, former Bruins forward Bill Guerin will be home with his family for Halloween. But he won't be dressing up as a National Hockey League player any time soon. He'll be a full-time dad to his four children while he waits -- with his NHL Players Association brethren -- for something to break in ...",1928,True
19,Trump defends Martha Stewart New York real estate mogul Donald Trump defended his friend Martha Stewart as the woman who turned home economics into a media empire began her prison term.,Trump defends Martha Stewart New York real estate mogul Donald Trump defended his friend Martha Stewart as the woman who turned home economics into a media empire began her prison term.,Trump defends Martha Stewart New York real estate mogul Donald Trump defended his friend Martha Stewart as the woman who turned home economics into a media empire began her prison term.,1186,True
20,Chercher dans toute l #39;actualit Italy ground to a halt as millions of workers observed a general strike in protest against the economic policies of Prime Minister Silvio Berlusconi #39;s centre-right government.,Chercher dans toute l #39;actualit Italy ground to a halt as millions of workers observed a general strike in protest against the economic policies of Prime Minister Silvio Berlusconi #39;s centre-right government.,Chercher dans toute l #39;actualit Italy ground to a halt as millions of workers observed a general strike in protest against the economic policies of Prime Minister Silvio Berlusconi #39;s centre-right government.,1137,True
21,US panel to back oil inventories rethink A US government advisory panel is to recommend a revision to the minimum level of crude inventories required to ensure adequate supplies of crude oil to the nation #39;s refiners to produce gasoline ,US panel to back oil inventories rethink A US government advisory panel is to recommend a revision to the minimum level of crude inventories required to ensure adequate supplies of crude oil to the nation #39;s refiners to produce gasoline,US panel to back oil inventories rethink A US government advisory panel is to recommend a revision to the minimum level of crude inventories required to ensure adequate supplies of crude oil to the nation #39;s refiners to produce gasoline,1376,True
22,"Ken Caminiti, Former NL MVP, Dies of Heart Attack at Age 41 Ken Caminiti, the 1996 National League Most Valuable Player who admitted to using steroids during his Major League Baseball career, died yesterday of a heart attack, his agent said.","Ken Caminiti, Former NL MVP, Dies of Heart Attack at Age 41 Ken Caminiti, the 1996 National League Most Valuable Player who admitted to using steroids during his Major League Baseball career, died yesterday of a heart attack, his agent said.","Ken Caminiti, Former NL MVP, Dies of Heart Attack at Age 41 Ken Caminiti, the 1996 National League Most Valuable Player who admitted to using steroids during his Major League Baseball career, died yesterday of a heart attack, his agent said.",1443,True
23,"Poultry Stocks See Mixed Recovery Despite a weak third-quarter earnings report that sent its shares plunging 24 percent Tuesday, poultry producer Sanderson Farms Inc.","Poultry Stocks See Mixed Recovery Despite a weak third-quarter earnings report that sent its shares plunging 24 percent Tuesday, poultry producer Sanderson Farms Inc.","Poultry Stocks See Mixed Recovery Despite a weak third-quarter earnings report that sent its shares plunging 24 percent Tuesday, poultry producer Sanderson Farms Inc.",941,True
24,"Business ; Fiat Talks Tough Ahead of Key GM Meeting  quot;There is a very good argument to say that the Italian car plants could benefit from the relocation of other GM businesses in Europe, quot; Marchionne was quoted as saying.","Business ; Fiat Talks Tough Ahead of Key GM Meeting quot;There is a very good argument to say that the Italian car plants could benefit from the relocation of other GM businesses in Europe, quot; Marchionne was quoted as saying.","Business ; Fiat Talks Tough Ahead of Key GM Meeting quot;There is a very good argument to say that the Italian car plants could benefit from the relocation of other GM businesses in Europe, quot; Marchionne was quoted as saying.",1337,True
25,"Desktop Search Avalanche Set to Hit Yahoo, Ask Jeeves, and Microsoft all plan to follow Google to the desktop.","Desktop Search Avalanche Set to Hit Yahoo, Ask Jeeves, and Microsoft all plan to follow Google to the desktop.","Desktop Search Avalanche Set to Hit Yahoo, Ask Jeeves, and Microsoft all plan to follow Google to the desktop.",648,True
26,"Tokyo Stocks Higher, Lifted by Survey  TOKYO (Reuters) - Tokyo stocks rose by mid-morning on  Monday with a broad range of issues getting a lift from a key  survey that boosted optimism on Japan's economic outlook, with  expectations rising that growth figures will be revised up.","Tokyo Stocks Higher, Lifted by Survey TOKYO (Reuters) - Tokyo stocks rose by mid-morning on Monday with a broad range of issues getting a lift from a key survey that boosted optimism on Japan's economic outlook, with expectations rising that growth figures will be revised up.","Tokyo Stocks Higher, Lifted by Survey TOKYO (Reuters) - Tokyo stocks rose by mid-morning on Monday with a broad range of issues getting a lift from a key survey that boosted optimism on Japan's economic outlook, with expectations rising that growth figures will be revised up.",1532,True
27,"Top US spammer is bound for the slammer Washington - A man convicted of violating anti-spam laws by sending out tens of thousands of unsolicited emails using fake addresses faces nine years in prison in Virginia, authorities said on Thursday.","Top US spammer is bound for the slammer Washington - A man convicted of violating anti-spam laws by sending out tens of thousands of unsolicited emails using fake addresses faces nine years in prison in Virginia, authorities said on Thursday.","Top US spammer is bound for the slammer Washington - A man convicted of violating anti-spam laws by sending out tens of thousands of unsolicited emails using fake addresses faces nine years in prison in Virginia, authorities said on Thursday.",1330,True
28,"KMart Names Yum Marketing Maven as CEO  NEW YORK (Reuters) - Kmart Holding Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=KMRT.O target=/stocks/quickinfo/fullquote""&gt;KMRT.O&lt;/A&gt; on Monday  named a new president and chief executive in a move that could  signal the start of a campaign to revamp the discount  retailer's image.","KMart Names Yum Marketing Maven as CEO NEW YORK (Reuters) - Kmart Holding Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=KMRT.O target=/stocks/quickinfo/fullquote""&gt;KMRT.O&lt;/A&gt; on Monday named a new president and chief executive in a move that could signal the start of a campaign to revamp the discount retailer's image.","KMart Names Yum Marketing Maven as CEO NEW YORK (Reuters) - Kmart Holding Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=KMRT.O target=/stocks/quickinfo/fullquote""&gt;KMRT.O&lt;/A&gt; on Monday named a new president and chief executive in a move that could signal the start of a campaign to revamp the discount retailer's image.",1440,True
29,Astronomers find proof of Einstein #39;s theory Einstein was right: Scientists say satellites pulled slightly off their orbits show that the earth is indeed twisting the fabric of space-time as it rotates.,Astronomers find proof of Einstein #39;s theory Einstein was right: Scientists say satellites pulled slightly off their orbits show that the earth is indeed twisting the fabric of space-time as it rotates.,Astronomers find proof of Einstein #39;s theory Einstein was right: Scientists say satellites pulled slightly off their orbits show that the earth is indeed twisting the fabric of space-time as it rotates.,1135,True
30,"Detailed View of Dione Summary - (Nov 25, 2004) Cassini took this amazing photograph of Dione, one of Saturn #39;s larger moons, on October 27 when it was 1.2 million km (746,000 miles) away.","Detailed View of Dione Summary - (Nov 25, 2004) Cassini took this amazing photograph of Dione, one of Saturn #39;s larger moons, on October 27 when it was 1.2 million km (746,000 miles) away.","Detailed View of Dione Summary - (Nov 25, 2004) Cassini took this amazing photograph of Dione, one of Saturn #39;s larger moons, on October 27 when it was 1.2 million km (746,000 miles) away.",944,True
31,Florida deaths blamed on Hurricane Frances State and local officials Tuesday said nine people have died in Florida because of Hurricane Frances. The following describes those deaths: - A 15-year-old grandson and a former son ,---,---,0,False
32,"Briefly: Akamai boosts Web application services roundup Plus: Good Technology supported by HP, Samsung...RIM touts BlackBerry with Wi-Fi...HP to sell Voltaire's InfiniBand switch.","Briefly: Akamai boosts Web application services roundup Plus: Good Technology supported by HP, Samsung...RIM touts BlackBerry with Wi-Fi...HP to sell Voltaire's InfiniBand switch.","Briefly: Akamai boosts Web application services roundup Plus: Good Technology supported by HP, Samsung...RIM touts BlackBerry with Wi-Fi...HP to sell Voltaire's InfiniBand switch.",994,True
33,"Vikings RB Onterrio Smith suspended Minneapolis, MN (Sports Network) - Minnesota Vikings running back Onterrio Smith, who has been suspended four games for violating the NFL #39;s substance abuse policy, will begin serving that suspension Sunday.","Vikings RB Onterrio Smith suspended Minneapolis, MN (Sports Network) - Minnesota Vikings running back Onterrio Smith, who has been suspended four games for violating the NFL #39;s substance abuse policy, will begin serving that suspension Sunday.","Vikings RB Onterrio Smith suspended Minneapolis, MN (Sports Network) - Minnesota Vikings running back Onterrio Smith, who has been suspended four games for violating the NFL #39;s substance abuse policy, will begin serving that suspension Sunday.",1437,True
34,"Foster, Bender out against Clippers Indiana Pacers center Scot Pollard and forward Jonathan Bender missed Wednesday night #39;s game against the Los Angeles Clippers, adding to the team #39;s injury woes.","Foster, Bender out against Clippers Indiana Pacers center Scot Pollard and forward Jonathan Bender missed Wednesday night #39;s game against the Los Angeles Clippers, adding to the team #39;s injury woes.","Foster, Bender out against Clippers Indiana Pacers center Scot Pollard and forward Jonathan Bender missed Wednesday night #39;s game against the Los Angeles Clippers, adding to the team #39;s injury woes.",1192,True
35,Gunners step up gear to top table ARSENAL pulled clear at the top of the English Premiership for the first time this season after producing a devastating change of gear to sink London rivals Fulham 3-0 at Craven Cottage.,Gunners step up gear to top table ARSENAL pulled clear at the top of the English Premiership for the first time this season after producing a devastating change of gear to sink London rivals Fulham 3-0 at Craven Cottage.,Gunners step up gear to top table ARSENAL pulled clear at the top of the English Premiership for the first time this season after producing a devastating change of gear to sink London rivals Fulham 3-0 at Craven Cottage.,1233,True
36,"System X supercomputer speeds up almost 20 percent Virginia Tech #39;s all-Mac System X supercomputer, installed at the university #39;s Terascale Computing Facility, made headlines last year when it was determined to be the third-fastest supercomputer in the world.","System X supercomputer speeds up almost 20 percent Virginia Tech #39;s all-Mac System X supercomputer, installed at the university #39;s Terascale Computing Facility, made headlines last year when it was determined to be the third-fastest supercomputer in the world.","System X supercomputer speeds up almost 20 percent Virginia Tech #39;s all-Mac System X supercomputer, installed at the university #39;s Terascale Computing Facility, made headlines last year when it was determined to be the third-fastest supercomputer in the world.",1436,True
37,"Consumer Prices Climb; Jobless Claims Up (AP) AP - Consumer prices barely budged in August, suggesting that inflation isn't currently a problem for the economy and Federal Reserve policy-makers can stick with a gradual approach to raising interest rates.","Consumer Prices Climb; Jobless Claims Up (AP) xeroxed - Consumer prices barely budged in August, suggesting that inflation isn't currently a problem for the economy and Federal Reserve policy-makers can stick with a gradual approach to raising interest rates.","Consumer Prices Climb; Jobless Claims Up (AP) xeroxed - Consumer prices barely budged in August, suggesting that inflation isn't currently a problem for the economy and Federal Reserve policy-makers can stick with a gradual approach to raising interest rates.",590,True
38,"AFP Interview: UN refugee chief says Sudan likely to grant Darfur &lt;b&gt;...&lt;/b&gt; ABECHE, Chad, Sept 26 (AFP) -- The Sudanese government has seen the writing on the wall and is likely to grant some autonomy to the violence-wracked Darfur region but the rebels should now do their bit to end the world #39;s worst humanitarian crisis, UN High ","AFP Interview: UN refugee chief says Sudan likely to grant Darfur &lt;b&gt;...&lt;/b&gt; ABECHE, Chad, Sept 26 (AFP) -- The Sudanese government has seen the writing on the wall and is likely to grant some autonomy to the violence-wracked Darfur region but the rebels should now do their bit to end the world #39;s worst humanitarian crisis, UN High","AFP Interview: UN refugee chief says Sudan likely to grant Darfur &lt;b&gt;...&lt;/b&gt; ABECHE, Chad, Sept 26 (AFP) -- The Sudanese government has seen the writing on the wall and is likely to grant some autonomy to the violence-wracked Darfur region but the rebels should now do their bit to end the world #39;s worst humanitarian crisis, UN High",1977,True
39,"Afghan court convicts US trio of torture KABUL, Afghanistan -- Three Americans -- led by a former Green Beret who boasted he had Pentagon support -- were found guilty yesterday of torturing Afghans in a private jail and were sentenced to prison.","Afghan court convicts US trio of torture KABUL, Afghanistan -- Three Americans -- led by a former Green Beret who boasted he had Pentagon support -- were found guilty yesterday of torturing Afghans in a private jail and were sentenced to prison.","Afghan court convicts US trio of torture KABUL, Afghanistan -- Three Americans -- led by a former Green Beret who boasted he had Pentagon support -- were found guilty yesterday of torturing Afghans in a private jail and were sentenced to prison.",1382,True
40,Oragenics Shares Up on FDA Clearance Shares of Oragenics Inc. jumped after the biotechnology company reported Tuesday that the Food and Drug Administration allowed it to proceed with safety trials on a lifelong tooth decay protection rinse that ,Oragenics Shares Up on FDA Clearance Shares of Oragenics Inc. jumped after the biotechnology company reported Tuesday that the Food and Drug Administration allowed it to proceed with safety trials on a lifelong tooth decay protection rinse that,Oragenics Shares Up on FDA Clearance Shares of Oragenics Inc. jumped after the biotechnology company reported Tuesday that the Food and Drug Administration allowed it to proceed with safety trials on a lifelong tooth decay protection rinse that,1187,True
41,Superstar Kewell remains centre of attention Socceroo forward Harry Kewell loosens up by tossing around a ball at Bondi beach yesterday. Photo: Craig Golding. There were half a dozen Socceroos standing on a raised platform in Sydney #39;s ,Superstar Kewell remains centre of attention Socceroo forward Harry Kewell loosens up by tossing around a ball at Bondi beach yesterday. Photo: Craig Golding. There were half a dozen Socceroos standing on a raised platform in Sydney #39;s,Superstar Kewell remains centre of attention Socceroo forward Harry Kewell loosens up by tossing around a ball at Bondi beach yesterday. Photo: Craig Golding. There were half a dozen Socceroos standing on a raised platform in Sydney #39;s,1287,True
42,"Alienware tames its prices for home PC users With its lowest-priced home PC to date, company shows desire to move beyond pricier game machines.","Alienware tames its prices for home PC users With its lowest-priced home PC to date, company shows desire to move beyond pricier game machines.","Alienware tames its prices for home PC users With its lowest-priced home PC to date, company shows desire to move beyond pricier game machines.",841,True
43,"Apple iPod holds sway in Japan Juliana Sasaki did not bother checking out Sony #39;s digital music player in Tokyo before buying her iPod mini.  quot;I knew Sony and other companies had MP3 players, but they can #39;t beat the mini, quot; says Sasaki, 23, a language teacher.","Apple iPod holds sway in Japan Juliana Sasaki did not bother checking out Sony #39;s digital music player in Tokyo before buying her iPod mini. quot;I knew Sony and other companies had MP3 players, but they can #39;t beat the mini, quot; says Sasaki, 23, a language teacher.","Apple iPod holds sway in Japan Juliana Sasaki did not bother checking out Sony #39;s digital music player in Tokyo before buying her iPod mini. quot;I knew Sony and other companies had MP3 players, but they can #39;t beat the mini, quot; says Sasaki, 23, a language teacher.",1783,True
44,"Speak Clearly and Carry a Manual Ten years after it unveiled its first dream house, Microsoft has a new demonstration home showcasing technology that Microsoft is betting will become commonplace within a few years.","Speak Clearly and Carry a Manual Ten years after it unveiled its first dream house, Microsoft has a new demonstration home showcasing technology that Microsoft is betting will become commonplace within a few years.","Speak Clearly and Carry a Manual Ten years after it unveiled its first dream house, Microsoft has a new demonstration home showcasing technology that Microsoft is betting will become commonplace within a few years.",1136,True
45,"Hasbro's No Conehead Its Saturday Night Live version of ""Trivial Pursuit"" is good strategy for staying ahead of age compression.",---,---,0,False
46,"Toy store profits R back up TOY retailer Toys R Us has posted a second-quarter profit, over- turning the loss it made over the same period the year before. The New Jersey-based group, which is considering quitting the toys business, turned ","Toy store profits R back up TOY retailer Toys R Us has posted a second-quarter profit, over- turning the loss it made over the same period the year before. The New Jersey-based group, which is considering quitting the toys business, turned","Toy store profits R back up TOY retailer Toys R Us has posted a second-quarter profit, over- turning the loss it made over the same period the year before. The New Jersey-based group, which is considering quitting the toys business, turned",1533,True
47,PM and Latham target Sydney Prime Minister John Howard and Opposition Leader Mark Latham will target key marginal seats around Sydney as the election campaign hits its second week.,PM and Latham target Sydney Prime Minister John Howard and Opposition Leader Mark Latham will target key marginal seats around Sydney as the election campaign hits its second week.,PM and Latham target Sydney Prime Minister John Howard and Opposition Leader Mark Latham will target key marginal seats around Sydney as the election campaign hits its second week.,1140,True
48,Montreal Expos Team Report - August 31 (Sports Network) - The Montreal Expos were handed a setback in Monday #39;s opener at Olympic Stadium. Greg Maddux threw seven shutout innings and went 2-for-3 with an RBI at the plate to lead the Cubs to a 5-2 victory.,Montreal Expos Team Report - August 31 (Sports Network) - The Montreal Expos were handed a setback in Monday #39;s opener at Olympic Stadium. Greg Maddux threw seven shutout innings and went 2-for-3 with an RBI at the plate to lead the Cubs to a 5-2 victory.,Montreal Expos Team Report - August 31 (Sports Network) - The Montreal Expos were handed a setback in Monday #39;s opener at Olympic Stadium. Greg Maddux threw seven shutout innings and went 2-for-3 with an RBI at the plate to lead the Cubs to a 5-2 victory.,1490,True
49,"U.S. Wildlife Refuges Facing Grave Threats A sweeping wildlife preserve in southwestern Arizona is among the nation's 10 most endangered refuges, due in large part to illegal drug and immigrant traffic and Border Patrol operations, a conservation group said Friday.","U.S. Wildlife Refuges Facing Grave Threats A sweeping wildlife preserve in southwestern Arizona is among the nation's 10 most endangered refuges, due in large part to illegal drug and immigrant traffic and Border Patrol operations, a conservation group said Friday.","U.S. Wildlife Refuges Facing Grave Threats A sweeping wildlife preserve in southwestern Arizona is among the nation's 10 most endangered refuges, due in large part to illegal drug and immigrant traffic and Border Patrol operations, a conservation group said Friday.",1533,True
50,FTC Endorses Bounty for Spammers The US Federal Trade Commission has given its endorsement to a plan that would reward insiders for information leading to the arrest and conviction of people or companies that produce spam.,FTC Endorses Bounty for Spammers The US Federal Trade Commission has given its endorsement to a plan that would reward insiders for information leading to the arrest and conviction of people or companies that produce spam.,FTC Endorses Bounty for Spammers The US Federal Trade Commission has given its endorsement to a plan that would reward insiders for information leading to the arrest and conviction of people or companies that produce spam.,1087,True
51,Hyperion targets broader base New Essbase 7X is intended to draw customers beyond Hyperion's usual corporate-finance crowd.,Hyperion targets broader base New Essbase 7X is intended to draw customers beyond Hyperion's usual corporate-finance crowd.,Hyperion targets broader base New Essbase 7X is intended to draw customers beyond Hyperion's usual corporate-finance crowd.,692,True
52,Calif. Energy Panel Criticized for Crisis An appeals court ruled Thursday that federal energy regulators shirked their duty when they declined to order power companies to refund consumers for overcharges during ,Calif. Energy Panel Criticized for Crisis An appeals court ruled Thursday that federal energy regulators shirked their duty when they declined to order power companies to refund consumers for overcharges during,Calif. Energy Panel Criticized for Crisis An appeals court ruled Thursday that federal energy regulators shirked their duty when they declined to order power companies to refund consumers for overcharges during,1037,True
53,"Crazy fan disrupts Weir #39;s round IN AN unpleasant repeat of the Athens Games marathon fiasco, Mike Weir was grabbed by a fan as he walked to the 11th tee during the final round of the Canadian Open on Sunday.","Crazy fan disrupts Weir #39;s round IN AN unpleasant repeat of the Athens Games marathon fiasco, Mike Weir was grabbed by a fan as he walked to the 11th tee during the final round of the Canadian Open on Sunday.","Crazy fan disrupts Weir #39;s round IN AN unpleasant repeat of the Athens Games marathon fiasco, Mike Weir was grabbed by a fan as he walked to the 11th tee during the final round of the Canadian Open on Sunday.",1287,True
54,"Fly Higher, Fly Lighter: 'Ballute' Technology Aimed at Moon Missions (SPACE.com) SPACE.com - BOULDER, Colo. -- Moviegoers may recall it as that nifty bit of high-speed technology used in 2010: The Year We Make Contact --  the space age equivalent of playing air bag bumper car with Jupiter.","Fly Higher, Fly Lighter: 'Ballute' Technology Aimed at Moon Missions (SPACE.com) SPACE.com - BOULDER, Colo. -- Moviegoers may recall it as that nifty bit of high-speed technology used in 2010: The Year We Make Contact -- the space age equivalent of playing air bag bumper car with Jupiter.","Fly Higher, Fly Lighter: 'Ballute' Technology Aimed at Moon Missions (SPACE.com) SPACE.com - BOULDER, Colo. -- Moviegoers may recall it as that nifty bit of high-speed technology used in 2010: The Year We Make Contact -- the space age equivalent of playing air bag bumper car with Jupiter.",1538,True
55,"S Leone takes control of Freetown UN peacekeepers hand control of security in the Sierra Leone capital, Freetown, to local forces after the end of a brutal war.","S Leone takes control of Freetown UN peacekeepers hand control of security in the Sierra Leone capital, Freetown, to local forces after the end of a brutal war.","S Leone takes control of Freetown UN peacekeepers hand control of security in the Sierra Leone capital, Freetown, to local forces after the end of a brutal war.",940,True
