ID,Original Sentence,Generated Sentence,Substituted Sentence,Query Count,Attack Success
148,"No hassle chiropractic care. Dr. Troy gets right to the adjustment so you can start feeling better immediately. Good location downtown. The online appointment is great you schedule down to 10 min increments, I've never had to wait. Highly recommended.","No hassle chiropractic care. Dr. Troy gets right to the adjustment so you can start feeling better immediately. Good location downtown. The online appointment is great you schedule down to 10 min increments, I've never had to wait. Highly recommended.","No hassle chiropractic care. Dr. Troy gets right to the adjustment so you can start feeling better immediately. Good location downtown. The online appointment is great you schedule down to 10 min increments, I've never had to wait. Highly recommended.",1432,True
149,"I was lured into this store through the succulent aroma from their smokin' BBQ! I'm not a huge BBQ fan but I do appreciate good BBQ when I crave for it. \n\nIt was hard to decide what to order for the first time since they had so many tasty sounding dishes. Well, I decided to try a little bit of whatever I was feeling and save the left overs for later. \n\nMeat Orders:\n\nSliced Beef Brisket: Wowsers! Meat just rips apart with no effort, mild but evident smokey beefy flavor.. Just smother their bbq sauce and enjoy!\n\nPulled Pork: A mound of thinly shredded pork, doesn't explode with flavor but has a good sublte porky taste to it\n\nPolish Sausage: Plain ol' sausage goodness. comes sliced and doesn't need any sauce to accompany it\n\nSide Orders:\n\nGreen Beans with Bacon: When I saw Bacon I was sold! Goes great with the green beans\n\nBaked Potato Casserole: Its like a Baked potato thats been mashed. Goes hand in hand with any of the meats mentioned above\n\nMacaroni & Cheese: simply a southern comfort side you can't go wrong with\n\n* Their Deli Style PIckles bathed in their jumbo jar aren't bad \nand their Bread/Dinner Rolls are so buttery, a must have!\n\nI like their original bbq sauce but their spicy wasn't bad either. I Defiinitely recommend all of the above mentioned but most of all their Sliced Beef Brisket.. MMMMMMmmmMMMMM!!","I was lured into this store through the succulent aroma from their smokin' BBQ! I'm not a huge BBQ fan but I do appreciate good BBQ when I crave for it. \n\nIt was hard to decide what to order for the first time since they had so many tasty sounding dishes. Well, I decided to try a little bit of whatever I was feeling and save the left overs for later. \n\nMeat Orders:\n\nSliced Beef Brisket: Wowsers! Meat just rips apart with no effort, mild but evident smokey beefy flavor.. Just smother their bbq sauce and enjoy!\n\nPulled Pork: A mound of thinly shredded pork, doesn't explode with flavor but has a good sublte porky taste to it\n\nPolish Sausage: Plain ol' sausage goodness. comes sliced and doesn't need any sauce to accompany it\n\nSide Orders:\n\nGreen Beans with Bacon: When I saw Bacon I was sold! Goes great with the green beans\n\nBaked Potato Casserole: Its like a Baked potato thats been mashed. Goes hand in hand with any of the meats mentioned above\n\nMacaroni & Cheese: simply a southern comfort side you can't go wrong with\n\n* Their Deli Style PIckles bathed in their jumbo jar aren't bad \nand their Bread/Dinner Rolls are so buttery, a must have!\n\nI like their original bbq sauce but their spicy wasn't bad either. I Defiinitely recommend all of the above mentioned but most of all their Sliced Beef Brisket.. MMMMMMmmmMMMMM!!","I was lured into this store through the succulent aroma from their smokin' BBQ! I'm not a huge BBQ fan but I do appreciate good BBQ when I crave for it. \n\nIt was hard to decide what to order for the first time since they had so many tasty sounding dishes. Well, I decided to try a little bit of whatever I was feeling and save the left overs for later. \n\nMeat Orders:\n\nSliced Beef Brisket: Wowsers! Meat just rips apart with no effort, mild but evident smokey beefy flavor.. Just smother their bbq sauce and enjoy!\n\nPulled Pork: A mound of thinly shredded pork, doesn't explode with flavor but has a good sublte porky taste to it\n\nPolish Sausage: Plain ol' sausage goodness. comes sliced and doesn't need any sauce to accompany it\n\nSide Orders:\n\nGreen Beans with Bacon: When I saw Bacon I was sold! Goes great with the green beans\n\nBaked Potato Casserole: Its like a Baked potato thats been mashed. Goes hand in hand with any of the meats mentioned above\n\nMacaroni & Cheese: simply a southern comfort side you can't go wrong with\n\n* Their Deli Style PIckles bathed in their jumbo jar aren't bad \nand their Bread/Dinner Rolls are so buttery, a must have!\n\nI like their original bbq sauce but their spicy wasn't bad either. I Defiinitely recommend all of the above mentioned but most of all their Sliced Beef Brisket.. MMMMMMmmmMMMMM!!",5000,False
150,"Okay, here it goes...this may get long winded but I swear it is a truthful and honest review, so please read closely\n\nI lived at Lakeside (formerly known as Lakeside Village) for over 3 years, through 2013 and I saw the old management company Con AM get bought out by another management company called Madrona Ridge. Con Am wasn't the best, but things went downhill when madrona ridge took over.\n\nWhen I first moved here they were literally giving apartments away, they were offering less than $500 per month for a 1 bedroom in a nice part of town, with a lake view, so it was a good deal. For the first 2 years there it was pretty solid, the managers knew my name, they cared about my problems and fixed anything I needed immediately, I'm talking same day service. They were nice people. Con AM and the old managers were nice to me and actually tried to show customer service...unlike the new management.\n\nAround the time Madrona Ridge took over things just got ratty. Loud and creepy people started moving in, bringing all of their loud and creepy friends with them. Supposedly they have a no crime policy and won't rent to criminals, yet the very loud and vocal neighbors loved to talk about their DUI's and jail time. A lot more weirdo people started showing up and walking around at night. I saw a drunk guy smash someone's windshield in a fit of rage and sped off, and someone did a nice hit and run on my car while it was parked...and of course nobody picked up their dog poop...at all. The landscapers didn't care to pick it up, the maintenance guys didn't care, so there it sat.\nMadrona Ridge promised all previous residents even better service than Con Am gave. I was wrapping up a lease when Madrona Ridge took over and they offered me an okay deal, so I stayed. But right after they started to get sloppy and dissapoint. They hired the current girls who manage Lakeside a few months later and their awful service started to show. \n\nThe current staff working here are probably the slowest, rudest, most impersonal women around. These girls Traci and Lucinda are NOT right for this job. They are NOT friendly or easy to deal with at all when you have a question or concern, they are NOT accommodating or welcoming, no smiles, just a bland \""""I don't care\"""" attitude. If you do anything to displease them or make them think hard they will treat you like dirt. They also won't bother remembering your name or showing you any kind of human service, they'll just call you \""""HEY\"""" or \""""You.\"""" Also, if you have a problem or a concern be sure to just walk in and demand to talk because they don't listen to their voicemails or return phone calls. \n\n I've had problems with bugs, repairs, questions, and rarely did they return a call or get anything moving unless you tell them again and again. In the early days when I needed something fixed con-am would have it fixed in a day or two, these girls will make sure it takes over a week if you're lucky. So either get good at fixing your own stuff or be prepared to wait, because as these managers know you aren't that important. Seriously...how hard is it to FAKE customer service? At least try to remember someone's name and care a little bit, a fake smile, anything helps, especially in a SALES position...you kill more flies with honey than vinegar. FYI.\n\nI left when they offered a renewal notice at the end of my lease, they offered me a new lease agreement that was ABSURD and overpriced. The one bedrooms here are 600 square feet, just tiny little run down apartments from the 1980's, and they are now asking $725.00+ per month...that doesn't include taxes, pet rent (if you have em) and utilities. So basically they are charging around $800 per month for a 600 sq. foot hole in the wall in an old crumby complex, when you can go find a nice, NEW, cleaner mark taylor or other luxury apartment for only a few dollars more per month. Uhhh yeah, no thanks lakeside! I did just that and found a better, nicer, newer place for only pennies more than here. \n\n Do not believe the website, it is totally false advertised. What you see online is NOT what you will get in person. What you'll really see are outdated appliances from the 80's, peeling paint, popcorn ceilings, cheap carpeting, tiny closets, and no storage space. \n\nLakeside used to be a lot better, I used to love it at first and I'm grateful for the good times I had while it lasted. The management used to be nicer, the grounds used to be cleaner, and the prices used to be reasonable. This place has delusions of grandeur...the managers think it's a luxury complex and are charging people ridiculous luxury prices for run down, ugly little apartments that are not worth their price tag, and the service you get isn't worth a dollar. \n\nThe area is pretty good and the lake is pretty at night time, there are nice walkways and some handy shops nearby, but honestly look elsewhere if you want both quality and value.","Okay, here it goes...this may get long winded but I swear it is a truthful and honest review, so please read closely\n\nI lived at Lakeside (formerly known as Lakeside Village) for over 3 years, through 2013 and I saw the old management company Con AM get bought out by another management company called Madrona Ridge. Con Am wasn't the best, but things went downhill when madrona ridge took over.\n\nWhen I first moved here they were literally giving apartments away, they were offering less than $500 per month for a 1 bedroom in a nice part of town, with a lake view, so it was a good deal. For the first 2 years there it was pretty solid, the managers knew my name, they cared about my problems and fixed anything I needed immediately, I'm talking same day service. They were nice people. Con AM and the old managers were nice to me and actually tried to show customer service...unlike the new management.\n\nAround the time Madrona Ridge took over things just got ratty. Loud and creepy people started moving in, bringing all of their loud and creepy friends with them. Supposedly they have a no crime policy and won't rent to criminals, yet the very loud and vocal neighbors loved to talk about their DUI's and jail time. A lot more weirdo people started showing up and walking around at night. I saw a drunk guy smash someone's windshield in a fit of rage and sped off, and someone did a nice hit and run on my car while it was parked...and of course nobody picked up their dog poop...at all. The landscapers didn't care to pick it up, the maintenance guys didn't care, so there it sat.\nMadrona Ridge promised all previous residents even better service than Con Am gave. I was wrapping up a lease when Madrona Ridge took over and they offered me an okay deal, so I stayed. But right after they started to get sloppy and dissapoint. They hired the current girls who manage Lakeside a few months later and their awful service started to show. \n\nThe current staff working here are probably the slowest, rudest, most impersonal women around. These girls Traci and Lucinda are NOT right for this job. They are NOT friendly or easy to deal with at all when you have a question or concern, they are NOT accommodating or welcoming, no smiles, just a bland \""""I don't care\"""" attitude. If you do anything to displease them or make them think hard they will treat you like dirt. They also won't bother remembering your name or showing you any kind of human service, they'll just call you \""""HEY\"""" or \""""You.\"""" Also, if you have a problem or a concern be sure to just walk in and demand to talk because they don't listen to their voicemails or return phone calls. \n\n I've had problems with bugs, repairs, questions, and rarely did they return a call or get anything moving unless you tell them again and again. In the early days when I needed something fixed con-am would have it fixed in a day or two, these girls will make sure it takes over a week if you're lucky. So either get good at fixing your own stuff or be prepared to wait, because as these managers know you aren't that important. Seriously...how hard is it to FAKE customer service? At least try to remember someone's name and care a little bit, a fake smile, anything helps, especially in a SALES position...you kill more flies with honey than vinegar. FYI.\n\nI left when they offered a renewal notice at the end of my lease, they offered me a new lease agreement that was ABSURD and overpriced. The one bedrooms here are 600 square feet, just tiny little run down apartments from the 1980's, and they are now asking $725.00+ per month...that doesn't include taxes, pet rent (if you have em) and utilities. So basically they are charging around $800 per month for a 600 sq. foot hole in the wall in an old crumby complex, when you can go find a nice, NEW, cleaner mark taylor or other luxury apartment for only a few dollars more per month. Uhhh yeah, no thanks lakeside! I did just that and found a better, nicer, newer place for only pennies more than here. \n\n Do not believe the website, it is totally false advertised. What you see online is NOT what you will get in person. What you'll really see are outdated appliances from the 80's, peeling paint, popcorn ceilings, cheap carpeting, tiny closets, and no storage space. \n\nLakeside used to be a lot better, I used to love it at first and I'm grateful for the good times I had while it lasted. The management used to be nicer, the grounds used to be cleaner, and the prices used to be reasonable. This place has delusions of grandeur...the managers think it's a luxury complex and are charging people ridiculous luxury prices for run down, ugly little apartments that are not worth their price tag, and the service you get isn't worth a dollar. \n\nThe area is pretty good and the lake is pretty at night time, there are nice walkways and some handy shops nearby, but honestly look elsewhere if you want both quality and value.","Okay, here it goes...this may get long winded but I swear it is a truthful and honest review, so please read closely\n\nI lived at Lakeside (formerly known as Lakeside Village) for over 3 years, through 2013 and I saw the old management company Con AM get bought out by another management company called Madrona Ridge. Con Am wasn't the best, but things went downhill when madrona ridge took over.\n\nWhen I first moved here they were literally giving apartments away, they were offering less than $500 per month for a 1 bedroom in a nice part of town, with a lake view, so it was a good deal. For the first 2 years there it was pretty solid, the managers knew my name, they cared about my problems and fixed anything I needed immediately, I'm talking same day service. They were nice people. Con AM and the old managers were nice to me and actually tried to show customer service...unlike the new management.\n\nAround the time Madrona Ridge took over things just got ratty. Loud and creepy people started moving in, bringing all of their loud and creepy friends with them. Supposedly they have a no crime policy and won't rent to criminals, yet the very loud and vocal neighbors loved to talk about their DUI's and jail time. A lot more weirdo people started showing up and walking around at night. I saw a drunk guy smash someone's windshield in a fit of rage and sped off, and someone did a nice hit and run on my car while it was parked...and of course nobody picked up their dog poop...at all. The landscapers didn't care to pick it up, the maintenance guys didn't care, so there it sat.\nMadrona Ridge promised all previous residents even better service than Con Am gave. I was wrapping up a lease when Madrona Ridge took over and they offered me an okay deal, so I stayed. But right after they started to get sloppy and dissapoint. They hired the current girls who manage Lakeside a few months later and their awful service started to show. \n\nThe current staff working here are probably the slowest, rudest, most impersonal women around. These girls Traci and Lucinda are NOT right for this job. They are NOT friendly or easy to deal with at all when you have a question or concern, they are NOT accommodating or welcoming, no smiles, just a bland \""""I don't care\"""" attitude. If you do anything to displease them or make them think hard they will treat you like dirt. They also won't bother remembering your name or showing you any kind of human service, they'll just call you \""""HEY\"""" or \""""You.\"""" Also, if you have a problem or a concern be sure to just walk in and demand to talk because they don't listen to their voicemails or return phone calls. \n\n I've had problems with bugs, repairs, questions, and rarely did they return a call or get anything moving unless you tell them again and again. In the early days when I needed something fixed con-am would have it fixed in a day or two, these girls will make sure it takes over a week if you're lucky. So either get good at fixing your own stuff or be prepared to wait, because as these managers know you aren't that important. Seriously...how hard is it to FAKE customer service? At least try to remember someone's name and care a little bit, a fake smile, anything helps, especially in a SALES position...you kill more flies with honey than vinegar. FYI.\n\nI left when they offered a renewal notice at the end of my lease, they offered me a new lease agreement that was ABSURD and overpriced. The one bedrooms here are 600 square feet, just tiny little run down apartments from the 1980's, and they are now asking $725.00+ per month...that doesn't include taxes, pet rent (if you have em) and utilities. So basically they are charging around $800 per month for a 600 sq. foot hole in the wall in an old crumby complex, when you can go find a nice, NEW, cleaner mark taylor or other luxury apartment for only a few dollars more per month. Uhhh yeah, no thanks lakeside! I did just that and found a better, nicer, newer place for only pennies more than here. \n\n Do not believe the website, it is totally false advertised. What you see online is NOT what you will get in person. What you'll really see are outdated appliances from the 80's, peeling paint, popcorn ceilings, cheap carpeting, tiny closets, and no storage space. \n\nLakeside used to be a lot better, I used to love it at first and I'm grateful for the good times I had while it lasted. The management used to be nicer, the grounds used to be cleaner, and the prices used to be reasonable. This place has delusions of grandeur...the managers think it's a luxury complex and are charging people ridiculous luxury prices for run down, ugly little apartments that are not worth their price tag, and the service you get isn't worth a dollar. \n\nThe area is pretty good and the lake is pretty at night time, there are nice walkways and some handy shops nearby, but honestly look elsewhere if you want both quality and value.",5000,False
151,"I fell asleep during O. \n\nI know, I know. It's supposed to be one of the best shows in Vegas, but I just couldn't get into it. I thought they relied too much on stage design, and very little on story and the \""""wow\"""" factor. Overall, I thought the water element was too gimmicky, and in the end, worked against the show.\n\nI saw Ka last winter and thought it was absolutely mind-blowing, so I was expecting O to be along the same lines in terms of production. I was really disappointed with O. \n\nAnyway, like some others have said, there really are few bad seats in the house. I could see the front rows and the seats along the sides of the theater having obstructed views. We were seating on the first balcony (LOGGIA, right), in the first and only row, so our view was pretty spot on.\n\nSo, if you're planning on seeing O, I would recommend checking your expectations at the door. Hopefully, you won't fall asleep too! :)","I fell asleep during O. \n\nI know, I know. It's supposed to be one of the best shows in Vegas, but I just couldn't get into it. I thought they relied too much on stage design, and very little on story and the \""""wow\"""" factor. Overall, I thought the water element was too gimmicky, and in the end, worked against the show.\n\nI saw Ka last winter and thought it was absolutely mind-blowing, so I was expecting O to be along the same lines in terms of production. I was really surprised with O. \n\nAnyway, like some others have said, there really are few bad seats in the house. I could see the front rows and the seats along the sides of the theater having obstructed views. We were seating on the first balcony (LOGGIA, right), in the first and only row, so our view was pretty spot on.\n\nSo, if you're planning on seeing O, I would recommend checking your expectations at the door. Hopefully, you won't fall asleep too! :)","I fell asleep during O. \n\nI know, I know. It's supposed to be one of the best shows in Vegas, but I just couldn't get into it. I thought they relied too much on stage design, and very little on story and the \""""wow\"""" factor. Overall, I thought the water element was too gimmicky, and in the end, worked against the show.\n\nI saw Ka last winter and thought it was absolutely mind-blowing, so I was expecting O to be along the same lines in terms of production. I was really surprised with O. \n\nAnyway, like some others have said, there really are few bad seats in the house. I could see the front rows and the seats along the sides of the theater having obstructed views. We were seating on the first balcony (LOGGIA, right), in the first and only row, so our view was pretty spot on.\n\nSo, if you're planning on seeing O, I would recommend checking your expectations at the door. Hopefully, you won't fall asleep too! :)",354,True
152,"Delicious pizza by the slice or whole pie - very good all around place. I usually just get a slice of cheese, but yesterday, we got a whole pizza, and it was even good this morning. If you're there, try the Italian ices that they have. Really decent tiramisu as well. Especially for a fast-food place.","Delicious pizza by the slice or whole pie - very good all around place. I usually just get a slice of cheese, but yesterday, we got a whole pizza, and it was even good this morning. If you're there, try the Italian ices that they have. Really decent tiramisu as well. Especially for a fast-food place.","Delicious pizza by the slice or whole pie - very good all around place. I usually just get a slice of cheese, but yesterday, we got a whole pizza, and it was even good this morning. If you're there, try the Italian ices that they have. Really decent tiramisu as well. Especially for a fast-food place.",1681,True
153,"I have only one complaint: why is there no Edmonton location!?!? I never tire of people asking \""""where did you get that scarf?\"""" and I never tire of responding with \""""In Montreal, in the greatest store in the world; Simons\"""". \n\nIn all seriousness, I love Simons. In fact, I think it's impossible to dislike Simons because of all the styles they carry. They have traditional, business, casual, and even eclectic fashion. The have a fascinating selection of accessories (the hats and scarves are my favorite).\n\nSome things are a little over priced but for the most part the prices are reasonable.","I have only one complaint: why is there no Edmonton location!?!? I never tire of people asking \""""where did you get that scarf?\"""" and I never tire of responding with \""""In Montreal, in the greatest store in the world; Simons\"""". \n\nIn all seriousness, I love Simons. In fact, I think it's impossible to dislike Simons because of all the styles they carry. They have traditional, business, casual, and even eclectic fashion. The have a fascinating selection of accessories (the hats and scarves are my favorite).\n\nSome things are a little over priced but for the most part the prices are reasonable.","I have only one complaint: why is there no Edmonton location!?!? I never tire of people asking \""""where did you get that scarf?\"""" and I never tire of responding with \""""In Montreal, in the greatest store in the world; Simons\"""". \n\nIn all seriousness, I love Simons. In fact, I think it's impossible to dislike Simons because of all the styles they carry. They have traditional, business, casual, and even eclectic fashion. The have a fascinating selection of accessories (the hats and scarves are my favorite).\n\nSome things are a little over priced but for the most part the prices are reasonable.",3012,True
154,Took my lady here for a surprise come about 5:45 pm cause it's  beautiful  to take pics and the weather is perfect. Had a amazing  experience  1st time  ever doing it and yes its a must. Your 450 feet in the air which is awesome. Looking for the locks for ur shoulders  lol only thing they use is a seatbelt and then your on your own lol awesome will  do it again. Local in vegas price cheap for ride and if visiting YES it's a must,Took my lady here for a surprise come about 5:45 pm cause it's beautiful to take pics and the weather is perfect. Had a amazing experience 1st time ever doing it and yes its a must. Your 450 feet in the air which is awesome. Looking for the locks for ur shoulders lol only thing they use is a seatbelt and then your on your own lol awesome will do it again. Local in vegas price cheap for ride and if visiting YES it's a must,Took my lady here for a surprise come about 5:45 pm cause it's beautiful to take pics and the weather is perfect. Had a amazing experience 1st time ever doing it and yes its a must. Your 450 feet in the air which is awesome. Looking for the locks for ur shoulders lol only thing they use is a seatbelt and then your on your own lol awesome will do it again. Local in vegas price cheap for ride and if visiting YES it's a must,2461,True
155,"I didn't have such a great experience. I ordered 5 tires for my vehicle I was given an awesome price when I called the first time, when I called back to make the purchase the price went up over 200 dollars. I asked what happened and the guy couldn't tell me, He said \"""" I don't know why its a different price\"""" so 20 minutes in he got the price down a little bit. I paid for the tires even though the were now 110 dollars more than the first price, and then he said you should have 3 by tuesday and 2 by wednesday because they are coming from texas. The first call he said they were all in stock, so at this point I was like whatever I can wait til wednesday and then I got my tracking numbers that said I won't see them til friday. So I called first thing in the morning and asked what happened he said UPS changed it and he said he will send the issue to customer service and see if they will send a discount  back to me. I checked my email 10 minutes later he issued me a 25 dollar credit, I called customer service and they were full of excuses and it was very apparent that customer satisfaction isn't as important as they claim it is.. Sounds like Big O tires needs my business next time..","I didn't have such a great experience. I ordered 5 tires for my vehicle I was given an awesome price when I called the first time, when I called back to make the purchase the price went up over 200 dollars. I asked what happened and the guy couldn't tell me, He said \"""" I don't know why its a different price\"""" so 20 minutes in he got the price down a little bit. I paid for the tires even though the were now 110 dollars more than the first price, and then he said you should have 3 by tuesday and 2 by wednesday because they are coming from texas. The first call he said they were all in stock, so at this point I was like whatever I can wait til wednesday and then I got my tracking numbers that said I won't see them til friday. So I called first thing in the morning and asked what happened he said UPS changed it and he said he will send the issue to customer service and see if they will send a discount back to me. I checked my email 10 minutes later he issued me a 25 dollar credit, I called customer service and they were full of excuses and it was very apparent that customer satisfaction isn't as important as they claim it is.. Sounds like Big O tires needs my business next time..","I didn't have such a great experience. I ordered 5 tires for my vehicle I was given an awesome price when I called the first time, when I called back to make the purchase the price went up over 200 dollars. I asked what happened and the guy couldn't tell me, He said \"""" I don't know why its a different price\"""" so 20 minutes in he got the price down a little bit. I paid for the tires even though the were now 110 dollars more than the first price, and then he said you should have 3 by tuesday and 2 by wednesday because they are coming from texas. The first call he said they were all in stock, so at this point I was like whatever I can wait til wednesday and then I got my tracking numbers that said I won't see them til friday. So I called first thing in the morning and asked what happened he said UPS changed it and he said he will send the issue to customer service and see if they will send a discount back to me. I checked my email 10 minutes later he issued me a 25 dollar credit, I called customer service and they were full of excuses and it was very apparent that customer satisfaction isn't as important as they claim it is.. Sounds like Big O tires needs my business next time..",5000,False
156,Chalk up another one for this place being awful. Poor service. I order the monthly special and get charged full price. Not friendly at all. I just live so damn close it's hard to resist. I guess I will just have to quit Subway for a while.,Chalk up another one for this place being awful. Poor service. I order the monthly special and get charged full price. Not friendly at all. I just live so damn close it's hard to resist. I guess I will just have to quit Subway for a while.,Chalk up another one for this place being awful. Poor service. I order the monthly special and get charged full price. Not friendly at all. I just live so damn close it's hard to resist. I guess I will just have to quit Subway for a while.,1530,True
157,"Good experience.\nEntrance to restaurant was confusing but was beautiful. \nEven though they make their own beers, offer wine but NO liquor :( Tea was ok.\nPretzel w/beer cheese like other places.\nBurger was great! Tasty & juicy!\nSalmon pita was great too!\nWait staff helpful and always checking on us.","Good experience.\nEntrance to restaurant was confusing but was beautiful. \nEven though they make their own beers, offer wine but NO liquor :( Tea was ok.\nPretzel w/beer cheese like other places.\nBurger was great! Tasty & juicy!\nSalmon pita was great too!\nWait staff helpful and always checking on us.","Good experience.\nEntrance to restaurant was confusing but was beautiful. \nEven though they make their own beers, offer wine but NO liquor :( Tea was ok.\nPretzel w/beer cheese like other places.\nBurger was great! Tasty & juicy!\nSalmon pita was great too!\nWait staff helpful and always checking on us.",1780,True
158,"We had visited the place during 4th July weekend. Right as we stepped in, we felt that the host was non-welcoming. The lunch buffet didn't really have enough options if you were a vegetarian. So we ordered a la carte. The curries were ordinary, and surprisingly even the breads weren't good. What we were most dissatisfied with, was their service - sloppy to say the best.","We had visited the place during 4th July weekend. Right as we stepped in, we felt that the host was non-welcoming. The lunch buffet didn't really have enough options if you were a vegetarian. So we ordered a la carte. The curries were ordinary, and surprisingly even the breads weren't good. What we were most dissatisfied with, was their service - sloppy to say the best.","We had visited the place during 4th July weekend. Right as we stepped in, we felt that the host was non-welcoming. The lunch buffet didn't really have enough options if you were a vegetarian. So we ordered a la carte. The curries were ordinary, and surprisingly even the breads weren't good. What we were most dissatisfied with, was their service - sloppy to say the best.",2023,True
159,"Came here for my birthday with a friend. Parking is a pain, it is REALLY dark and the service was ok. Lots of reviews mention it's in a bad part of town. I would say an older part of town but not bad. Price wise, a little high for the area but this is Vegas.\n\nService was an little lacking. She was helpful but super busy and didn't check back enough for my standards. I hate having an empty drink glass!! And I also hate when water is poured all over the table while refilling glasses and not cleaned up!!\n\nFood was amazing!! We had the bone-in strip and a filet, the broccoli with cheddar, mashed potatoes, and truffle mac and cheese. All delicious. Tried three cocktails, all delicious. Make sure you ask about flavors if you're not familiar with the the ingredients. Some are very strange!!","Came here for my birthday with a friend. Parking is a pain, it is REALLY dark and the service was ok. Lots of reviews mention it's in a bad part of town. I would say an older part of town but not bad. Price wise, a little high for the area but this is Vegas.\n\nService was an little lacking. She was helpful but super busy and didn't check back enough for my standards. I hate having an empty drink glass!! And I also hate when water is poured all over the table while refilling glasses and not cleaned up!!\n\nFood was amazing!! We had the bone-in strip and a filet, the broccoli with cheddar, mashed potatoes, and truffle mac and cheese. All delicious. Tried three cocktails, all delicious. Make sure you ask about flavors if you're not familiar with the the ingredients. Some are very strange!!","Came here for my birthday with a friend. Parking is a pain, it is REALLY dark and the service was ok. Lots of reviews mention it's in a bad part of town. I would say an older part of town but not bad. Price wise, a little high for the area but this is Vegas.\n\nService was an little lacking. She was helpful but super busy and didn't check back enough for my standards. I hate having an empty drink glass!! And I also hate when water is poured all over the table while refilling glasses and not cleaned up!!\n\nFood was amazing!! We had the bone-in strip and a filet, the broccoli with cheddar, mashed potatoes, and truffle mac and cheese. All delicious. Tried three cocktails, all delicious. Make sure you ask about flavors if you're not familiar with the the ingredients. Some are very strange!!",4343,True
160,Decent food but soups are not made fresh. I find the way they display their menu irritating as you can't see it when you walk in or when you are ordering! Why not? It ends up holding up the line. And always pay attention at the register because there is often an error.,Decent food but soups are not made fresh. I find the way they display their menu irritating as you can't see it when you walk in or when you are ordering! Why not? It ends up holding up the line. And always pay attention at the register because there is often an error.,Decent food but soups are not made fresh. I find the way they display their menu irritating as you can't see it when you walk in or when you are ordering! Why not? It ends up holding up the line. And always pay attention at the register because there is often an error.,1379,True
161,"Expensive. I was charged close to ten bucks for a bean burrito and a carne asada. Really? Taco Bell is next door!\n\nThe food was just okay. Very skimpy with the meat, and it felt like I was eating plain tortilla.\n\nHeads up - drive through takes a minute. It's fresh though. Don't think I'd be back.","Expensive. I was charged close to ten bucks for a bean burrito and a carne asada. Really? Taco Bell is next door!\n\nThe food was just okay. Very skimpy with the meat, and it felt like I was eating plain tortilla.\n\nHeads up - drive through takes a minute. It's fresh though. Don't think I'd be back.","Expensive. I was charged close to ten bucks for a bean burrito and a carne asada. Really? Taco Bell is next door!\n\nThe food was just okay. Very skimpy with the meat, and it felt like I was eating plain tortilla.\n\nHeads up - drive through takes a minute. It's fresh though. Don't think I'd be back.",1927,True
162,"awful and ditsy, the man gave me a direct answer then when speaking with the female painter she said a different price and story, she had a hard time committing to a time and was very wishy washy. I don't know how their painting is but their business sense and professionalism was a thumbs down. my first bad review ever but sorry you want me to wait to see if you can schedule a time to do an estimate? when I called them out they had the nerve to call me difficult, its not hard make an appointment if you're booked say you're booked. I'm artist but doesn't mean you don't need common sense.","awful and ditsy, the man gave me a direct answer then when speaking with the female painter she said a different price and story, she had a hard time committing to a time and was very wishy washy. I don't know how their painting is but their business sense and professionalism was a thumbs down. my first bad review ever but sorry you want me to wait to see if you can schedule a time to do an estimate? when I called them out they had the nerve to call me difficult, its not hard make an appointment if you're booked say you're booked. I'm artist but doesn't mean you don't need common sense.","awful and ditsy, the man gave me a direct answer then when speaking with the female painter she said a different price and story, she had a hard time committing to a time and was very wishy washy. I don't know how their painting is but their business sense and professionalism was a thumbs down. my first bad review ever but sorry you want me to wait to see if you can schedule a time to do an estimate? when I called them out they had the nerve to call me difficult, its not hard make an appointment if you're booked say you're booked. I'm artist but doesn't mean you don't need common sense.",3297,True
163,"I usually come in here for cheap take-out, where they give you a reasonably sizable box and soup container to fill up with buffet items.  You can be stingy or you can just pig out and stuff as much as you can fit without cheating into the containers.  I usually make a bee-line for the premium stuff like the sushi, which quickly recoups the take-out costs.","I usually come in here for cheap take-out, where they give you a reasonably sizable box and soup container to fill up with tushy items. You can be stingy or you can just pig out and stuff as much as you can fit without cheating into the containers. I usually make a bee-line for the premium stuff like the sushi, which quickly recoups the take-out costs.","I usually come in here for cheap take-out, where they give you a reasonably sizable box and soup container to fill up with tushy items. You can be stingy or you can just pig out and stuff as much as you can fit without cheating into the containers. I usually make a bee-line for the premium stuff like the sushi, which quickly recoups the take-out costs.",711,True
